n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga
333,4882,16086,11,25,3.2949610815239656,11204,14,20,3,22,heatmap_np333_npos4882_napp16086_ips11_max_app25,4,194.60225225225224,11424.0,0.0,0.7969600895188362,7.104669544057832e-06,0.12751958224543083,3,959.9687687687687,11424.0,0.0,0.9890753864644204,0.010034699851932229,0.12751958224543083,3,959.9687687687687,11424.0,0.0,0.9890753864644204,0.010034699851932229,0.12751958224543083,3,959.9687687687687,11424.0,0.0,0.9890753864644204,0.010034699851932229,0.12751958224543083,3,959.9687687687687,11424.0,0.0,0.9890753864644204,0.010034699851932229,0.12751958224543083,3,959.9687687687687,11424.0,0.0,0.9890753864644204,0.010034699851932229,0.12751958224543083
214,5941,10799,9,32,1.8177074566571283,4858,27,20,3,29,heatmap_np214_npos5941_napp10799_ips9_max_app32,6,302.7757009345795,5021.0,0.0,0.8025743124363366,0.0,0.15048268358181313,3,1614.8037383177573,5021.0,0.0,1.0,0.06260158188338003,0.15048268358181313,3,1614.8037383177573,5021.0,0.0,1.0,0.06260158188338003,0.15048268358181313,3,1614.8037383177573,5021.0,0.0,1.0,0.06260158188338003,0.15048268358181313,3,1614.8037383177573,5021.0,0.0,1.0,0.06260158188338003,0.15048268358181313,3,1614.8037383177573,5021.0,0.0,1.0,0.06260158188338003,0.15048268358181313
562,3173,3126,16,56,0.9851875196974472,0,5,20,3,40,heatmap_np562_npos3173_napp3126_ips16_max_app56,18,103.49332740213524,325.9,9.9,0.7985169190303547,0.0002445533218843654,0.2568320994424641,9,311.4643238434163,316.0,0.0,1.0,0.11452335252719129,0.2568320994424641,9,311.4643238434163,316.0,0.0,1.0,0.11452335252719129,0.2568320994424641,3,311.4875444839857,359.5,43.5,1.0,0.21476599186373574,0.2568320994424641,3,311.4875444839857,359.5,43.5,1.0,0.21476599186373574,0.2568320994424641,3,311.4875444839857,359.5,43.5,1.0,0.21476599186373574,0.2568320994424641
692,8231,15303,6,41,1.8591908638075567,7072,11,20,3,38,heatmap_np692_npos8231_napp15303_ips6_max_app41,4,92.59566473988437,7691.0,0.0,0.7459321701627133,2.119351266577301e-05,0.07279299611267039,3,456.6681358381502,7691.0,0.0,0.9491058398135443,0.0036104031889172055,0.07279299611267039,3,456.6681358381502,7691.0,0.0,0.9491058398135443,0.0036104031889172055,0.07279299611267039,3,456.6681358381502,7691.0,0.0,0.9491058398135443,0.0036104031889172055,0.07279299611267039,3,456.6681358381502,7691.0,0.0,0.9491058398135443,0.0036104031889172055,0.07279299611267039,3,456.6681358381502,7691.0,0.0,0.9491058398135443,0.0036104031889172055,0.07279299611267039
147,805,7664,19,16,9.520496894409938,6859,5,20,3,13,heatmap_np147_npos805_napp7664_ips19_max_app16,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426,3,156.4081632653061,6929.0,0.0,0.6073851774530271,0.0,0.1138847207724426
121,8707,11991,12,52,1.377167796026186,3284,71,20,3,40,heatmap_np121_npos8707_napp11991_ips12_max_app52,10,990.9917355371902,3400.0,0.0,0.859744808606455,0.0,0.16533554011662593,3,5153.157024793388,3400.0,0.0,1.0,0.11423363440948058,0.16533554011662593,3,5153.157024793388,3400.0,0.0,1.0,0.11423363440948058,0.16533554011662593,3,5153.157024793388,3400.0,0.0,1.0,0.11423363440948058,0.16533554011662593,3,5153.157024793388,3400.0,0.0,1.0,0.11423363440948058,0.16533554011662593,3,5153.157024793388,3400.0,0.0,1.0,0.11423363440948058,0.16533554011662593
667,953,2211,13,19,2.3200419727177333,1258,1,20,3,16,heatmap_np667_npos953_napp2211_ips13_max_app19,6,21.647901049475266,1544.0,0.0,0.6494911804613299,0.0019082907142608635,0.20640815063438786,3,52.472488755622194,1544.0,0.0,0.9704206241519676,0.0631558118498417,0.20640815063438786,3,52.472488755622194,1544.0,0.0,0.9704206241519676,0.0631558118498417,0.20640815063438786,3,52.472488755622194,1544.0,0.0,0.9704206241519676,0.0631558118498417,0.20640815063438786,3,52.472488755622194,1544.0,0.0,0.9704206241519676,0.0631558118498417,0.20640815063438786,3,52.472488755622194,1544.0,0.0,0.9704206241519676,0.0631558118498417,0.20640815063438786
586,6080,16499,7,7,2.7136513157894737,10419,10,20,3,4,heatmap_np586_npos6080_napp16499_ips7_max_app7,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351,3,89.41911262798634,10639.0,0.0,0.8265662565408005,0.0016281289775137888,0.355173040790351
238,3658,6753,18,38,1.8460907599781304,3095,15,20,3,35,heatmap_np238_npos3658_napp6753_ips18_max_app38,11,316.2796218487394,3183.0,0.0,0.8649610274221559,4.442470013327409e-05,0.25041502022492934,3,1078.2100840336134,3183.0,0.0,1.0,0.18616487910135182,0.25041502022492934,3,1078.2100840336134,3183.0,0.0,1.0,0.18616487910135182,0.25041502022492934,3,1078.2100840336134,3183.0,0.0,1.0,0.18616487910135182,0.25041502022492934,3,1078.2100840336134,3183.0,0.0,1.0,0.18616487910135182,0.25041502022492934,3,1078.2100840336134,3183.0,0.0,1.0,0.18616487910135182,0.25041502022492934
309,7126,2415,20,45,0.3388998035363458,0,23,20,3,40,heatmap_np309_npos7126_napp2415_ips20_max_app45,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0,3,351.6990291262136,0.0,4692.0,1.0,1.0,1.0
456,4407,10650,5,15,2.4166099387338327,6243,9,20,3,12,heatmap_np456_npos4407_napp10650_ips5_max_app15,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215,3,70.22576754385963,6546.1,0.1,0.6422410015649455,3.129890453834116e-06,0.12845070422535215
795,9495,6970,15,26,0.7340705634544498,0,11,20,3,23,heatmap_np795_npos9495_napp6970_ips15_max_app26,20,185.90345911949686,2.6,1777.6,0.9323662123385942,0.028769727403156385,0.7238439465842622,4,227.9496855345912,0.0,1775.0,1.0,0.673633755054128,0.7238439465842622,4,227.9496855345912,0.0,1775.0,1.0,0.673633755054128,0.7238439465842622,3,227.9496855345912,49.4,1824.4,1.0,0.6878235917909052,0.7238439465842622,3,227.9496855345912,49.4,1824.4,1.0,0.6878235917909052,0.7238439465842622,3,227.9496855345912,49.4,1824.4,1.0,0.6878235917909052,0.7238439465842622
78,5326,8254,6,23,1.5497559143822757,2928,68,20,3,20,heatmap_np78_npos5326_napp8254_ips6_max_app23,5,529.1025641025642,2950.0,0.0,0.7711170341652533,0.0,0.1676341378620116,3,2433.8717948717954,2950.0,0.0,1.0,0.04277925854131329,0.1676341378620116,3,2433.8717948717954,2950.0,0.0,1.0,0.04277925854131329,0.1676341378620116,3,2433.8717948717954,2950.0,0.0,1.0,0.04277925854131329,0.1676341378620116,3,2433.8717948717954,2950.0,0.0,1.0,0.04277925854131329,0.1676341378620116,3,2433.8717948717954,2950.0,0.0,1.0,0.04277925854131329,0.1676341378620116
722,3085,13540,19,47,4.388978930307942,10455,4,20,3,40,heatmap_np722_npos3085_napp13540_ips19_max_app47,5,111.62963988919668,10652.0,0.0,0.8096019202363369,0.00010893648449039881,0.0862252113517081,3,875.3454293628807,10652.0,0.0,0.9997538158542592,0.023939170135625087,0.0862252113517081,3,875.3454293628807,10652.0,0.0,0.9997538158542592,0.023939170135625087,0.0862252113517081,3,875.3454293628807,10652.0,0.0,0.9997538158542592,0.023939170135625087,0.0862252113517081,3,875.3454293628807,10652.0,0.0,0.9997538158542592,0.023939170135625087,0.0862252113517081,3,875.3454293628807,10652.0,0.0,0.9997538158542592,0.023939170135625087,0.0862252113517081
432,8026,3800,9,35,0.473461250934463,0,18,20,3,32,heatmap_np432_npos8026_napp3800_ips9_max_app35,21,188.7996527777778,20.5,3996.5,0.8760238095238094,0.0014530075187969926,0.5261954887218044,4,307.8703703703704,0.0,3976.0,1.0,0.46505942275042444,0.5261954887218044,4,307.8703703703704,0.0,3976.0,1.0,0.46505942275042444,0.5261954887218044,3,307.8703703703704,0.65,3976.65,1.0,0.48177631578947383,0.5261954887218044,3,307.8703703703704,0.65,3976.65,1.0,0.48177631578947383,0.5261954887218044,3,307.8703703703704,0.65,3976.65,1.0,0.48177631578947383,0.5261954887218044
381,463,9050,16,10,19.546436285097197,8587,1,20,3,7,heatmap_np381_npos463_napp9050_ips16_max_app10,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944,3,71.25984251968502,8669.0,0.0,0.22453038674033152,0.0,0.06735911602209944
266,8780,17813,14,17,2.0288154897494306,9033,33,20,3,14,heatmap_np266_npos8780_napp17813_ips14_max_app17,8,535.9449248120302,9035.0,0.0,0.8623740386234772,1.5594104181091213e-06,0.40582390256950485,3,1138.4248120300754,9035.0,0.0,1.0,0.27850045312011296,0.40582390256950485,3,1138.4248120300754,9035.0,0.0,1.0,0.27850045312011296,0.40582390256950485,3,1138.4248120300754,9035.0,0.0,1.0,0.27850045312011296,0.40582390256950485,3,1138.4248120300754,9035.0,0.0,1.0,0.27850045312011296,0.40582390256950485,3,1138.4248120300754,9035.0,0.0,1.0,0.27850045312011296,0.40582390256950485
511,1504,5082,11,43,3.378989361702128,3578,2,20,3,40,heatmap_np511_npos1504_napp5082_ips11_max_app43,4,40.09236790606654,4060.0,0.0,0.5530007870916961,3.027275754548482e-06,0.0514446793516561,3,52.74305283757339,4060.0,0.0,0.7326479076479077,0.0003544372294372295,0.0514446793516561,3,52.74305283757339,4060.0,0.0,0.7326479076479077,0.0003544372294372295,0.0514446793516561,3,52.74305283757339,4060.0,0.0,0.7326479076479077,0.0003544372294372295,0.0514446793516561,3,52.74305283757339,4060.0,0.0,0.7326479076479077,0.0003544372294372295,0.0514446793516561,3,52.74305283757339,4060.0,0.0,0.7326479076479077,0.0003544372294372295,0.0514446793516561
641,6484,13345,17,54,2.05814312152992,6861,10,20,3,40,heatmap_np641_npos6484_napp13345_ips17_max_app54,10,211.41357254290173,6935.0,0.0,0.8164964406144624,1.456112265404135e-05,0.1512149091766926,3,1124.2277691107643,6935.0,0.0,1.0,0.10128637442238042,0.1512149091766926,3,1124.2277691107643,6935.0,0.0,1.0,0.10128637442238042,0.1512149091766926,3,1124.2277691107643,6935.0,0.0,1.0,0.10128637442238042,0.1512149091766926,3,1124.2277691107643,6935.0,0.0,1.0,0.10128637442238042,0.1512149091766926,3,1124.2277691107643,6935.0,0.0,1.0,0.10128637442238042,0.1512149091766926
197,3878,650,8,30,0.1676121712222795,0,19,20,3,27,heatmap_np197_npos3878_napp650_ips8_max_app30,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0,3,98.98477157360408,0.0,3093.0,1.0,1.0,1.0
187,9072,6072,10,45,0.6693121693121693,0,48,20,3,40,heatmap_np187_npos9072_napp6072_ips10_max_app45,16,549.5946524064171,28.75,2932.75,0.9234344120553359,0.0002640725091999455,0.32850241545893716,4,1461.1764705882351,0.0,2904.0,1.0,0.2629904559915165,0.32850241545893716,4,1461.1764705882351,0.0,2904.0,1.0,0.2629904559915165,0.32850241545893716,3,1461.1764705882351,16.1,2920.1,1.0,0.28053830227743265,0.32850241545893716,3,1461.1764705882351,16.1,2920.1,1.0,0.28053830227743265,0.32850241545893716,3,1461.1764705882351,16.1,2920.1,1.0,0.28053830227743265,0.32850241545893716
631,1834,15994,15,12,8.72082878953108,14160,2,20,3,9,heatmap_np631_npos1834_napp15994_ips15_max_app12,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733,3,76.04120443740094,14732.0,0.0,0.39452294610478933,0.0,0.09863073652619733
526,6777,1618,5,28,0.2387487088682307,0,12,20,3,25,heatmap_np526_npos6777_napp1618_ips5_max_app28,21,70.25427756653991,0.0,4694.0,0.909098534345753,0.05915150980045912,0.6966117782094298,3,86.12927756653993,0.0,4694.0,1.0,0.6601891223733004,0.6965974306904468,3,86.12927756653993,0.0,4694.0,1.0,0.6601891223733004,0.6965974306904468,3,86.12927756653993,0.0,4694.0,1.0,0.6601891223733004,0.6965974306904468,3,86.12927756653993,0.0,4694.0,1.0,0.6601891223733004,0.6965974306904468,10,86.12927756653993,0.0,4694.0,1.0,0.5280747836835598,0.6966195037965741
281,4207,11504,20,59,2.734490135488472,7297,14,20,3,40,heatmap_np281_npos4207_napp11504_ips20_max_app59,8,333.50871886120996,7570.0,0.0,0.8548809109874826,6.1359731653440234e-06,0.11592135970392022,3,2415.4306049822058,7570.0,0.0,1.0,0.06856000397377308,0.11592135970392022,3,2415.4306049822058,7570.0,0.0,1.0,0.06856000397377308,0.11592135970392022,3,2415.4306049822058,7570.0,0.0,1.0,0.06856000397377308,0.11592135970392022,3,2415.4306049822058,7570.0,0.0,1.0,0.06856000397377308,0.11592135970392022,3,2415.4306049822058,7570.0,0.0,1.0,0.06856000397377308,0.11592135970392022
397,5033,15632,18,53,3.105901053049871,10599,12,20,3,40,heatmap_np397_npos5033_napp15632_ips18_max_app53,7,275.8586901763224,10868.0,0.0,0.7836662889311301,1.390681322593565e-07,0.10350321546513201,3,2086.8916876574303,10868.0,0.0,1.0,0.04971340839303993,0.10350321546513201,3,2086.8916876574303,10868.0,0.0,1.0,0.04971340839303993,0.10350321546513201,3,2086.8916876574303,10868.0,0.0,1.0,0.04971340839303993,0.10350321546513201,3,2086.8916876574303,10868.0,0.0,1.0,0.04971340839303993,0.10350321546513201,3,2086.8916876574303,10868.0,0.0,1.0,0.04971340839303993,0.10350321546513201
448,2751,7537,7,22,2.7397310069065792,4786,6,20,3,19,heatmap_np448_npos2751_napp7537_ips7_max_app22,4,67.42790178571428,4849.0,0.0,0.6241077351731459,2.948417436940722e-06,0.11347654600938399,3,81.92924107142856,4849.0,0.0,0.8250961921188802,0.0011155492552530322,0.11347654600938399,3,81.92924107142856,4849.0,0.0,0.8250961921188802,0.0011155492552530322,0.11347654600938399,3,81.92924107142856,4849.0,0.0,0.8250961921188802,0.0011155492552530322,0.11347654600938399,3,81.92924107142856,4849.0,0.0,0.8250961921188802,0.0011155492552530322,0.11347654600938399,3,81.92924107142856,4849.0,0.0,0.8250961921188802,0.0011155492552530322,0.11347654600938399
714,7733,11163,13,5,1.4435536014483383,3430,10,20,3,4,heatmap_np714_npos7733_napp11163_ips13_max_app5,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0,3,78.17226890756301,4023.0,0.0,1.0,1.0,1.0
70,130,3104,12,37,23.87692307692308,2974,1,20,3,34,heatmap_np70_npos130_napp3104_ips12_max_app37,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381,3,133.02857142857144,3034.0,0.0,0.0902061855670103,0.0,0.00731401504597381
45,7457,9669,8,16,1.2966340351347727,2212,165,20,3,13,heatmap_np45_npos7457_napp9669_ips8_max_app16,7,1504.0666666666664,2244.0,0.0,0.8776206728425159,0.0,0.3839590443686006,3,3437.8666666666672,2244.0,0.0,1.0,0.24179574691520078,0.3839590443686006,3,3437.8666666666672,2244.0,0.0,1.0,0.24179574691520078,0.3839590443686006,3,3437.8666666666672,2244.0,0.0,1.0,0.24179574691520078,0.3839590443686006,3,3437.8666666666672,2244.0,0.0,1.0,0.24179574691520078,0.3839590443686006,3,3437.8666666666672,2244.0,0.0,1.0,0.24179574691520078,0.3839590443686006
785,4698,4243,17,40,0.9031502767134952,0,5,20,3,37,heatmap_np785_npos4698_napp4243_ips17_max_app40,19,106.07554140127388,339.65,21.65,0.8264894501159803,0.0010762825045172442,0.39314753711996236,11,216.13547770700637,318.0,0.0,0.999987144601804,0.16296699635098788,0.39314753711996236,11,216.13547770700637,318.0,0.0,0.999987144601804,0.16296699635098788,0.39314753711996236,3,216.20382165605096,381.05,63.05,1.0,0.3439432833729323,0.39314753711996236,3,216.20382165605096,381.05,63.05,1.0,0.3439432833729323,0.39314753711996236,3,216.20382165605096,381.05,63.05,1.0,0.3439432833729323,0.39314753711996236
