n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,mean_reviews_per_program_best_rpp,mean_unmatched_applicants_best_rpp,mean_unfilled_spots_best_rpp,best_signal_ua,mean_reviews_per_program_best_ua,mean_unmatched_applicants_best_ua,mean_unfilled_spots_best_ua,best_signal_ufs,mean_reviews_per_program_best_ufs,mean_unmatched_applicants_best_ufs,mean_unfilled_spots_best_ufs
90,17590,90,9,20,62,3,40,heatmap_np90_pos8123_sppcalc90_na17590_ips9_ma62,5,977.2222222222224,9490.0,0.0,3,12117.555555555557,9490.0,0.0,3,12117.555555555557,9490.0,0.0
730,1170,12,11,20,51,3,40,heatmap_np730_pos8865_sppcalc12_na1170_ips11_ma51,3,81.73972602739724,0.0,7590.0,3,81.73972602739724,0.0,7590.0,3,81.73972602739724,0.0,7590.0
730,1170,12,11,20,51,3,40,heatmap_np730_pos8865_sppcalc12_na1170_ips11_ma51,3,81.73972602739724,0.0,7590.0,3,81.73972602739724,0.0,7590.0,3,81.73972602739724,0.0,7590.0
701,5889,4,18,20,26,3,23,heatmap_np701_pos3250_sppcalc4_na5889_ips18_ma26,11,93.75164051355208,3085.0,0.0,3,218.4222539229672,3085.0,0.0,3,218.4222539229672,3085.0,0.0
701,5889,4,18,20,26,3,23,heatmap_np701_pos3250_sppcalc4_na5889_ips18_ma26,11,93.75164051355208,3085.0,0.0,3,218.4222539229672,3085.0,0.0,3,218.4222539229672,3085.0,0.0
719,2514,9,13,20,15,3,12,heatmap_np719_pos6741_sppcalc9_na2514_ips13_ma15,3,52.447844228094574,0.0,3957.0,3,52.447844228094574,0.0,3957.0,3,52.447844228094574,0.0,3957.0
719,2514,9,13,20,15,3,12,heatmap_np719_pos6741_sppcalc9_na2514_ips13_ma15,3,52.447844228094574,0.0,3957.0,3,52.447844228094574,0.0,3957.0,3,52.447844228094574,0.0,3957.0
733,13056,11,10,20,7,3,4,heatmap_np733_pos8500_sppcalc11_na13056_ips10_ma7,3,124.68212824010917,4993.0,0.0,3,124.68212824010917,4993.0,0.0,3,124.68212824010917,4993.0,0.0
733,13056,11,10,20,7,3,4,heatmap_np733_pos8500_sppcalc11_na13056_ips10_ma7,3,124.68212824010917,4993.0,0.0,3,124.68212824010917,4993.0,0.0,3,124.68212824010917,4993.0,0.0
567,545,8,17,20,34,3,31,heatmap_np567_pos4995_sppcalc8_na545_ips17_ma34,3,32.680776014109355,0.0,3991.0,3,32.680776014109355,0.0,3991.0,3,32.680776014109355,0.0,3991.0
567,545,8,17,20,34,3,31,heatmap_np567_pos4995_sppcalc8_na545_ips17_ma34,3,32.680776014109355,0.0,3991.0,3,32.680776014109355,0.0,3991.0,3,32.680776014109355,0.0,3991.0
766,7502,3,18,20,56,3,40,heatmap_np766_pos2832_sppcalc3_na7502_ips18_ma56,8,79.08492167101828,5204.0,0.0,3,548.4490861618799,5204.0,0.0,3,548.4490861618799,5204.0,0.0
766,7502,3,18,20,56,3,40,heatmap_np766_pos2832_sppcalc3_na7502_ips18_ma56,8,79.08492167101828,5204.0,0.0,3,548.4490861618799,5204.0,0.0,3,548.4490861618799,5204.0,0.0
540,4065,9,8,20,73,3,40,heatmap_np540_pos5324_sppcalc9_na4065_ips8_ma73,13,98.79666666666668,240.0,1035.0,8,513.855462962963,0.0,795.0,8,513.855462962963,0.0,795.0
540,4065,9,8,20,73,3,40,heatmap_np540_pos5324_sppcalc9_na4065_ips8_ma73,13,98.79666666666668,240.0,1035.0,8,513.855462962963,0.0,795.0,8,513.855462962963,0.0,795.0
551,9057,16,13,20,44,3,40,heatmap_np551_pos9318_sppcalc16_na9057_ips13_ma44,15,248.84410163339385,423.35,182.35,11,712.1407441016333,244.0,3.0,11,712.1407441016333,244.0,3.0
551,9057,16,13,20,44,3,40,heatmap_np551_pos9318_sppcalc16_na9057_ips13_ma44,15,248.84410163339385,423.35,182.35,11,712.1407441016333,244.0,3.0,11,712.1407441016333,244.0,3.0
421,8627,21,16,20,49,3,40,heatmap_np421_pos9245_sppcalc21_na8627_ips16_ma49,18,388.61947743467937,142.8,356.8,15,969.7123515439432,13.05,227.05,15,969.7123515439432,13.05,227.05
421,8627,21,16,20,49,3,40,heatmap_np421_pos9245_sppcalc21_na8627_ips16_ma49,18,388.61947743467937,142.8,356.8,15,969.7123515439432,13.05,227.05,15,969.7123515439432,13.05,227.05
451,6360,11,19,20,19,3,16,heatmap_np451_pos5230_sppcalc11_na6360_ips19_ma19,16,230.8823725055433,1399.0,0.0,3,267.9379157427938,1399.0,0.0,3,267.9379157427938,1399.0,0.0
451,6360,11,19,20,19,3,16,heatmap_np451_pos5230_sppcalc11_na6360_ips19_ma19,16,230.8823725055433,1399.0,0.0,3,267.9379157427938,1399.0,0.0,3,267.9379157427938,1399.0,0.0
401,9386,16,20,20,8,3,5,heatmap_np401_pos6664_sppcalc16_na9386_ips20_ma8,3,187.2518703241895,2970.0,0.0,3,187.2518703241895,2970.0,0.0,3,187.2518703241895,2970.0,0.0
401,9386,16,20,20,8,3,5,heatmap_np401_pos6664_sppcalc16_na9386_ips20_ma8,3,187.2518703241895,2970.0,0.0,3,187.2518703241895,2970.0,0.0,3,187.2518703241895,2970.0,0.0
229,9587,29,13,20,13,3,10,heatmap_np229_pos6749_sppcalc29_na9587_ips13_ma13,10,420.57227074235806,2946.0,0.0,3,544.2401746724893,2946.0,0.0,3,544.2401746724893,2946.0,0.0
229,9587,29,13,20,13,3,10,heatmap_np229_pos6749_sppcalc29_na9587_ips13_ma13,10,420.57227074235806,2946.0,0.0,3,544.2401746724893,2946.0,0.0,3,544.2401746724893,2946.0,0.0
594,68,15,9,20,23,3,20,heatmap_np594_pos9177_sppcalc15_na68_ips9_ma23,3,2.6329966329966323,0.0,8842.0,3,2.6329966329966323,0.0,8842.0,3,2.6329966329966323,0.0,8842.0
594,68,15,9,20,23,3,20,heatmap_np594_pos9177_sppcalc15_na68_ips9_ma23,3,2.6329966329966323,0.0,8842.0,3,2.6329966329966323,0.0,8842.0,3,2.6329966329966323,0.0,8842.0
481,2291,6,10,20,16,3,13,heatmap_np481_pos2895_sppcalc6_na2291_ips10_ma16,13,67.50467775467776,0.6,595.6,6,76.2079002079002,0.0,595.0,6,76.2079002079002,0.0,595.0
481,2291,6,10,20,16,3,13,heatmap_np481_pos2895_sppcalc6_na2291_ips10_ma16,13,67.50467775467776,0.6,595.6,6,76.2079002079002,0.0,595.0,6,76.2079002079002,0.0,595.0
550,3574,6,18,20,40,3,37,heatmap_np550_pos3315_sppcalc6_na3574_ips18_ma40,19,132.25909090909093,278.4,4.4,9,259.92727272727274,274.0,0.0,9,259.92727272727274,274.0,0.0
550,3574,6,18,20,40,3,37,heatmap_np550_pos3315_sppcalc6_na3574_ips18_ma40,19,132.25909090909093,278.4,4.4,9,259.92727272727274,274.0,0.0,9,259.92727272727274,274.0,0.0
399,6900,24,15,20,51,3,40,heatmap_np399_pos9619_sppcalc24_na6900_ips15_ma51,23,406.5874686716792,39.95,2715.95,4,881.9548872180452,0.0,2676.0,4,881.9548872180452,0.0,2676.0
399,6900,24,15,20,51,3,40,heatmap_np399_pos9619_sppcalc24_na6900_ips15_ma51,23,406.5874686716792,39.95,2715.95,4,881.9548872180452,0.0,2676.0,4,881.9548872180452,0.0,2676.0
602,16744,1,18,20,56,3,40,heatmap_np602_pos808_sppcalc1_na16744_ips18_ma56,3,83.44186046511626,16142.0,0.0,3,83.44186046511626,16142.0,0.0,3,83.44186046511626,16142.0,0.0
602,16744,1,18,20,56,3,40,heatmap_np602_pos808_sppcalc1_na16744_ips18_ma56,3,83.44186046511626,16142.0,0.0,3,83.44186046511626,16142.0,0.0,3,83.44186046511626,16142.0,0.0
39,9256,16,8,20,6,3,3,heatmap_np39_pos657_sppcalc16_na9256_ips8_ma6,3,712.0,8632.0,0.0,3,712.0,8632.0,0.0,3,712.0,8632.0,0.0
39,9256,16,8,20,6,3,3,heatmap_np39_pos657_sppcalc16_na9256_ips8_ma6,3,712.0,8632.0,0.0,3,712.0,8632.0,0.0,3,712.0,8632.0,0.0
623,15991,1,8,20,65,3,40,heatmap_np623_pos846_sppcalc1_na15991_ips8_ma65,3,77.0032102728732,15368.1,0.1,4,102.67094703049762,15368.0,0.0,4,102.67094703049762,15368.0,0.0
623,15991,1,8,20,65,3,40,heatmap_np623_pos846_sppcalc1_na15991_ips8_ma65,3,77.0032102728732,15368.1,0.1,4,102.67094703049762,15368.0,0.0,4,102.67094703049762,15368.0,0.0
632,12763,11,13,20,56,3,40,heatmap_np632_pos7079_sppcalc11_na12763_ips13_ma56,9,182.81764240506328,5811.0,0.0,3,1130.8987341772151,5811.0,0.0,3,1130.8987341772151,5811.0,0.0
632,12763,11,13,20,56,3,40,heatmap_np632_pos7079_sppcalc11_na12763_ips13_ma56,9,182.81764240506328,5811.0,0.0,3,1130.8987341772151,5811.0,0.0,3,1130.8987341772151,5811.0,0.0
326,11588,12,15,20,15,3,12,heatmap_np326_pos3970_sppcalc12_na11588_ips15_ma15,6,215.7489263803681,7676.0,0.0,3,533.1901840490797,7676.0,0.0,3,533.1901840490797,7676.0,0.0
326,11588,12,15,20,15,3,12,heatmap_np326_pos3970_sppcalc12_na11588_ips15_ma15,6,215.7489263803681,7676.0,0.0,3,533.1901840490797,7676.0,0.0,3,533.1901840490797,7676.0,0.0
366,8805,24,17,20,54,3,40,heatmap_np366_pos8926_sppcalc24_na8805_ips17_ma54,19,461.6534153005464,237.6,216.6,15,1293.364207650273,66.55,45.55,15,1293.364207650273,66.55,45.55
366,8805,24,17,20,54,3,40,heatmap_np366_pos8926_sppcalc24_na8805_ips17_ma54,19,461.6534153005464,237.6,216.6,15,1293.364207650273,66.55,45.55,15,1293.364207650273,66.55,45.55
23,5794,242,13,20,14,3,11,heatmap_np23_pos5567_sppcalc242_na5794_ips13_ma14,11,3084.7739130434784,228.0,0.0,3,3526.782608695651,228.0,0.0,3,3526.782608695651,228.0,0.0
23,5794,242,13,20,14,3,11,heatmap_np23_pos5567_sppcalc242_na5794_ips13_ma14,11,3084.7739130434784,228.0,0.0,3,3526.782608695651,228.0,0.0,3,3526.782608695651,228.0,0.0
313,15918,12,20,20,26,3,23,heatmap_np313_pos3967_sppcalc12_na15918_ips20_ma26,6,305.1373801916933,12162.0,0.0,3,1322.2619808306706,12162.0,0.0,3,1322.2619808306706,12162.0,0.0
313,15918,12,20,20,26,3,23,heatmap_np313_pos3967_sppcalc12_na15918_ips20_ma26,6,305.1373801916933,12162.0,0.0,3,1322.2619808306706,12162.0,0.0,3,1322.2619808306706,12162.0,0.0
346,4701,9,8,20,31,3,28,heatmap_np346_pos3250_sppcalc9_na4701_ips8_ma31,7,96.86141618497108,1587.85,0.85,4,416.5176300578035,1587.0,0.0,4,416.5176300578035,1587.0,0.0
346,4701,9,8,20,31,3,28,heatmap_np346_pos3250_sppcalc9_na4701_ips8_ma31,7,96.86141618497108,1587.85,0.85,4,416.5176300578035,1587.0,0.0,4,416.5176300578035,1587.0,0.0
219,12424,17,20,20,13,3,10,heatmap_np219_pos3772_sppcalc17_na12424_ips20_ma13,7,397.7408675799087,8701.0,0.0,3,737.4977168949772,8701.0,0.0,3,737.4977168949772,8701.0,0.0
219,12424,17,20,20,13,3,10,heatmap_np219_pos3772_sppcalc17_na12424_ips20_ma13,7,397.7408675799087,8701.0,0.0,3,737.4977168949772,8701.0,0.0,3,737.4977168949772,8701.0,0.0
416,5840,9,10,20,6,3,3,heatmap_np416_pos3935_sppcalc9_na5840_ips10_ma6,3,84.23076923076924,2096.0,0.0,3,84.23076923076924,2096.0,0.0,3,84.23076923076924,2096.0,0.0
416,5840,9,10,20,6,3,3,heatmap_np416_pos3935_sppcalc9_na5840_ips10_ma6,3,84.23076923076924,2096.0,0.0,3,84.23076923076924,2096.0,0.0,3,84.23076923076924,2096.0,0.0
50,15894,40,6,20,16,3,13,heatmap_np50_pos2025_sppcalc40_na15894_ips6_ma16,3,953.64,13894.0,0.0,3,953.64,13894.0,0.0,3,953.64,13894.0,0.0
50,15894,40,6,20,16,3,13,heatmap_np50_pos2025_sppcalc40_na15894_ips6_ma16,3,953.64,13894.0,0.0,3,953.64,13894.0,0.0,3,953.64,13894.0,0.0
579,14235,16,8,20,27,3,24,heatmap_np579_pos9598_sppcalc16_na14235_ips8_ma27,6,170.66416234887737,4971.0,0.0,3,663.8082901554405,4971.0,0.0,3,663.8082901554405,4971.0,0.0
579,14235,16,8,20,27,3,24,heatmap_np579_pos9598_sppcalc16_na14235_ips8_ma27,6,170.66416234887737,4971.0,0.0,3,663.8082901554405,4971.0,0.0,3,663.8082901554405,4971.0,0.0
485,13547,15,15,20,10,3,7,heatmap_np485_pos7446_sppcalc15_na13547_ips15_ma10,7,277.82020618556703,6272.0,0.0,3,279.3195876288661,6272.0,0.0,3,279.3195876288661,6272.0,0.0
485,13547,15,15,20,10,3,7,heatmap_np485_pos7446_sppcalc15_na13547_ips15_ma10,7,277.82020618556703,6272.0,0.0,3,279.3195876288661,6272.0,0.0,3,279.3195876288661,6272.0,0.0
46,2531,179,5,20,15,3,12,heatmap_np46_pos8271_sppcalc179_na2531_ips5_ma15,3,825.3260869565217,0.0,5703.0,3,825.3260869565217,0.0,5703.0,3,825.3260869565217,0.0,5703.0
46,2531,179,5,20,15,3,12,heatmap_np46_pos8271_sppcalc179_na2531_ips5_ma15,3,825.3260869565217,0.0,5703.0,3,825.3260869565217,0.0,5703.0,3,825.3260869565217,0.0,5703.0
132,3160,6,15,20,42,3,39,heatmap_np132_pos809_sppcalc6_na3160_ips15_ma42,5,120.03522727272728,2368.0,0.0,3,991.5560606060604,2368.0,0.0,3,991.5560606060604,2368.0,0.0
132,3160,6,15,20,42,3,39,heatmap_np132_pos809_sppcalc6_na3160_ips15_ma42,5,120.03522727272728,2368.0,0.0,3,991.5560606060604,2368.0,0.0,3,991.5560606060604,2368.0,0.0
580,10979,11,18,20,60,3,40,heatmap_np580_pos6772_sppcalc11_na10979_ips18_ma60,13,246.4712068965517,4599.0,0.0,3,1135.7586206896551,4599.0,0.0,3,1135.7586206896551,4599.0,0.0
580,10979,11,18,20,60,3,40,heatmap_np580_pos6772_sppcalc11_na10979_ips18_ma60,13,246.4712068965517,4599.0,0.0,3,1135.7586206896551,4599.0,0.0,3,1135.7586206896551,4599.0,0.0
433,8891,14,15,20,39,3,36,heatmap_np433_pos6119_sppcalc14_na8891_ips15_ma39,12,249.9284064665127,2829.0,0.0,4,800.8060046189378,2829.0,0.0,4,800.8060046189378,2829.0,0.0
433,8891,14,15,20,39,3,36,heatmap_np433_pos6119_sppcalc14_na8891_ips15_ma39,12,249.9284064665127,2829.0,0.0,4,800.8060046189378,2829.0,0.0,4,800.8060046189378,2829.0,0.0
776,1654,1,20,20,34,3,31,heatmap_np776_pos1250_sppcalc1_na1654_ips20_ma34,13,30.03518041237113,878.0,0.0,6,70.26501288659793,878.0,0.0,6,70.26501288659793,878.0,0.0
776,1654,1,20,20,34,3,31,heatmap_np776_pos1250_sppcalc1_na1654_ips20_ma34,13,30.03518041237113,878.0,0.0,6,70.26501288659793,878.0,0.0,6,70.26501288659793,878.0,0.0
195,16870,29,20,20,14,3,11,heatmap_np195_pos5738_sppcalc29_na16870_ips20_ma14,7,684.0223076923077,11215.0,0.0,3,1211.1794871794873,11215.0,0.0,3,1211.1794871794873,11215.0,0.0
195,16870,29,20,20,14,3,11,heatmap_np195_pos5738_sppcalc29_na16870_ips20_ma14,7,684.0223076923077,11215.0,0.0,3,1211.1794871794873,11215.0,0.0,3,1211.1794871794873,11215.0,0.0
256,16082,22,8,20,59,3,40,heatmap_np256_pos5814_sppcalc22_na16082_ips8_ma59,4,251.28125,10450.0,0.0,3,789.109375,10450.0,0.0,3,789.109375,10450.0,0.0
256,16082,22,8,20,59,3,40,heatmap_np256_pos5814_sppcalc22_na16082_ips8_ma59,4,251.28125,10450.0,0.0,3,789.109375,10450.0,0.0,3,789.109375,10450.0,0.0
282,6407,32,13,20,29,3,26,heatmap_np282_pos9282_sppcalc32_na6407_ips13_ma29,20,459.5725177304964,30.95,2647.95,4,658.8758865248226,0.0,2617.0,4,658.8758865248226,0.0,2617.0
282,6407,32,13,20,29,3,26,heatmap_np282_pos9282_sppcalc32_na6407_ips13_ma29,20,459.5725177304964,30.95,2647.95,4,658.8758865248226,0.0,2617.0,4,658.8758865248226,0.0,2617.0
614,7870,3,19,20,15,3,12,heatmap_np614_pos1998_sppcalc3_na7870_ips19_ma15,6,77.74291530944626,6028.0,0.0,3,191.78599348534203,6028.0,0.0,3,191.78599348534203,6028.0,0.0
614,7870,3,19,20,15,3,12,heatmap_np614_pos1998_sppcalc3_na7870_ips19_ma15,6,77.74291530944626,6028.0,0.0,3,191.78599348534203,6028.0,0.0,3,191.78599348534203,6028.0,0.0
84,3349,55,9,20,49,3,40,heatmap_np84_pos4652_sppcalc55_na3349_ips9_ma49,14,560.5315476190474,70.6,1341.6,4,1953.5833333333333,0.0,1271.0,4,1953.5833333333333,0.0,1271.0
84,3349,55,9,20,49,3,40,heatmap_np84_pos4652_sppcalc55_na3349_ips9_ma49,14,560.5315476190474,70.6,1341.6,4,1953.5833333333333,0.0,1271.0,4,1953.5833333333333,0.0,1271.0
788,5810,11,11,20,64,3,40,heatmap_np788_pos9368_sppcalc11_na5810_ips11_ma64,20,150.79251269035535,135.7,2993.7,4,471.8781725888326,0.0,2858.0,4,471.8781725888326,0.0,2858.0
788,5810,11,11,20,64,3,40,heatmap_np788_pos9368_sppcalc11_na5810_ips11_ma64,20,150.79251269035535,135.7,2993.7,4,471.8781725888326,0.0,2858.0,4,471.8781725888326,0.0,2858.0
413,4564,8,11,20,34,3,31,heatmap_np413_pos3583_sppcalc8_na4564_ips11_ma34,10,113.42469733656176,1260.05,0.05,4,375.728813559322,1260.0,0.0,4,375.728813559322,1260.0,0.0
413,4564,8,11,20,34,3,31,heatmap_np413_pos3583_sppcalc8_na4564_ips11_ma34,10,113.42469733656176,1260.05,0.05,4,375.728813559322,1260.0,0.0,4,375.728813559322,1260.0,0.0
713,4398,10,10,20,72,3,40,heatmap_np713_pos7636_sppcalc10_na4398_ips10_ma72,20,127.66542776998595,94.75,2826.75,4,444.1178120617112,0.0,2732.0,4,444.1178120617112,0.0,2732.0
713,4398,10,10,20,72,3,40,heatmap_np713_pos7636_sppcalc10_na4398_ips10_ma72,20,127.66542776998595,94.75,2826.75,4,444.1178120617112,0.0,2732.0,4,444.1178120617112,0.0,2732.0
339,10265,14,12,20,19,3,16,heatmap_np339_pos4892_sppcalc14_na10265_ips12_ma19,7,212.0705014749263,5519.0,0.0,3,575.3244837758114,5519.0,0.0,3,575.3244837758114,5519.0,0.0
339,10265,14,12,20,19,3,16,heatmap_np339_pos4892_sppcalc14_na10265_ips12_ma19,7,212.0705014749263,5519.0,0.0,3,575.3244837758114,5519.0,0.0,3,575.3244837758114,5519.0,0.0
623,727,3,13,20,55,3,40,heatmap_np623_pos2052_sppcalc3_na727_ips13_ma55,38,48.02423756019262,0.0,1142.0,4,64.18138041733548,0.0,1142.0,4,64.18138041733548,0.0,1142.0
623,727,3,13,20,55,3,40,heatmap_np623_pos2052_sppcalc3_na727_ips13_ma55,38,48.02423756019262,0.0,1142.0,4,64.18138041733548,0.0,1142.0,4,64.18138041733548,0.0,1142.0
40,2320,111,9,20,26,3,23,heatmap_np40_pos4476_sppcalc111_na2320_ips9_ma26,16,1047.205,0.0,2120.0,3,1508.0,0.0,2120.0,3,1508.0,0.0,2120.0
40,2320,111,9,20,26,3,23,heatmap_np40_pos4476_sppcalc111_na2320_ips9_ma26,16,1047.205,0.0,2120.0,3,1508.0,0.0,2120.0,3,1508.0,0.0,2120.0
667,5319,13,8,20,42,3,39,heatmap_np667_pos9173_sppcalc13_na5319_ips8_ma42,16,130.4203898050974,130.15,3482.15,4,334.9295352323837,0.0,3352.0,4,334.9295352323837,0.0,3352.0
667,5319,13,8,20,42,3,39,heatmap_np667_pos9173_sppcalc13_na5319_ips8_ma42,16,130.4203898050974,130.15,3482.15,4,334.9295352323837,0.0,3352.0,4,334.9295352323837,0.0,3352.0
677,4372,8,12,20,34,3,31,heatmap_np677_pos5714_sppcalc8_na4372_ips12_ma34,18,118.53057607090103,104.1,1148.1,5,219.5686853766618,0.0,1044.0,5,219.5686853766618,0.0,1044.0
677,4372,8,12,20,34,3,31,heatmap_np677_pos5714_sppcalc8_na4372_ips12_ma34,18,118.53057607090103,104.1,1148.1,5,219.5686853766618,0.0,1044.0,5,219.5686853766618,0.0,1044.0
332,15585,20,12,20,49,3,40,heatmap_np332_pos6659_sppcalc20_na15585_ips12_ma49,6,288.6644578313253,8945.0,0.0,3,2300.19578313253,8945.0,0.0,3,2300.19578313253,8945.0,0.0
332,15585,20,12,20,49,3,40,heatmap_np332_pos6659_sppcalc20_na15585_ips12_ma49,6,288.6644578313253,8945.0,0.0,3,2300.19578313253,8945.0,0.0,3,2300.19578313253,8945.0,0.0
482,5140,12,14,20,74,3,40,heatmap_np482_pos5995_sppcalc12_na5140_ips14_ma74,19,204.97074688796684,163.8,807.8,13,784.9417012448133,0.0,644.0,13,784.9417012448133,0.0,644.0
482,5140,12,14,20,74,3,40,heatmap_np482_pos5995_sppcalc12_na5140_ips14_ma74,19,204.97074688796684,163.8,807.8,13,784.9417012448133,0.0,644.0,13,784.9417012448133,0.0,644.0
460,2785,6,20,20,28,3,25,heatmap_np460_pos3055_sppcalc6_na2785_ips20_ma28,22,137.0304347826087,83.7,58.7,18,160.89891304347827,31.65,6.65,18,160.89891304347827,31.65,6.65
460,2785,6,20,20,28,3,25,heatmap_np460_pos3055_sppcalc6_na2785_ips20_ma28,22,137.0304347826087,83.7,58.7,18,160.89891304347827,31.65,6.65,18,160.89891304347827,31.65,6.65
766,17986,4,20,20,39,3,36,heatmap_np766_pos3707_sppcalc4_na17986_ips20_ma39,5,117.4537859007833,14922.0,0.0,3,799.7689947780678,14922.0,0.0,3,799.7689947780678,14922.0,0.0
766,17986,4,20,20,39,3,36,heatmap_np766_pos3707_sppcalc4_na17986_ips20_ma39,5,117.4537859007833,14922.0,0.0,3,799.7689947780678,14922.0,0.0,3,799.7689947780678,14922.0,0.0
241,16004,40,8,20,36,3,33,heatmap_np241_pos9814_sppcalc40_na16004_ips8_ma36,6,398.4398340248962,6364.0,0.0,3,2390.6390041493783,6364.0,0.0,3,2390.6390041493783,6364.0,0.0
241,16004,40,8,20,36,3,33,heatmap_np241_pos9814_sppcalc40_na16004_ips8_ma36,6,398.4398340248962,6364.0,0.0,3,2390.6390041493783,6364.0,0.0,3,2390.6390041493783,6364.0,0.0
725,8757,2,13,20,36,3,33,heatmap_np725_pos1678_sppcalc2_na8757_ips13_ma36,4,48.475448275862064,7307.0,0.0,3,49.40531034482758,7307.0,0.0,3,49.40531034482758,7307.0,0.0
725,8757,2,13,20,36,3,33,heatmap_np725_pos1678_sppcalc2_na8757_ips13_ma36,4,48.475448275862064,7307.0,0.0,3,49.40531034482758,7307.0,0.0,3,49.40531034482758,7307.0,0.0
571,12488,5,9,20,53,3,40,heatmap_np571_pos3398_sppcalc5_na12488_ips9_ma53,3,69.10210157618215,9633.0,0.0,3,69.10210157618215,9633.0,0.0,3,69.10210157618215,9633.0,0.0
571,12488,5,9,20,53,3,40,heatmap_np571_pos3398_sppcalc5_na12488_ips9_ma53,3,69.10210157618215,9633.0,0.0,3,69.10210157618215,9633.0,0.0,3,69.10210157618215,9633.0,0.0
282,6084,9,14,20,75,3,40,heatmap_np282_pos2602_sppcalc9_na6084_ips14_ma75,7,172.03014184397162,3546.0,0.0,3,1618.085106382979,3546.0,0.0,3,1618.085106382979,3546.0,0.0
282,6084,9,14,20,75,3,40,heatmap_np282_pos2602_sppcalc9_na6084_ips14_ma75,7,172.03014184397162,3546.0,0.0,3,1618.085106382979,3546.0,0.0,3,1618.085106382979,3546.0,0.0
727,5121,4,5,20,52,3,40,heatmap_np727_pos3141_sppcalc4_na5121_ips5_ma52,5,35.90873452544704,2227.0,14.0,4,42.337482806052265,2214.1,1.1,4,42.337482806052265,2214.1,1.1
727,5121,4,5,20,52,3,40,heatmap_np727_pos3141_sppcalc4_na5121_ips5_ma52,5,35.90873452544704,2227.0,14.0,4,42.337482806052265,2214.1,1.1,4,42.337482806052265,2214.1,1.1
166,14501,14,12,20,6,3,3,heatmap_np166_pos2394_sppcalc14_na14501_ips12_ma6,3,262.0662650602409,12177.0,0.0,3,262.0662650602409,12177.0,0.0,3,262.0662650602409,12177.0,0.0
166,14501,14,12,20,6,3,3,heatmap_np166_pos2394_sppcalc14_na14501_ips12_ma6,3,262.0662650602409,12177.0,0.0,3,262.0662650602409,12177.0,0.0,3,262.0662650602409,12177.0,0.0
637,1614,9,7,20,24,3,21,heatmap_np637_pos5917_sppcalc9_na1614_ips7_ma24,21,60.094976452119305,0.0,4119.0,3,60.81004709576138,0.0,4119.0,3,60.81004709576138,0.0,4119.0
637,1614,9,7,20,24,3,21,heatmap_np637_pos5917_sppcalc9_na1614_ips7_ma24,21,60.094976452119305,0.0,4119.0,3,60.81004709576138,0.0,4119.0,3,60.81004709576138,0.0,4119.0
617,2245,4,17,20,64,3,40,heatmap_np617_pos2556_sppcalc4_na2245_ips17_ma64,23,88.36110210696918,76.2,299.2,15,225.94748784440844,0.0,223.0,15,225.94748784440844,0.0,223.0
617,2245,4,17,20,64,3,40,heatmap_np617_pos2556_sppcalc4_na2245_ips17_ma64,23,88.36110210696918,76.2,299.2,15,225.94748784440844,0.0,223.0,15,225.94748784440844,0.0,223.0
544,6649,12,8,20,33,3,30,heatmap_np544_pos6842_sppcalc12_na6649_ips8_ma33,10,123.64301470588236,441.0,320.0,7,360.7487132352941,147.95,26.95,7,360.7487132352941,147.95,26.95
544,6649,12,8,20,33,3,30,heatmap_np544_pos6842_sppcalc12_na6649_ips8_ma33,10,123.64301470588236,441.0,320.0,7,360.7487132352941,147.95,26.95,7,360.7487132352941,147.95,26.95
367,17116,23,6,20,15,3,12,heatmap_np367_pos8789_sppcalc23_na17116_ips6_ma15,4,186.6167574931881,8675.0,0.0,3,377.5762942779291,8675.0,0.0,3,377.5762942779291,8675.0,0.0
367,17116,23,6,20,15,3,12,heatmap_np367_pos8789_sppcalc23_na17116_ips6_ma15,4,186.6167574931881,8675.0,0.0,3,377.5762942779291,8675.0,0.0,3,377.5762942779291,8675.0,0.0
239,12344,1,19,20,5,3,3,heatmap_np239_pos280_sppcalc1_na12344_ips19_ma5,3,154.9456066945607,12105.0,0.0,3,154.9456066945607,12105.0,0.0,3,154.9456066945607,12105.0,0.0
239,12344,1,19,20,5,3,3,heatmap_np239_pos280_sppcalc1_na12344_ips19_ma5,3,154.9456066945607,12105.0,0.0,3,154.9456066945607,12105.0,0.0,3,154.9456066945607,12105.0,0.0
605,8513,1,12,20,24,3,21,heatmap_np605_pos1181_sppcalc1_na8513_ips12_ma24,3,42.21322314049587,7908.0,0.0,3,42.21322314049587,7908.0,0.0,3,42.21322314049587,7908.0,0.0
605,8513,1,12,20,24,3,21,heatmap_np605_pos1181_sppcalc1_na8513_ips12_ma24,3,42.21322314049587,7908.0,0.0,3,42.21322314049587,7908.0,0.0,3,42.21322314049587,7908.0,0.0
449,239,4,13,20,63,3,40,heatmap_np449_pos2188_sppcalc4_na239_ips13_ma63,3,33.53452115812918,0.0,1557.0,3,33.53452115812918,0.0,1557.0,3,33.53452115812918,0.0,1557.0
449,239,4,13,20,63,3,40,heatmap_np449_pos2188_sppcalc4_na239_ips13_ma63,3,33.53452115812918,0.0,1557.0,3,33.53452115812918,0.0,1557.0,3,33.53452115812918,0.0,1557.0
