n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,spots_per_program,simulations_per_s,study_min_signal,applicants_per_position,minimum_unmatched,study_max_signal,result_file_prefix
167.0,4421.0,15565.0,20.0,42.0,26.0,20.0,3.0,3.520696674960416,11144.0,39.0,heatmap_np167_npos4421_napp15565_ips20_max_app42
159.0,5852.0,7020.0,7.0,53.0,36.0,20.0,3.0,1.1995898838004102,1168.0,40.0,heatmap_np159_npos5852_napp7020_ips7_max_app53
606.0,3259.0,15115.0,18.0,21.0,5.0,20.0,3.0,4.63792574409328,11856.0,18.0,heatmap_np606_npos3259_napp15115_ips18_max_app21
550.0,8162.0,2497.0,12.0,6.0,14.0,20.0,3.0,0.3059299191374663,0.0,4.0,heatmap_np550_npos8162_napp2497_ips12_max_app6
301.0,871.0,10557.0,13.0,36.0,2.0,20.0,3.0,12.120551090700344,9686.0,33.0,heatmap_np301_npos871_napp10557_ips13_max_app36
370.0,9892.0,16578.0,15.0,43.0,26.0,20.0,3.0,1.6758997169429841,6686.0,40.0,heatmap_np370_npos9892_napp16578_ips15_max_app43
418.0,2342.0,6658.0,10.0,13.0,5.0,20.0,3.0,2.842869342442357,4316.0,10.0,heatmap_np418_npos2342_napp6658_ips10_max_app13
733.0,7206.0,12043.0,20.0,27.0,9.0,20.0,3.0,1.6712461837357757,4837.0,24.0,heatmap_np733_npos7206_napp12043_ips20_max_app27
91.0,4949.0,2157.0,5.0,60.0,54.0,20.0,3.0,0.4358456253788644,0.0,40.0,heatmap_np91_npos4949_napp2157_ips5_max_app60
494.0,5240.0,17722.0,6.0,33.0,10.0,20.0,3.0,3.3820610687022903,12482.0,30.0,heatmap_np494_npos5240_napp17722_ips6_max_app33
344.0,2544.0,5168.0,19.0,8.0,7.0,20.0,3.0,2.0314465408805034,2624.0,5.0,heatmap_np344_npos2544_napp5168_ips19_max_app8
228.0,6716.0,3711.0,17.0,16.0,29.0,20.0,3.0,0.5525610482430018,0.0,13.0,heatmap_np228_npos6716_napp3711_ips17_max_app16
573.0,4269.0,9137.0,8.0,41.0,7.0,20.0,3.0,2.1403138908409463,4868.0,38.0,heatmap_np573_npos4269_napp9137_ips8_max_app41
677.0,9319.0,8194.0,14.0,55.0,13.0,20.0,3.0,0.8792788925850413,0.0,40.0,heatmap_np677_npos9319_napp8194_ips14_max_app55
135.0,1588.0,13585.0,11.0,32.0,11.0,20.0,3.0,8.55478589420655,11997.0,29.0,heatmap_np135_npos1588_napp13585_ips11_max_app32
111.0,8867.0,548.0,20.0,38.0,79.0,20.0,3.0,0.061802187887673395,0.0,35.0,heatmap_np111_npos8867_napp548_ips20_max_app38
653.0,1415.0,12577.0,5.0,7.0,2.0,20.0,3.0,8.88833922261484,11162.0,4.0,heatmap_np653_npos1415_napp12577_ips5_max_app7
598.0,6553.0,5036.0,15.0,19.0,10.0,20.0,3.0,0.768502975736304,0.0,16.0,heatmap_np598_npos6553_napp5036_ips15_max_app19
253.0,3808.0,17028.0,10.0,51.0,15.0,20.0,3.0,4.4716386554621845,13220.0,40.0,heatmap_np253_npos3808_napp17028_ips10_max_app51
319.0,5413.0,10129.0,12.0,58.0,16.0,20.0,3.0,1.8712359135414742,4716.0,40.0,heatmap_np319_npos5413_napp10129_ips12_max_app58
469.0,2995.0,4141.0,13.0,26.0,6.0,20.0,3.0,1.3826377295492487,1146.0,23.0,heatmap_np469_npos2995_napp4141_ips13_max_app26
784.0,8094.0,14559.0,7.0,15.0,10.0,20.0,3.0,1.7987398072646406,6465.0,12.0,heatmap_np784_npos8094_napp14559_ips7_max_app15
68.0,7038.0,15246.0,14.0,10.0,103.0,20.0,3.0,2.166240409207161,8208.0,7.0,heatmap_np68_npos7038_napp15246_ips14_max_app10
709.0,4493.0,7714.0,11.0,35.0,6.0,20.0,3.0,1.7168929445804584,3221.0,32.0,heatmap_np709_npos4493_napp7714_ips11_max_app35
443.0,9426.0,10707.0,17.0,47.0,21.0,20.0,3.0,1.1359007001909611,1281.0,40.0,heatmap_np443_npos9426_napp10707_ips17_max_app47
395.0,2183.0,3208.0,8.0,24.0,5.0,20.0,3.0,1.4695373339441136,1025.0,21.0,heatmap_np395_npos2183_napp3208_ips8_max_app24
275.0,8618.0,5683.0,6.0,30.0,31.0,20.0,3.0,0.6594337433279183,0.0,27.0,heatmap_np275_npos8618_napp5683_ips6_max_app30
524.0,1039.0,16166.0,19.0,54.0,1.0,20.0,3.0,15.559191530317612,15127.0,40.0,heatmap_np524_npos1039_napp16166_ips19_max_app54
629.0,6011.0,1164.0,9.0,43.0,9.0,20.0,3.0,0.19364498419564133,0.0,40.0,heatmap_np629_npos6011_napp1164_ips9_max_app43
183.0,3724.0,11613.0,16.0,17.0,20.0,20.0,3.0,3.1184210526315788,7889.0,14.0,heatmap_np183_npos3724_napp11613_ips16_max_app17
199.0,8287.0,17709.0,18.0,59.0,41.0,20.0,3.0,2.136961505973211,9422.0,40.0,heatmap_np199_npos8287_napp17709_ips18_max_app59
646.0,748.0,5541.0,7.0,29.0,1.0,20.0,3.0,7.407754010695188,4793.0,26.0,heatmap_np646_npos748_napp5541_ips7_max_app29
516.0,5680.0,13169.0,13.0,12.0,11.0,20.0,3.0,2.318485915492958,7489.0,9.0,heatmap_np516_npos5680_napp13169_ips13_max_app12
267.0,3434.0,1035.0,12.0,44.0,12.0,20.0,3.0,0.3013977868375073,0.0,40.0,heatmap_np267_npos3434_napp1035_ips12_max_app44
386.0,7370.0,8146.0,10.0,37.0,19.0,20.0,3.0,1.105291723202171,776.0,34.0,heatmap_np386_npos7370_napp8146_ips10_max_app37
433.0,4788.0,13993.0,15.0,5.0,11.0,20.0,3.0,2.922514619883041,9205.0,4.0,heatmap_np433_npos4788_napp13993_ips15_max_app5
723.0,9758.0,3627.0,5.0,22.0,13.0,20.0,3.0,0.3716950194712031,0.0,19.0,heatmap_np723_npos9758_napp3627_ips5_max_app22
82.0,2478.0,9440.0,20.0,52.0,30.0,20.0,3.0,3.8095238095238093,6962.0,40.0,heatmap_np82_npos2478_napp9440_ips20_max_app52
57.0,5121.0,2589.0,16.0,31.0,89.0,20.0,3.0,0.5055653192735794,0.0,28.0,heatmap_np57_npos5121_napp2589_ips16_max_app31
800.0,2666.0,10263.0,9.0,56.0,3.0,20.0,3.0,3.8495873968492123,7597.0,40.0,heatmap_np800_npos2666_napp10263_ips9_max_app56
460.0,7802.0,7077.0,19.0,40.0,16.0,20.0,3.0,0.907075108946424,0.0,37.0,heatmap_np460_npos7802_napp7077_ips19_max_app40
243.0,9161.0,12171.0,8.0,9.0,37.0,20.0,3.0,1.3285667503547647,3010.0,6.0,heatmap_np243_npos9161_napp12171_ips8_max_app9
588.0,1748.0,1827.0,17.0,33.0,2.0,20.0,3.0,1.0451945080091534,79.0,30.0,heatmap_np588_npos1748_napp1827_ips17_max_app33
668.0,6846.0,16600.0,11.0,50.0,10.0,20.0,3.0,2.4247735904177623,9754.0,40.0,heatmap_np668_npos6846_napp16600_ips11_max_app50
125.0,4141.0,6293.0,14.0,25.0,33.0,20.0,3.0,1.5196812364163246,2152.0,22.0,heatmap_np125_npos4141_napp6293_ips14_max_app25
151.0,6385.0,11255.0,5.0,46.0,42.0,20.0,3.0,1.7627251370399373,4870.0,40.0,heatmap_np151_npos6385_napp11255_ips5_max_app46
693.0,3978.0,3019.0,20.0,14.0,5.0,20.0,3.0,0.7589240824534942,0.0,11.0,heatmap_np693_npos3978_napp3019_ips20_max_app14
564.0,8987.0,15689.0,10.0,27.0,15.0,20.0,3.0,1.7457438522310003,6702.0,24.0,heatmap_np564_npos8987_napp15689_ips10_max_app27
219.0,1297.0,7490.0,15.0,57.0,5.0,20.0,3.0,5.7748650732459526,6193.0,40.0,heatmap_np219_npos1297_napp7490_ips15_max_app57
334.0,7965.0,1678.0,13.0,51.0,23.0,20.0,3.0,0.21067168863779034,0.0,40.0,heatmap_np334_npos7965_napp1678_ips13_max_app51
484.0,524.0,11459.0,12.0,20.0,1.0,20.0,3.0,21.86832061068702,10935.0,17.0,heatmap_np484_npos524_napp11459_ips12_max_app20
775.0,5572.0,6162.0,18.0,7.0,7.0,20.0,3.0,1.105886575735822,590.0,4.0,heatmap_np775_npos5572_napp6162_ips18_max_app7
108.0,9599.0,4566.0,11.0,18.0,88.0,20.0,3.0,0.47567454943223253,0.0,15.0,heatmap_np108_npos9599_napp4566_ips11_max_app18
749.0,2012.0,17296.0,14.0,42.0,2.0,20.0,3.0,8.596421471172961,15284.0,39.0,heatmap_np749_npos2012_napp17296_ips14_max_app42
409.0,6914.0,43.0,8.0,55.0,16.0,20.0,3.0,0.006219265258894996,0.0,40.0,heatmap_np409_npos6914_napp43_ips8_max_app55
361.0,4619.0,12739.0,17.0,29.0,12.0,20.0,3.0,2.7579562675903877,8120.0,26.0,heatmap_np361_npos4619_napp12739_ips17_max_app29
291.0,6146.0,14125.0,19.0,23.0,21.0,20.0,3.0,2.298242759518386,7979.0,20.0,heatmap_np291_npos6146_napp14125_ips19_max_app23
540.0,3592.0,8840.0,6.0,48.0,6.0,20.0,3.0,2.461024498886414,5248.0,40.0,heatmap_np540_npos3592_napp8840_ips6_max_app48
620.0,8455.0,9589.0,16.0,34.0,13.0,20.0,3.0,1.134121821407451,1134.0,31.0,heatmap_np620_npos8455_napp9589_ips16_max_app34
174.0,1205.0,4338.0,9.0,11.0,6.0,20.0,3.0,3.6,3133.0,8.0,heatmap_np174_npos1205_napp4338_ips9_max_app11
176.0,8469.0,5529.0,20.0,21.0,48.0,20.0,3.0,0.6528515763372299,0.0,18.0,heatmap_np176_npos8469_napp5529_ips20_max_app21
620.0,1188.0,17663.0,5.0,52.0,1.0,20.0,3.0,14.867845117845118,16475.0,40.0,heatmap_np620_npos1188_napp17663_ips5_max_app52
539.0,6159.0,1046.0,15.0,37.0,11.0,20.0,3.0,0.16983276505926287,0.0,34.0,heatmap_np539_npos6159_napp1046_ips15_max_app37
293.0,3577.0,13215.0,10.0,5.0,12.0,20.0,3.0,3.6944366787811016,9638.0,4.0,heatmap_np293_npos3577_napp13215_ips10_max_app5
359.0,6888.0,13934.0,12.0,12.0,19.0,20.0,3.0,2.022938443670151,7046.0,9.0,heatmap_np359_npos6888_napp13934_ips12_max_app12
410.0,4643.0,8122.0,13.0,44.0,11.0,20.0,3.0,1.7493000215377987,3479.0,40.0,heatmap_np410_npos4643_napp8122_ips13_max_app44
750.0,9574.0,9499.0,7.0,59.0,12.0,20.0,3.0,0.9921662836849802,0.0,40.0,heatmap_np750_npos9574_napp9499_ips7_max_app59
105.0,2035.0,3651.0,18.0,29.0,19.0,20.0,3.0,1.7941031941031942,1616.0,26.0,heatmap_np105_npos2035_napp3651_ips18_max_app29
774.0,2852.0,2582.0,11.0,24.0,3.0,20.0,3.0,0.9053295932678822,0.0,21.0,heatmap_np774_npos2852_napp2582_ips11_max_app24
483.0,7950.0,14756.0,17.0,10.0,16.0,20.0,3.0,1.8561006289308175,6806.0,7.0,heatmap_np483_npos7950_napp14756_ips17_max_app10
336.0,537.0,7084.0,8.0,33.0,1.0,20.0,3.0,13.191806331471136,6547.0,30.0,heatmap_np336_npos537_napp7084_ips8_max_app33
217.0,9011.0,1799.0,6.0,40.0,41.0,20.0,3.0,0.1996448784818555,0.0,37.0,heatmap_np217_npos9011_napp1799_ips6_max_app40
565.0,1271.0,12107.0,19.0,16.0,2.0,20.0,3.0,9.525570416994492,10836.0,13.0,heatmap_np565_npos1271_napp12107_ips19_max_app16
694.0,6408.0,6322.0,9.0,32.0,9.0,20.0,3.0,0.9865792759051186,0.0,29.0,heatmap_np694_npos6408_napp6322_ips9_max_app32
149.0,3952.0,16664.0,16.0,57.0,26.0,20.0,3.0,4.216599190283401,12712.0,40.0,heatmap_np149_npos3952_napp16664_ips16_max_app57
125.0,6859.0,2995.0,7.0,7.0,54.0,20.0,3.0,0.4366525732614084,0.0,4.0,heatmap_np125_npos6859_napp2995_ips7_max_app7
670.0,4125.0,11196.0,18.0,39.0,6.0,20.0,3.0,2.7141818181818183,7071.0,36.0,heatmap_np670_npos4125_napp11196_ips18_max_app39
590.0,9174.0,7514.0,12.0,50.0,15.0,20.0,3.0,0.8190538478308262,0.0,40.0,heatmap_np590_npos9174_napp7514_ips12_max_app50
242.0,1733.0,15749.0,13.0,20.0,7.0,20.0,3.0,9.087709174841315,14016.0,17.0,heatmap_np242_npos1733_napp15749_ips13_max_app20
311.0,7776.0,11413.0,15.0,27.0,25.0,20.0,3.0,1.4677211934156378,3637.0,24.0,heatmap_np311_npos7776_napp11413_ips15_max_app27
798.0,5096.0,15953.0,20.0,46.0,6.0,20.0,3.0,3.1304945054945055,10857.0,40.0,heatmap_np798_npos5096_napp15953_ips20_max_app46
58.0,2688.0,6173.0,5.0,14.0,46.0,20.0,3.0,2.2965029761904763,3485.0,11.0,heatmap_np58_npos2688_napp6173_ips5_max_app14
82.0,9742.0,17233.0,9.0,35.0,118.0,20.0,3.0,1.7689386163005543,7491.0,32.0,heatmap_np82_npos9742_napp17233_ips9_max_app35
726.0,2491.0,4538.0,16.0,11.0,3.0,20.0,3.0,1.8217583299879567,2047.0,8.0,heatmap_np726_npos2491_napp4538_ips16_max_app11
436.0,7355.0,12802.0,6.0,22.0,16.0,20.0,3.0,1.7405846363018356,5447.0,19.0,heatmap_np436_npos7355_napp12802_ips6_max_app22
385.0,4801.0,71.0,19.0,48.0,12.0,20.0,3.0,0.014788585711310144,0.0,40.0,heatmap_np385_npos4801_napp71_ips19_max_app48
268.0,5703.0,8833.0,17.0,55.0,21.0,20.0,3.0,1.5488339470454147,3130.0,40.0,heatmap_np268_npos5703_napp8833_ips17_max_app55
513.0,3408.0,14083.0,8.0,30.0,6.0,20.0,3.0,4.132335680751174,10675.0,27.0,heatmap_np513_npos3408_napp14083_ips8_max_app30
643.0,8310.0,4345.0,14.0,18.0,12.0,20.0,3.0,0.5228640192539109,0.0,15.0,heatmap_np643_npos8310_napp4345_ips14_max_app18
200.0,723.0,9631.0,11.0,41.0,3.0,20.0,3.0,13.320885200553251,8908.0,38.0,heatmap_np200_npos723_napp9631_ips11_max_app41
186.0,5997.0,15051.0,5.0,28.0,32.0,20.0,3.0,2.5097548774387195,9054.0,25.0,heatmap_np186_npos5997_napp15051_ips5_max_app28
629.0,3741.0,6991.0,20.0,60.0,5.0,20.0,3.0,1.8687516706762897,3250.0,40.0,heatmap_np629_npos3741_napp6991_ips20_max_app60
523.0,8605.0,10621.0,10.0,43.0,16.0,20.0,3.0,1.2342823939570018,2016.0,40.0,heatmap_np523_npos8605_napp10621_ips10_max_app43
278.0,1055.0,2525.0,15.0,13.0,3.0,20.0,3.0,2.3933649289099526,1470.0,10.0,heatmap_np278_npos1055_napp2525_ips15_max_app13
393.0,9452.0,6651.0,13.0,6.0,24.0,20.0,3.0,0.7036606009310199,0.0,4.0,heatmap_np393_npos9452_napp6651_ips13_max_app6
444.0,2160.0,16537.0,12.0,37.0,4.0,20.0,3.0,7.656018518518518,14377.0,34.0,heatmap_np444_npos2160_napp16537_ips12_max_app37
709.0,7063.0,2163.0,18.0,53.0,9.0,20.0,3.0,0.3062438057482656,0.0,40.0,heatmap_np709_npos7063_napp2163_ips18_max_app53
65.0,4470.0,12085.0,7.0,21.0,68.0,20.0,3.0,2.703579418344519,7615.0,18.0,heatmap_np65_npos4470_napp12085_ips7_max_app21
468.0,5429.0,5191.0,8.0,15.0,11.0,20.0,3.0,0.9561613556824461,0.0,12.0,heatmap_np468_npos5429_napp5191_ips8_max_app15
321.0,2982.0,17781.0,17.0,40.0,9.0,20.0,3.0,5.962776659959759,14799.0,37.0,heatmap_np321_npos2982_napp17781_ips17_max_app40
251.0,6529.0,9091.0,19.0,34.0,26.0,20.0,3.0,1.3924031245213662,2562.0,31.0,heatmap_np251_npos6529_napp9091_ips19_max_app34
599.0,3833.0,3699.0,6.0,9.0,6.0,20.0,3.0,0.9650404382989826,0.0,6.0,heatmap_np599_npos3833_napp3699_ips6_max_app9
654.0,8844.0,13631.0,16.0,25.0,13.0,20.0,3.0,1.5412709181365898,4787.0,22.0,heatmap_np654_npos8844_napp13631_ips16_max_app25
108.0,1440.0,8206.0,9.0,48.0,13.0,20.0,3.0,5.698611111111111,6766.0,40.0,heatmap_np108_npos1440_napp8206_ips9_max_app48
134.0,9305.0,12535.0,18.0,14.0,69.0,20.0,3.0,1.3471252015045674,3230.0,11.0,heatmap_np134_npos9305_napp12535_ips18_max_app14
679.0,1604.0,541.0,7.0,45.0,2.0,20.0,3.0,0.33728179551122195,0.0,40.0,heatmap_np679_npos1604_napp541_ips7_max_app45
575.0,6703.0,17070.0,13.0,58.0,11.0,20.0,3.0,2.5466209160077575,10367.0,40.0,heatmap_np575_npos6703_napp17070_ips13_max_app58
227.0,4284.0,5043.0,12.0,26.0,18.0,20.0,3.0,1.177170868347339,759.0,23.0,heatmap_np227_npos4284_napp5043_ips12_max_app26
345.0,5266.0,4112.0,10.0,19.0,15.0,20.0,3.0,0.780858336498291,0.0,16.0,heatmap_np345_npos5266_napp4112_ips10_max_app19
492.0,2521.0,10066.0,15.0,51.0,5.0,20.0,3.0,3.9928599761999206,7545.0,40.0,heatmap_np492_npos2521_napp10066_ips15_max_app51
758.0,7658.0,8635.0,5.0,38.0,10.0,20.0,3.0,1.1275790023504833,977.0,35.0,heatmap_np758_npos7658_napp8635_ips5_max_app38
18.0,206.0,14623.0,20.0,8.0,11.0,20.0,3.0,70.98543689320388,14417.0,5.0,heatmap_np18_npos206_napp14623_ips20_max_app8
91.0,7222.0,7703.0,16.0,42.0,79.0,20.0,3.0,1.0666020492938244,481.0,39.0,heatmap_np91_npos7222_napp7703_ips16_max_app42
735.0,4936.0,15200.0,9.0,17.0,6.0,20.0,3.0,3.079416531604538,10264.0,14.0,heatmap_np735_npos4936_napp15200_ips9_max_app17
420.0,9907.0,3219.0,19.0,31.0,23.0,20.0,3.0,0.32492177248410214,0.0,28.0,heatmap_np420_npos9907_napp3219_ips19_max_app31
369.0,2328.0,10752.0,6.0,54.0,6.0,20.0,3.0,4.618556701030927,8424.0,40.0,heatmap_np369_npos2328_napp10752_ips6_max_app54
302.0,8139.0,16106.0,8.0,47.0,26.0,20.0,3.0,1.9788671827005775,7967.0,40.0,heatmap_np302_npos8139_napp16106_ips8_max_app47
547.0,897.0,5659.0,17.0,23.0,1.0,20.0,3.0,6.308807134894091,4762.0,20.0,heatmap_np547_npos897_napp5659_ips17_max_app23
603.0,5829.0,11672.0,11.0,10.0,9.0,20.0,3.0,2.0024017841825357,5843.0,7.0,heatmap_np603_npos5829_napp11672_ips11_max_app10
160.0,3284.0,1189.0,14.0,36.0,20.0,20.0,3.0,0.3620584652862363,0.0,33.0,heatmap_np160_npos3284_napp1189_ips14_max_app36
165.0,7165.0,12267.0,9.0,60.0,43.0,20.0,3.0,1.712072575017446,5102.0,40.0,heatmap_np165_npos7165_napp12267_ips9_max_app60
611.0,4444.0,1925.0,16.0,28.0,7.0,20.0,3.0,0.43316831683168316,0.0,25.0,heatmap_np611_npos4444_napp1925_ips16_max_app28
543.0,9455.0,16785.0,6.0,13.0,17.0,20.0,3.0,1.775251189846642,7330.0,10.0,heatmap_np543_npos9455_napp16785_ips6_max_app13
294.0,2076.0,6477.0,19.0,44.0,7.0,20.0,3.0,3.1199421965317917,4401.0,40.0,heatmap_np294_npos2076_napp6477_ips19_max_app44
377.0,8745.0,2703.0,17.0,36.0,23.0,20.0,3.0,0.3090909090909091,0.0,33.0,heatmap_np377_npos8745_napp2703_ips17_max_app36
425.0,991.0,10377.0,8.0,6.0,2.0,20.0,3.0,10.471241170534814,9386.0,4.0,heatmap_np425_npos991_napp10377_ips8_max_app6
727.0,6040.0,7244.0,14.0,21.0,8.0,20.0,3.0,1.1993377483443708,1204.0,18.0,heatmap_np727_npos6040_napp7244_ips14_max_app21
86.0,3617.0,14882.0,11.0,53.0,42.0,20.0,3.0,4.11445949682057,11265.0,40.0,heatmap_np86_npos3617_napp14882_ips11_max_app53
753.0,1542.0,13809.0,18.0,55.0,2.0,20.0,3.0,8.955252918287938,12267.0,40.0,heatmap_np753_npos1542_napp13809_ips18_max_app55
499.0,6445.0,3531.0,12.0,41.0,12.0,20.0,3.0,0.547866563227308,0.0,38.0,heatmap_np499_npos6445_napp3531_ips12_max_app41
349.0,3837.0,9343.0,13.0,16.0,10.0,20.0,3.0,2.4349752410737557,5506.0,13.0,heatmap_np349_npos3837_napp9343_ips13_max_app16
223.0,5365.0,17543.0,15.0,8.0,24.0,20.0,3.0,3.269897483690587,12178.0,5.0,heatmap_np223_npos5365_napp17543_ips15_max_app8
567.0,3122.0,5373.0,10.0,34.0,5.0,20.0,3.0,1.7210121716848175,2251.0,31.0,heatmap_np567_npos3122_napp5373_ips10_max_app34
684.0,7987.0,13054.0,20.0,49.0,11.0,20.0,3.0,1.634405909603105,5067.0,40.0,heatmap_np684_npos7987_napp13054_ips20_max_app49
142.0,422.0,921.0,5.0,25.0,2.0,20.0,3.0,2.1824644549763033,499.0,22.0,heatmap_np142_npos422_napp921_ips5_max_app25
116.0,7506.0,14239.0,14.0,45.0,64.0,20.0,3.0,1.897015720756728,6733.0,40.0,heatmap_np116_npos7506_napp14239_ips14_max_app45
591.0,5211.0,9755.0,17.0,26.0,8.0,20.0,3.0,1.8720015352139705,4544.0,23.0,heatmap_np591_npos5211_napp9755_ips17_max_app26
246.0,2652.0,4506.0,8.0,58.0,10.0,20.0,3.0,1.6990950226244343,1854.0,40.0,heatmap_np246_npos2652_napp4506_ips8_max_app58
326.0,6589.0,4662.0,6.0,52.0,20.0,20.0,3.0,0.7075428744877826,0.0,40.0,heatmap_np326_npos6589_napp4662_ips6_max_app52
476.0,4317.0,17393.0,19.0,19.0,9.0,20.0,3.0,4.028955293027566,13076.0,16.0,heatmap_np476_npos4317_napp17393_ips19_max_app19
779.0,9289.0,228.0,9.0,8.0,11.0,20.0,3.0,0.024545160943050922,0.0,5.0,heatmap_np779_npos9289_napp228_ips9_max_app8
61.0,5901.0,1512.0,20.0,18.0,96.0,20.0,3.0,0.25622775800711745,0.0,15.0,heatmap_np61_npos5901_napp1512_ips20_max_app18
702.0,3132.0,11292.0,5.0,43.0,4.0,20.0,3.0,3.6053639846743293,8160.0,40.0,heatmap_np702_npos3132_napp11292_ips5_max_app43
449.0,8270.0,6047.0,15.0,54.0,18.0,20.0,3.0,0.7311970979443773,0.0,40.0,heatmap_np449_npos8270_napp6047_ips15_max_app54
401.0,841.0,15793.0,10.0,30.0,2.0,20.0,3.0,18.77883472057075,14952.0,27.0,heatmap_np401_npos841_napp15793_ips10_max_app30
270.0,9941.0,11070.0,12.0,24.0,36.0,20.0,3.0,1.113570063373906,1129.0,21.0,heatmap_np270_npos9941_napp11070_ips12_max_app24
519.0,2215.0,2836.0,13.0,47.0,4.0,20.0,3.0,1.2803611738148983,621.0,40.0,heatmap_np519_npos2215_napp2836_ips13_max_app47
637.0,7313.0,15593.0,7.0,35.0,11.0,20.0,3.0,2.1322302748530015,8280.0,32.0,heatmap_np637_npos7313_napp15593_ips7_max_app35
190.0,4920.0,7392.0,18.0,10.0,25.0,20.0,3.0,1.502439024390244,2472.0,7.0,heatmap_np190_npos4920_napp7392_ips18_max_app10
205.0,9648.0,3825.0,16.0,52.0,47.0,20.0,3.0,0.396455223880597,0.0,40.0,heatmap_np205_npos9648_napp3825_ips16_max_app52
651.0,1885.0,9251.0,9.0,22.0,2.0,20.0,3.0,4.907692307692308,7366.0,19.0,heatmap_np651_npos1885_napp9251_ips9_max_app22
509.0,7021.0,8361.0,19.0,5.0,13.0,20.0,3.0,1.1908560034183164,1340.0,4.0,heatmap_np509_npos7021_napp8361_ips19_max_app5
260.0,4590.0,13752.0,6.0,37.0,17.0,20.0,3.0,2.996078431372549,9162.0,34.0,heatmap_np260_npos4590_napp13752_ips6_max_app37
392.0,6195.0,13383.0,8.0,44.0,15.0,20.0,3.0,2.1602905569007262,7188.0,40.0,heatmap_np392_npos6195_napp13383_ips8_max_app44
441.0,3465.0,794.0,17.0,12.0,7.0,20.0,3.0,0.22914862914862916,0.0,9.0,heatmap_np441_npos3465_napp794_ips17_max_app12
718.0,8563.0,17907.0,11.0,28.0,11.0,20.0,3.0,2.0912063529136984,9344.0,25.0,heatmap_np718_npos8563_napp17907_ips11_max_app28
77.0,1175.0,5351.0,14.0,59.0,15.0,20.0,3.0,4.554042553191489,4176.0,40.0,heatmap_np77_npos1175_napp5351_ips14_max_app59
50.0,6258.0,16412.0,18.0,24.0,125.0,20.0,3.0,2.6225631192074146,10154.0,21.0,heatmap_np50_npos6258_napp16412_ips18_max_app24
793.0,4026.0,6490.0,7.0,50.0,5.0,20.0,3.0,1.6120218579234973,2464.0,40.0,heatmap_np793_npos4026_napp6490_ips7_max_app50
465.0,8958.0,11928.0,13.0,33.0,19.0,20.0,3.0,1.3315472203616878,2970.0,30.0,heatmap_np465_npos8958_napp11928_ips13_max_app33
315.0,1404.0,2043.0,12.0,9.0,4.0,20.0,3.0,1.455128205128205,639.0,6.0,heatmap_np315_npos1404_napp2043_ips12_max_app9
238.0,7838.0,6835.0,10.0,17.0,32.0,20.0,3.0,0.8720336820617505,0.0,14.0,heatmap_np238_npos7838_napp6835_ips10_max_app17
675.0,5543.0,2401.0,5.0,56.0,8.0,20.0,3.0,0.43315893920259785,0.0,40.0,heatmap_np675_npos5543_napp2401_ips5_max_app56
132.0,2946.0,10460.0,20.0,31.0,22.0,20.0,3.0,3.5505770536320433,7514.0,28.0,heatmap_np132_npos2946_napp10460_ips20_max_app31
157.0,5072.0,5780.0,11.0,39.0,32.0,20.0,3.0,1.139589905362776,708.0,36.0,heatmap_np157_npos5072_napp5780_ips11_max_app39
699.0,2793.0,16263.0,14.0,7.0,3.0,20.0,3.0,5.822771213748657,13470.0,4.0,heatmap_np699_npos2793_napp16263_ips14_max_app7
557.0,7695.0,1349.0,8.0,20.0,13.0,20.0,3.0,0.17530864197530865,0.0,17.0,heatmap_np557_npos7695_napp1349_ips8_max_app20
341.0,9112.0,15361.0,19.0,57.0,26.0,20.0,3.0,1.6857989464442493,6249.0,40.0,heatmap_np341_npos9112_napp15361_ips19_max_app57
491.0,1875.0,7827.0,6.0,27.0,3.0,20.0,3.0,4.1744,5952.0,24.0,heatmap_np491_npos1875_napp7827_ips6_max_app27
769.0,6738.0,10873.0,16.0,14.0,8.0,20.0,3.0,1.6136835856337193,4135.0,11.0,heatmap_np769_npos6738_napp10873_ips16_max_app14
101.0,8414.0,9944.0,5.0,11.0,83.0,20.0,3.0,1.1818397908248157,1530.0,8.0,heatmap_np101_npos8414_napp9944_ips5_max_app11
415.0,5709.0,14463.0,10.0,48.0,13.0,20.0,3.0,2.533368365738308,8754.0,40.0,heatmap_np415_npos5709_napp14463_ips10_max_app48
367.0,3327.0,8510.0,15.0,23.0,9.0,20.0,3.0,2.5578599338743615,5183.0,20.0,heatmap_np367_npos3327_napp8510_ips15_max_app23
286.0,7497.0,381.0,13.0,29.0,26.0,20.0,3.0,0.0508203281312525,0.0,26.0,heatmap_np286_npos7497_napp381_ips13_max_app29
534.0,4739.0,12409.0,12.0,54.0,8.0,20.0,3.0,2.6184849124287823,7670.0,40.0,heatmap_np534_npos4739_napp12409_ips12_max_app54
627.0,9787.0,4921.0,18.0,42.0,15.0,20.0,3.0,0.5028098498007562,0.0,39.0,heatmap_np627_npos9787_napp4921_ips18_max_app42
181.0,2370.0,16915.0,7.0,18.0,13.0,20.0,3.0,7.137130801687764,14545.0,15.0,heatmap_np181_npos2370_napp16915_ips7_max_app18
179.0,5453.0,276.0,17.0,44.0,30.0,20.0,3.0,0.05061434072987346,0.0,40.0,heatmap_np179_npos5453_napp276_ips17_max_app44
