Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,3803.0,2448.0,2450.0,2436.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2438.0,2447.0,2456.0,2508.0,2561.0,2659.0,2792.0,2908.0,3011.0,3187.0,3282.0,3375.0,3538.0
unmatched_applicants,3847.0,2445.0,2450.0,2438.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2436.0,2441.0,2462.0,2499.0,2564.0,2665.0,2801.0,2940.0,3070.0,3140.0,3289.0,3385.0,3535.0
unmatched_applicants,3835.0,2445.0,2438.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2436.0,2464.0,2489.0,2597.0,2668.0,2823.0,2906.0,3002.0,3178.0,3277.0,3410.0,3510.0
unmatched_applicants,3827.0,2450.0,2435.0,2439.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2444.0,2448.0,2509.0,2598.0,2686.0,2799.0,2910.0,2988.0,3164.0,3282.0,3383.0,3526.0
unmatched_applicants,3832.0,2454.0,2442.0,2439.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2444.0,2473.0,2509.0,2573.0,2677.0,2767.0,2921.0,2998.0,3181.0,3254.0,3414.0,3551.0
unmatched_applicants,3829.0,2443.0,2446.0,2440.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2436.0,2446.0,2468.0,2542.0,2571.0,2685.0,2809.0,2921.0,3037.0,3140.0,3270.0,3407.0,3509.0
unmatched_applicants,3832.0,2451.0,2441.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2445.0,2454.0,2492.0,2595.0,2674.0,2785.0,2919.0,3064.0,3146.0,3298.0,3406.0,3555.0
unmatched_applicants,3830.0,2448.0,2448.0,2443.0,2435.0,2435.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2438.0,2435.0,2445.0,2480.0,2527.0,2608.0,2675.0,2786.0,2931.0,3045.0,3177.0,3302.0,3382.0,3524.0
unmatched_applicants,3810.0,2446.0,2447.0,2443.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2437.0,2443.0,2458.0,2509.0,2567.0,2664.0,2813.0,2953.0,3026.0,3162.0,3267.0,3439.0,3514.0
unmatched_applicants,3826.0,2445.0,2451.0,2439.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2440.0,2478.0,2516.0,2606.0,2669.0,2742.0,2901.0,3066.0,3156.0,3262.0,3361.0,3503.0
unfilled_spots,1368.0,13.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,21.0,73.0,126.0,224.0,357.0,473.0,576.0,752.0,847.0,940.0,1103.0
unfilled_spots,1412.0,10.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,27.0,64.0,129.0,230.0,366.0,505.0,635.0,705.0,854.0,950.0,1100.0
unfilled_spots,1400.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,54.0,162.0,233.0,388.0,471.0,567.0,743.0,842.0,975.0,1075.0
unfilled_spots,1392.0,15.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,74.0,163.0,251.0,364.0,475.0,553.0,729.0,847.0,948.0,1091.0
unfilled_spots,1397.0,19.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,74.0,138.0,242.0,332.0,486.0,563.0,746.0,819.0,979.0,1116.0
unfilled_spots,1394.0,8.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,33.0,107.0,136.0,250.0,374.0,486.0,602.0,705.0,835.0,972.0,1074.0
unfilled_spots,1397.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,57.0,160.0,239.0,350.0,484.0,629.0,711.0,863.0,971.0,1120.0
