Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,343.0,217.0,214.0,214.0,214.0,214.0,216.0,220.0,224.0,240.0,235.0,243.0,251.0,264.0,268.0,276.0,283.0,292.0,294.0,296.0,301.0,301.0,304.0,310.0,318.0,316.0,320.0,323.0,319.0,328.0,330.0,333.0,334.0,335.0,337.0,337.0
unmatched_applicants,344.0,216.0,214.0,214.0,214.0,214.0,214.0,221.0,230.0,237.0,234.0,253.0,259.0,268.0,268.0,273.0,283.0,295.0,292.0,298.0,303.0,306.0,304.0,309.0,319.0,316.0,321.0,326.0,326.0,327.0,331.0,332.0,332.0,337.0,334.0,340.0
unmatched_applicants,342.0,214.0,215.0,214.0,214.0,214.0,218.0,224.0,226.0,236.0,241.0,250.0,259.0,264.0,271.0,275.0,279.0,291.0,292.0,294.0,298.0,308.0,306.0,310.0,314.0,318.0,323.0,325.0,326.0,330.0,331.0,331.0,335.0,338.0,337.0,336.0
unmatched_applicants,344.0,216.0,214.0,215.0,214.0,214.0,217.0,219.0,223.0,232.0,239.0,252.0,261.0,263.0,269.0,281.0,282.0,283.0,287.0,296.0,297.0,305.0,309.0,308.0,318.0,318.0,322.0,322.0,321.0,329.0,330.0,330.0,333.0,336.0,338.0,340.0
unmatched_applicants,341.0,215.0,214.0,214.0,214.0,214.0,216.0,216.0,225.0,232.0,237.0,250.0,256.0,267.0,273.0,274.0,282.0,286.0,292.0,296.0,301.0,307.0,311.0,316.0,314.0,317.0,320.0,324.0,325.0,319.0,326.0,329.0,335.0,338.0,335.0,341.0
unmatched_applicants,343.0,216.0,214.0,214.0,214.0,214.0,216.0,219.0,226.0,236.0,248.0,249.0,260.0,264.0,273.0,273.0,285.0,286.0,290.0,297.0,306.0,304.0,309.0,311.0,316.0,317.0,322.0,322.0,325.0,324.0,326.0,328.0,335.0,336.0,341.0,337.0
unmatched_applicants,343.0,214.0,214.0,214.0,214.0,214.0,217.0,218.0,222.0,234.0,242.0,252.0,252.0,267.0,270.0,280.0,285.0,289.0,291.0,294.0,299.0,309.0,303.0,313.0,313.0,317.0,325.0,323.0,326.0,331.0,326.0,327.0,333.0,333.0,338.0,338.0
unmatched_applicants,341.0,219.0,214.0,214.0,214.0,214.0,216.0,222.0,225.0,234.0,240.0,245.0,257.0,266.0,271.0,277.0,284.0,289.0,298.0,300.0,303.0,304.0,308.0,311.0,322.0,318.0,324.0,320.0,326.0,330.0,327.0,332.0,334.0,335.0,337.0,337.0
unmatched_applicants,344.0,216.0,215.0,214.0,214.0,214.0,217.0,222.0,224.0,236.0,237.0,249.0,259.0,267.0,267.0,276.0,287.0,288.0,293.0,302.0,300.0,306.0,307.0,313.0,314.0,317.0,324.0,325.0,322.0,331.0,327.0,337.0,336.0,337.0,336.0,339.0
unmatched_applicants,340.0,214.0,215.0,214.0,214.0,214.0,215.0,222.0,228.0,235.0,240.0,250.0,260.0,270.0,270.0,274.0,282.0,290.0,288.0,294.0,297.0,303.0,303.0,315.0,313.0,318.0,325.0,322.0,323.0,326.0,330.0,334.0,332.0,338.0,338.0,339.0
unfilled_spots,129.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,26.0,21.0,29.0,37.0,50.0,54.0,62.0,69.0,78.0,80.0,82.0,87.0,87.0,90.0,96.0,104.0,102.0,106.0,109.0,105.0,114.0,116.0,119.0,120.0,121.0,123.0,123.0
unfilled_spots,130.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,23.0,20.0,39.0,45.0,54.0,54.0,59.0,69.0,81.0,78.0,84.0,89.0,92.0,90.0,95.0,105.0,102.0,107.0,112.0,112.0,113.0,117.0,118.0,118.0,123.0,120.0,126.0
unfilled_spots,128.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,12.0,22.0,27.0,36.0,45.0,50.0,57.0,61.0,65.0,77.0,78.0,80.0,84.0,94.0,92.0,96.0,100.0,104.0,109.0,111.0,112.0,116.0,117.0,117.0,121.0,124.0,123.0,122.0
unfilled_spots,130.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,9.0,18.0,25.0,38.0,47.0,49.0,55.0,67.0,68.0,69.0,73.0,82.0,83.0,91.0,95.0,94.0,104.0,104.0,108.0,108.0,107.0,115.0,116.0,116.0,119.0,122.0,124.0,126.0
unfilled_spots,127.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,18.0,23.0,36.0,42.0,53.0,59.0,60.0,68.0,72.0,78.0,82.0,87.0,93.0,97.0,102.0,100.0,103.0,106.0,110.0,111.0,105.0,112.0,115.0,121.0,124.0,121.0,127.0
unfilled_spots,129.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,22.0,34.0,35.0,46.0,50.0,59.0,59.0,71.0,72.0,76.0,83.0,92.0,90.0,95.0,97.0,102.0,103.0,108.0,108.0,111.0,110.0,112.0,114.0,121.0,122.0,127.0,123.0
unfilled_spots,129.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,20.0,28.0,38.0,38.0,53.0,56.0,66.0,71.0,75.0,77.0,80.0,85.0,95.0,89.0,99.0,99.0,103.0,111.0,109.0,112.0,117.0,112.0,113.0,119.0,119.0,124.0,124.0
unfilled_spots,127.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,11.0,20.0,26.0,31.0,43.0,52.0,57.0,63.0,70.0,75.0,84.0,86.0,89.0,90.0,94.0,97.0,108.0,104.0,110.0,106.0,112.0,116.0,113.0,118.0,120.0,121.0,123.0,123.0
unfilled_spots,130.0,2.0,1.0,0.0,0.0,0.0,3.0,8.0,10.0,22.0,23.0,35.0,45.0,53.0,53.0,62.0,73.0,74.0,79.0,88.0,86.0,92.0,93.0,99.0,100.0,103.0,110.0,111.0,108.0,117.0,113.0,123.0,122.0,123.0,122.0,125.0
unfilled_spots,126.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,14.0,21.0,26.0,36.0,46.0,56.0,56.0,60.0,68.0,76.0,74.0,80.0,83.0,89.0,89.0,101.0,99.0,104.0,111.0,108.0,109.0,112.0,116.0,120.0,118.0,124.0,124.0,125.0
reviews_per_program,165.36263736263737,165.36263736263737,163.86813186813185,122.81318681318682,66.13186813186813,33.934065934065934,28.802197802197803,31.857142857142858,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232
reviews_per_program,165.36263736263737,165.36263736263737,163.64835164835165,134.7912087912088,61.043956043956044,35.84615384615385,27.52747252747253,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704,91.38461538461539,95.73626373626374,100.08791208791209,104.43956043956044,108.79120879120879,113.14285714285714,117.49450549450549,121.84615384615384,126.1978021978022,130.54945054945054,134.9010989010989,139.25274725274724,143.6043956043956,147.95604395604394,152.30769230769232
