Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,133.0,100.0,95.0,96.0,97.0,99.0,104.0,107.0,110.0,111.0,116.0,119.0,122.0,126.0,123.0,134.0
unmatched_applicants,134.0,99.0,96.0,96.0,96.0,97.0,102.0,103.0,108.0,113.0,110.0,122.0,123.0,124.0,127.0,133.0
unmatched_applicants,133.0,97.0,97.0,96.0,98.0,98.0,101.0,104.0,106.0,112.0,116.0,118.0,124.0,124.0,126.0,130.0
unmatched_applicants,135.0,98.0,97.0,95.0,96.0,98.0,101.0,106.0,110.0,110.0,115.0,120.0,123.0,128.0,127.0,129.0
unmatched_applicants,133.0,99.0,97.0,96.0,97.0,100.0,103.0,105.0,112.0,114.0,116.0,117.0,118.0,122.0,129.0,128.0
unmatched_applicants,134.0,101.0,96.0,96.0,97.0,98.0,102.0,102.0,109.0,110.0,116.0,115.0,119.0,122.0,127.0,130.0
unmatched_applicants,137.0,98.0,96.0,96.0,97.0,100.0,104.0,102.0,110.0,111.0,113.0,121.0,118.0,124.0,124.0,130.0
unmatched_applicants,134.0,97.0,95.0,95.0,96.0,98.0,102.0,106.0,107.0,111.0,114.0,118.0,119.0,123.0,126.0,126.0
unmatched_applicants,133.0,97.0,95.0,96.0,95.0,97.0,102.0,104.0,110.0,109.0,117.0,118.0,124.0,124.0,127.0,129.0
unmatched_applicants,134.0,98.0,95.0,96.0,95.0,97.0,100.0,109.0,104.0,109.0,112.0,116.0,120.0,125.0,125.0,127.0
unfilled_spots,38.0,5.0,0.0,1.0,2.0,4.0,9.0,12.0,15.0,16.0,21.0,24.0,27.0,31.0,28.0,39.0
unfilled_spots,39.0,4.0,1.0,1.0,1.0,2.0,7.0,8.0,13.0,18.0,15.0,27.0,28.0,29.0,32.0,38.0
unfilled_spots,38.0,2.0,2.0,1.0,3.0,3.0,6.0,9.0,11.0,17.0,21.0,23.0,29.0,29.0,31.0,35.0
unfilled_spots,40.0,3.0,2.0,0.0,1.0,3.0,6.0,11.0,15.0,15.0,20.0,25.0,28.0,33.0,32.0,34.0
unfilled_spots,38.0,4.0,2.0,1.0,2.0,5.0,8.0,10.0,17.0,19.0,21.0,22.0,23.0,27.0,34.0,33.0
unfilled_spots,39.0,6.0,1.0,1.0,2.0,3.0,7.0,7.0,14.0,15.0,21.0,20.0,24.0,27.0,32.0,35.0
unfilled_spots,42.0,3.0,1.0,1.0,2.0,5.0,9.0,7.0,15.0,16.0,18.0,26.0,23.0,29.0,29.0,35.0
unfilled_spots,39.0,2.0,0.0,0.0,1.0,3.0,7.0,11.0,12.0,16.0,19.0,23.0,24.0,28.0,31.0,31.0
unfilled_spots,38.0,2.0,0.0,1.0,0.0,2.0,7.0,9.0,15.0,14.0,22.0,23.0,29.0,29.0,32.0,34.0
unfilled_spots,39.0,3.0,0.0,1.0,0.0,2.0,5.0,14.0,9.0,14.0,17.0,21.0,25.0,30.0,30.0,32.0
reviews_per_program,40.20779220779221,39.20779220779221,30.792207792207794,19.272727272727273,13.025974025974026,11.883116883116884,13.402597402597403,15.922077922077921,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,37.97402597402598,30.506493506493506,17.233766233766232,12.64935064935065,12.181818181818182,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,40.20779220779221,29.415584415584416,18.12987012987013,11.467532467532468,11.168831168831169,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,39.22077922077922,30.857142857142858,18.22077922077922,11.688311688311689,12.467532467532468,13.74025974025974,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,39.23376623376623,27.09090909090909,17.454545454545453,12.64935064935065,11.948051948051948,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,38.103896103896105,30.649350649350648,17.961038961038962,13.103896103896103,12.844155844155845,14.103896103896103,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,38.675324675324674,30.974025974025974,17.454545454545453,14.0,11.96103896103896,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,39.1948051948052,29.246753246753247,20.246753246753247,12.493506493506494,11.519480519480519,13.831168831168831,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,39.74025974025974,29.98701298701299,19.558441558441558,12.337662337662337,11.168831168831169,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
reviews_per_program,40.20779220779221,39.74025974025974,29.584415584415584,17.90909090909091,10.428571428571429,12.194805194805195,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506
pct_interview_given_signal,0.0,1.0232558139534884,0.9505813953488372,0.7984496124031008,0.6526162790697675,0.5348837209302325,0.4476744186046512,0.38289036544850497,0.33575581395348836,0.29844961240310075,0.2686046511627907,0.2441860465116279,0.2238372093023256,0.20661896243291591,0.19186046511627908,0.17906976744186046
pct_interview_given_signal,0.0,1.005813953488372,0.9622093023255814,0.7945736434108527,0.6468023255813954,0.5325581395348837,0.4476744186046512,0.38372093023255816,0.33575581395348836,0.29844961240310075,0.2686046511627907,0.2441860465116279,0.2238372093023256,0.20661896243291591,0.19186046511627908,0.17906976744186046
pct_interview_given_signal,0.0,1.0232558139534884,0.9331395348837209,0.8042635658914729,0.6540697674418605,0.5372093023255814,0.4476744186046512,0.38372093023255816,0.33575581395348836,0.29844961240310075,0.2686046511627907,0.2441860465116279,0.2238372093023256,0.20661896243291591,0.19186046511627908,0.17906976744186046
pct_interview_given_signal,0.0,0.9941860465116279,0.9447674418604651,0.8023255813953488,0.6540697674418605,0.5325581395348837,0.44573643410852715,0.38372093023255816,0.33575581395348836,0.29844961240310075,0.2686046511627907,0.2441860465116279,0.2238372093023256,0.20661896243291591,0.19186046511627908,0.17906976744186046
pct_interview_given_signal,0.0,1.0290697674418605,0.936046511627907,0.8023255813953488,0.6511627906976745,0.5337209302325582,0.4476744186046512,0.38372093023255816,0.33575581395348836,0.29844961240310075,0.2686046511627907,0.2441860465116279,0.2238372093023256,0.20661896243291591,0.19186046511627908,0.17906976744186046
