Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,1895.0,1265.0,1265.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1281.0,1290.0,1333.0,1403.0,1465.0,1520.0,1592.0,1643.0,1705.0,1755.0
unmatched_applicants,1918.0,1258.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1258.0,1261.0,1265.0,1290.0,1328.0,1396.0,1434.0,1505.0,1579.0,1627.0,1697.0,1767.0
unmatched_applicants,1917.0,1260.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1267.0,1272.0,1291.0,1345.0,1377.0,1444.0,1527.0,1572.0,1640.0,1688.0,1755.0
unmatched_applicants,1904.0,1258.0,1264.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1279.0,1288.0,1337.0,1393.0,1439.0,1502.0,1558.0,1624.0,1670.0,1759.0
unmatched_applicants,1900.0,1258.0,1259.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1275.0,1283.0,1336.0,1389.0,1455.0,1503.0,1577.0,1636.0,1683.0,1748.0
unmatched_applicants,1906.0,1263.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1274.0,1277.0,1346.0,1387.0,1446.0,1498.0,1561.0,1639.0,1682.0,1745.0
unmatched_applicants,1915.0,1265.0,1261.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1262.0,1281.0,1306.0,1327.0,1382.0,1437.0,1531.0,1553.0,1619.0,1699.0,1759.0
unmatched_applicants,1909.0,1265.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1267.0,1266.0,1285.0,1326.0,1394.0,1450.0,1512.0,1579.0,1621.0,1696.0,1784.0
unmatched_applicants,1901.0,1261.0,1263.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1265.0,1268.0,1288.0,1330.0,1384.0,1457.0,1523.0,1574.0,1635.0,1704.0,1715.0
unmatched_applicants,1920.0,1264.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1270.0,1305.0,1335.0,1379.0,1443.0,1494.0,1568.0,1616.0,1696.0,1742.0
unfilled_spots,637.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,32.0,75.0,145.0,207.0,262.0,334.0,385.0,447.0,497.0
unfilled_spots,660.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,32.0,70.0,138.0,176.0,247.0,321.0,369.0,439.0,509.0
unfilled_spots,659.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,33.0,87.0,119.0,186.0,269.0,314.0,382.0,430.0,497.0
unfilled_spots,646.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,79.0,135.0,181.0,244.0,300.0,366.0,412.0,501.0
unfilled_spots,642.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,25.0,78.0,131.0,197.0,245.0,319.0,378.0,425.0,490.0
unfilled_spots,648.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,19.0,88.0,129.0,188.0,240.0,303.0,381.0,424.0,487.0
unfilled_spots,657.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,23.0,48.0,69.0,124.0,179.0,273.0,295.0,361.0,441.0,501.0
unfilled_spots,651.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,27.0,68.0,136.0,192.0,254.0,321.0,363.0,438.0,526.0
unfilled_spots,643.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,30.0,72.0,126.0,199.0,265.0,316.0,377.0,446.0,457.0
unfilled_spots,662.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,77.0,121.0,185.0,236.0,310.0,358.0,438.0,484.0
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.1460396039604,187.19554455445544,146.12376237623764,111.04950495049505,95.2871287128713,98.37376237623762,105.72772277227723,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.70544554455446,188.9257425742574,145.28465346534654,111.33910891089108,95.15841584158416,98.67326732673267,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
