Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,702.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,570.0,582.0,592.0,597.0,603.0,609.0,617.0,632.0,634.0,641.0,642.0,647.0,653.0,662.0,665.0,667.0,672.0,672.0,678.0,682.0,689.0,688.0,685.0,696.0
unmatched_applicants,703.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,573.0,583.0,588.0,602.0,607.0,613.0,625.0,627.0,639.0,639.0,645.0,646.0,651.0,662.0,662.0,668.0,672.0,675.0,678.0,683.0,688.0,692.0,694.0,694.0
unmatched_applicants,702.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,574.0,572.0,594.0,592.0,600.0,612.0,626.0,620.0,631.0,642.0,650.0,651.0,653.0,658.0,664.0,663.0,669.0,675.0,678.0,687.0,690.0,690.0,691.0,690.0
unmatched_applicants,701.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,568.0,579.0,580.0,594.0,598.0,609.0,625.0,634.0,630.0,644.0,646.0,655.0,654.0,659.0,664.0,667.0,676.0,674.0,677.0,681.0,684.0,690.0,692.0,696.0
unmatched_applicants,703.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,576.0,576.0,587.0,593.0,605.0,614.0,622.0,625.0,626.0,633.0,643.0,653.0,655.0,664.0,669.0,670.0,671.0,673.0,678.0,685.0,688.0,684.0,693.0,697.0
unmatched_applicants,698.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,562.0,566.0,573.0,577.0,588.0,590.0,603.0,613.0,622.0,629.0,631.0,639.0,648.0,653.0,658.0,659.0,664.0,666.0,673.0,675.0,681.0,682.0,683.0,690.0,693.0,690.0
unmatched_applicants,700.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,572.0,575.0,592.0,598.0,602.0,608.0,611.0,623.0,631.0,640.0,642.0,651.0,652.0,654.0,666.0,673.0,669.0,681.0,675.0,683.0,684.0,690.0,693.0,694.0
unmatched_applicants,702.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,573.0,577.0,593.0,588.0,598.0,608.0,612.0,629.0,634.0,641.0,639.0,649.0,663.0,656.0,668.0,666.0,672.0,671.0,679.0,686.0,683.0,692.0,695.0,698.0
unmatched_applicants,701.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,575.0,588.0,584.0,603.0,609.0,609.0,615.0,629.0,638.0,636.0,646.0,650.0,654.0,661.0,663.0,664.0,670.0,675.0,676.0,687.0,689.0,692.0,688.0,691.0
unmatched_applicants,697.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,564.0,568.0,577.0,591.0,596.0,607.0,609.0,627.0,627.0,631.0,641.0,643.0,655.0,657.0,661.0,667.0,668.0,668.0,673.0,681.0,684.0,680.0,685.0,694.0,693.0
unfilled_spots,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,20.0,30.0,35.0,41.0,47.0,55.0,70.0,72.0,79.0,80.0,85.0,91.0,100.0,103.0,105.0,110.0,110.0,116.0,120.0,127.0,126.0,123.0,134.0
unfilled_spots,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,21.0,26.0,40.0,45.0,51.0,63.0,65.0,77.0,77.0,83.0,84.0,89.0,100.0,100.0,106.0,110.0,113.0,116.0,121.0,126.0,130.0,132.0,132.0
unfilled_spots,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,32.0,30.0,38.0,50.0,64.0,58.0,69.0,80.0,88.0,89.0,91.0,96.0,102.0,101.0,107.0,113.0,116.0,125.0,128.0,128.0,129.0,128.0
unfilled_spots,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,17.0,18.0,32.0,36.0,47.0,63.0,72.0,68.0,82.0,84.0,93.0,92.0,97.0,102.0,105.0,114.0,112.0,115.0,119.0,122.0,128.0,130.0,134.0
unfilled_spots,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,25.0,31.0,43.0,52.0,60.0,63.0,64.0,71.0,81.0,91.0,93.0,102.0,107.0,108.0,109.0,111.0,116.0,123.0,126.0,122.0,131.0,135.0
unfilled_spots,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,15.0,26.0,28.0,41.0,51.0,60.0,67.0,69.0,77.0,86.0,91.0,96.0,97.0,102.0,104.0,111.0,113.0,119.0,120.0,121.0,128.0,131.0,128.0
unfilled_spots,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,13.0,30.0,36.0,40.0,46.0,49.0,61.0,69.0,78.0,80.0,89.0,90.0,92.0,104.0,111.0,107.0,119.0,113.0,121.0,122.0,128.0,131.0,132.0
unfilled_spots,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,15.0,31.0,26.0,36.0,46.0,50.0,67.0,72.0,79.0,77.0,87.0,101.0,94.0,106.0,104.0,110.0,109.0,117.0,124.0,121.0,130.0,133.0,136.0
unfilled_spots,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,26.0,22.0,41.0,47.0,47.0,53.0,67.0,76.0,74.0,84.0,88.0,92.0,99.0,101.0,102.0,108.0,113.0,114.0,125.0,127.0,130.0,126.0,129.0
unfilled_spots,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,15.0,29.0,34.0,45.0,47.0,65.0,65.0,69.0,79.0,81.0,93.0,95.0,99.0,105.0,106.0,106.0,111.0,119.0,122.0,118.0,123.0,132.0,131.0
reviews_per_program,540.290909090909,540.290909090909,540.290909090909,421.9818181818182,127.69090909090909,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184,497.6363636363636
reviews_per_program,540.290909090909,540.290909090909,540.290909090909,432.1090909090909,91.6,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182,469.2,483.41818181818184,497.6363636363636
