Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,516.0,209.0,207.0,205.0,213.0,222.0,248.0,288.0,328.0,339.0,358.0,386.0,388.0,417.0,424.0,426.0,445.0,450.0,456.0,464.0,473.0,477.0,480.0,488.0,486.0,499.0,496.0,502.0,504.0
unmatched_applicants,516.0,211.0,205.0,205.0,210.0,226.0,250.0,293.0,322.0,349.0,355.0,383.0,395.0,416.0,422.0,424.0,441.0,450.0,461.0,461.0,473.0,471.0,483.0,484.0,488.0,492.0,501.0,508.0,506.0
unmatched_applicants,512.0,207.0,208.0,204.0,209.0,233.0,254.0,291.0,326.0,344.0,357.0,381.0,386.0,401.0,418.0,425.0,440.0,452.0,457.0,459.0,466.0,473.0,475.0,484.0,492.0,490.0,497.0,500.0,505.0
unmatched_applicants,517.0,204.0,205.0,204.0,208.0,238.0,262.0,295.0,318.0,328.0,361.0,381.0,402.0,410.0,420.0,435.0,431.0,444.0,464.0,455.0,472.0,475.0,484.0,478.0,491.0,496.0,501.0,495.0,504.0
unmatched_applicants,512.0,207.0,207.0,206.0,204.0,239.0,263.0,297.0,317.0,335.0,370.0,386.0,399.0,409.0,421.0,422.0,440.0,451.0,459.0,454.0,466.0,481.0,476.0,486.0,492.0,501.0,493.0,503.0,514.0
unmatched_applicants,512.0,211.0,204.0,204.0,214.0,233.0,260.0,286.0,322.0,341.0,349.0,375.0,393.0,404.0,424.0,433.0,449.0,453.0,449.0,462.0,472.0,476.0,478.0,484.0,494.0,497.0,499.0,502.0,502.0
unmatched_applicants,517.0,218.0,204.0,204.0,208.0,229.0,254.0,295.0,307.0,344.0,367.0,383.0,403.0,397.0,422.0,435.0,444.0,442.0,459.0,462.0,468.0,474.0,476.0,484.0,487.0,495.0,500.0,499.0,505.0
unmatched_applicants,510.0,210.0,204.0,204.0,209.0,238.0,253.0,289.0,315.0,348.0,360.0,368.0,394.0,412.0,419.0,429.0,441.0,447.0,457.0,461.0,476.0,477.0,481.0,491.0,494.0,492.0,500.0,505.0,501.0
unmatched_applicants,516.0,218.0,206.0,204.0,215.0,236.0,256.0,286.0,313.0,338.0,362.0,373.0,400.0,413.0,417.0,431.0,434.0,447.0,451.0,460.0,473.0,477.0,483.0,490.0,492.0,494.0,494.0,500.0,506.0
unmatched_applicants,513.0,208.0,205.0,204.0,214.0,232.0,244.0,297.0,323.0,339.0,360.0,375.0,392.0,409.0,418.0,431.0,442.0,452.0,461.0,463.0,468.0,468.0,489.0,484.0,489.0,489.0,499.0,499.0,498.0
unfilled_spots,312.0,5.0,3.0,1.0,9.0,18.0,44.0,84.0,124.0,135.0,154.0,182.0,184.0,213.0,220.0,222.0,241.0,246.0,252.0,260.0,269.0,273.0,276.0,284.0,282.0,295.0,292.0,298.0,300.0
unfilled_spots,312.0,7.0,1.0,1.0,6.0,22.0,46.0,89.0,118.0,145.0,151.0,179.0,191.0,212.0,218.0,220.0,237.0,246.0,257.0,257.0,269.0,267.0,279.0,280.0,284.0,288.0,297.0,304.0,302.0
unfilled_spots,308.0,3.0,4.0,0.0,5.0,29.0,50.0,87.0,122.0,140.0,153.0,177.0,182.0,197.0,214.0,221.0,236.0,248.0,253.0,255.0,262.0,269.0,271.0,280.0,288.0,286.0,293.0,296.0,301.0
unfilled_spots,313.0,0.0,1.0,0.0,4.0,34.0,58.0,91.0,114.0,124.0,157.0,177.0,198.0,206.0,216.0,231.0,227.0,240.0,260.0,251.0,268.0,271.0,280.0,274.0,287.0,292.0,297.0,291.0,300.0
unfilled_spots,308.0,3.0,3.0,2.0,0.0,35.0,59.0,93.0,113.0,131.0,166.0,182.0,195.0,205.0,217.0,218.0,236.0,247.0,255.0,250.0,262.0,277.0,272.0,282.0,288.0,297.0,289.0,299.0,310.0
unfilled_spots,308.0,7.0,0.0,0.0,10.0,29.0,56.0,82.0,118.0,137.0,145.0,171.0,189.0,200.0,220.0,229.0,245.0,249.0,245.0,258.0,268.0,272.0,274.0,280.0,290.0,293.0,295.0,298.0,298.0
unfilled_spots,313.0,14.0,0.0,0.0,4.0,25.0,50.0,91.0,103.0,140.0,163.0,179.0,199.0,193.0,218.0,231.0,240.0,238.0,255.0,258.0,264.0,270.0,272.0,280.0,283.0,291.0,296.0,295.0,301.0
unfilled_spots,306.0,6.0,0.0,0.0,5.0,34.0,49.0,85.0,111.0,144.0,156.0,164.0,190.0,208.0,215.0,225.0,237.0,243.0,253.0,257.0,272.0,273.0,277.0,287.0,290.0,288.0,296.0,301.0,297.0
unfilled_spots,312.0,14.0,2.0,0.0,11.0,32.0,52.0,82.0,109.0,134.0,158.0,169.0,196.0,209.0,213.0,227.0,230.0,243.0,247.0,256.0,269.0,273.0,279.0,286.0,288.0,290.0,290.0,296.0,302.0
unfilled_spots,309.0,4.0,1.0,0.0,10.0,28.0,40.0,93.0,119.0,135.0,156.0,171.0,188.0,205.0,214.0,227.0,238.0,248.0,257.0,259.0,264.0,264.0,285.0,280.0,285.0,285.0,295.0,295.0,294.0
reviews_per_program,235.0506329113924,235.0506329113924,235.0506329113924,161.0759493670886,53.9873417721519,37.91139240506329,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442
