Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,437.0,280.0,276.0,274.0,274.0,274.0,274.0,275.0,278.0,285.0,294.0,303.0,308.0,313.0,329.0,340.0,359.0,356.0,366.0,374.0,379.0,383.0,388.0,392.0,395.0,410.0,411.0,418.0,421.0,428.0
unmatched_applicants,441.0,277.0,274.0,274.0,274.0,274.0,274.0,275.0,275.0,287.0,294.0,299.0,311.0,318.0,333.0,334.0,354.0,356.0,363.0,370.0,379.0,386.0,391.0,394.0,409.0,409.0,412.0,419.0,422.0,424.0
unmatched_applicants,434.0,276.0,274.0,274.0,274.0,274.0,274.0,276.0,278.0,281.0,290.0,298.0,312.0,323.0,327.0,334.0,351.0,350.0,359.0,373.0,386.0,384.0,390.0,401.0,404.0,406.0,414.0,418.0,420.0,429.0
unmatched_applicants,431.0,279.0,278.0,274.0,274.0,274.0,274.0,275.0,277.0,286.0,292.0,300.0,311.0,314.0,329.0,344.0,349.0,361.0,365.0,375.0,379.0,390.0,386.0,390.0,406.0,411.0,414.0,413.0,419.0,419.0
unmatched_applicants,437.0,277.0,274.0,275.0,274.0,274.0,274.0,274.0,275.0,283.0,293.0,301.0,307.0,318.0,326.0,343.0,353.0,351.0,369.0,371.0,381.0,389.0,398.0,396.0,399.0,405.0,409.0,413.0,422.0,423.0
unmatched_applicants,435.0,279.0,274.0,274.0,274.0,274.0,274.0,274.0,277.0,282.0,299.0,300.0,307.0,321.0,338.0,340.0,346.0,361.0,361.0,369.0,377.0,383.0,396.0,391.0,412.0,410.0,412.0,415.0,419.0,427.0
unmatched_applicants,433.0,276.0,275.0,275.0,274.0,274.0,276.0,274.0,280.0,283.0,291.0,300.0,308.0,314.0,331.0,343.0,341.0,350.0,363.0,371.0,382.0,387.0,393.0,399.0,400.0,413.0,409.0,413.0,419.0,424.0
unmatched_applicants,432.0,281.0,274.0,274.0,274.0,274.0,274.0,274.0,279.0,280.0,289.0,299.0,309.0,325.0,337.0,339.0,351.0,358.0,367.0,368.0,381.0,386.0,391.0,398.0,402.0,404.0,410.0,416.0,423.0,419.0
unmatched_applicants,438.0,276.0,278.0,274.0,274.0,275.0,274.0,276.0,274.0,285.0,293.0,295.0,310.0,322.0,334.0,345.0,350.0,354.0,365.0,374.0,372.0,386.0,397.0,403.0,402.0,414.0,413.0,417.0,422.0,422.0
unmatched_applicants,439.0,279.0,275.0,274.0,274.0,274.0,274.0,278.0,281.0,281.0,296.0,292.0,309.0,315.0,320.0,340.0,349.0,360.0,369.0,379.0,385.0,390.0,395.0,398.0,397.0,407.0,415.0,420.0,421.0,428.0
