Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,1020.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,973.0,974.0,976.0,983.0,987.0,992.0,995.0,997.0,998.0,1009.0
unmatched_applicants,1021.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,976.0,977.0,986.0,988.0,998.0,998.0,999.0,1006.0
unmatched_applicants,1019.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,971.0,977.0,982.0,987.0,988.0,998.0,999.0,1000.0,1008.0
unmatched_applicants,1020.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,977.0,975.0,986.0,994.0,988.0,990.0,999.0,1003.0,1005.0
unmatched_applicants,1017.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,973.0,977.0,987.0,991.0,995.0,1007.0,1004.0,1002.0
unmatched_applicants,1019.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,972.0,975.0,983.0,983.0,986.0,990.0,1001.0,1004.0,1010.0
unmatched_applicants,1018.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,968.0,970.0,977.0,979.0,987.0,984.0,994.0,996.0,1001.0,1009.0
unmatched_applicants,1019.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,971.0,973.0,981.0,984.0,989.0,995.0,996.0,1009.0,1012.0
unmatched_applicants,1020.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,972.0,979.0,979.0,985.0,990.0,994.0,999.0,1001.0,1003.0
unmatched_applicants,1018.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,978.0,980.0,980.0,990.0,993.0,998.0,996.0,997.0,1011.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,8.0,15.0,19.0,24.0,27.0,29.0,30.0,41.0
unfilled_spots,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,18.0,20.0,30.0,30.0,31.0,38.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,14.0,19.0,20.0,30.0,31.0,32.0,40.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,18.0,26.0,20.0,22.0,31.0,35.0,37.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,19.0,23.0,27.0,39.0,36.0,34.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,15.0,15.0,18.0,22.0,33.0,36.0,42.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,11.0,19.0,16.0,26.0,28.0,33.0,41.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,13.0,16.0,21.0,27.0,28.0,41.0,44.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,11.0,17.0,22.0,26.0,31.0,33.0,35.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,22.0,25.0,30.0,28.0,29.0,43.0
reviews_per_program,854.7428571428571,854.7428571428571,493.8857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,446.62857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,401.51428571428573,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,468.85714285714283,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,424.9714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,403.0285714285714,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,470.0857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,447.62857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,515.8571428571429,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
reviews_per_program,854.7428571428571,854.7428571428571,472.42857142857144,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286
pct_interview_given_signal,0.0,1.0270758122743682,0.9607400722021661,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.023465703971119,0.9620938628158845,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.032490974729242,0.9580324909747292,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0333935018050542,0.9629963898916968,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0315884476534296,0.9521660649819494,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0288808664259927,0.967057761732852,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.029783393501805,0.9548736462093863,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0261732851985559,0.9684115523465704,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0279783393501805,0.9580324909747292,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_signal,0.0,1.0243682310469313,0.9661552346570397,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527075812274368,0.22462896109105496,0.20216606498194944,0.18378733180177223,0.1684717208182912,0.15551235767842267,0.1444043321299639,0.13477737665463296,0.1263537906137184,0.11892121469526439,0.11231448054552748,0.10640319209576288,0.10108303249097472,0.09626955475330927,0.09189366590088612,0.08789828912258672,0.0842358604091456
pct_interview_given_nosignal,0.07487632036368498,0.03825326298250486,0.004007220216606498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.0383921133018606,0.0038989169675090253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03804498750347126,0.004223826714801444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03801027492363233,0.0038267148014440432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03807970008331019,0.004693140794223827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03818383782282699,0.0035018050541516244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03814912524298806,0.004476534296028881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03828797556234379,0.0033935018050541515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.038218550402665925,0.004223826714801444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07487632036368498,0.03835740072202166,0.0035740072202166064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498
pct_interview_given_application,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498
pct_interview_given_application,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498
pct_interview_given_application,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498,0.07487632036368498
