Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,2470.0,998.0,1026.0,1004.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1008.0,1022.0,1068.0,1146.0,1271.0,1333.0,1455.0,1557.0,1614.0,1719.0,1781.0,1886.0,1933.0,1998.0,2082.0,2133.0,2177.0,2224.0,2294.0,2348.0
unmatched_applicants,2471.0,998.0,1004.0,1008.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1002.0,1028.0,1057.0,1170.0,1247.0,1353.0,1435.0,1538.0,1634.0,1690.0,1769.0,1871.0,1957.0,2012.0,2064.0,2133.0,2197.0,2237.0,2316.0,2307.0
unmatched_applicants,2449.0,998.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1002.0,1013.0,1079.0,1161.0,1268.0,1327.0,1453.0,1510.0,1623.0,1707.0,1797.0,1837.0,1929.0,1983.0,2095.0,2130.0,2195.0,2254.0,2295.0,2338.0
unmatched_applicants,2444.0,998.0,1002.0,1002.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,999.0,1019.0,1057.0,1165.0,1277.0,1318.0,1443.0,1541.0,1610.0,1700.0,1794.0,1885.0,1953.0,2004.0,2092.0,2124.0,2199.0,2232.0,2304.0,2326.0
unmatched_applicants,2475.0,998.0,1002.0,1009.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1025.0,1082.0,1135.0,1275.0,1372.0,1476.0,1557.0,1622.0,1704.0,1780.0,1846.0,1919.0,1992.0,2058.0,2122.0,2171.0,2247.0,2291.0,2334.0
unmatched_applicants,2473.0,998.0,1017.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,999.0,1025.0,1105.0,1152.0,1241.0,1349.0,1432.0,1545.0,1671.0,1689.0,1792.0,1859.0,1974.0,2016.0,2093.0,2122.0,2207.0,2249.0,2302.0,2372.0
unmatched_applicants,2437.0,998.0,1008.0,1012.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1014.0,1086.0,1159.0,1259.0,1342.0,1438.0,1566.0,1619.0,1721.0,1788.0,1863.0,1916.0,2002.0,2075.0,2111.0,2142.0,2231.0,2301.0,2339.0
unmatched_applicants,2474.0,998.0,1005.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1002.0,1014.0,1071.0,1161.0,1222.0,1360.0,1410.0,1534.0,1623.0,1720.0,1803.0,1851.0,1944.0,1998.0,2079.0,2130.0,2193.0,2233.0,2310.0,2309.0
unmatched_applicants,2467.0,998.0,1007.0,1007.0,1004.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1025.0,1103.0,1148.0,1274.0,1382.0,1452.0,1525.0,1612.0,1693.0,1784.0,1899.0,1926.0,2002.0,2069.0,2142.0,2172.0,2233.0,2272.0,2318.0
unmatched_applicants,2472.0,998.0,1015.0,1006.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1023.0,1107.0,1142.0,1277.0,1354.0,1454.0,1553.0,1618.0,1732.0,1776.0,1858.0,1957.0,1999.0,2037.0,2130.0,2151.0,2231.0,2293.0,2306.0
unfilled_spots,1472.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,70.0,148.0,273.0,335.0,457.0,559.0,616.0,721.0,783.0,888.0,935.0,1000.0,1084.0,1135.0,1179.0,1226.0,1296.0,1350.0
unfilled_spots,1473.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,59.0,172.0,249.0,355.0,437.0,540.0,636.0,692.0,771.0,873.0,959.0,1014.0,1066.0,1135.0,1199.0,1239.0,1318.0,1309.0
unfilled_spots,1451.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,81.0,163.0,270.0,329.0,455.0,512.0,625.0,709.0,799.0,839.0,931.0,985.0,1097.0,1132.0,1197.0,1256.0,1297.0,1340.0
unfilled_spots,1446.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,59.0,167.0,279.0,320.0,445.0,543.0,612.0,702.0,796.0,887.0,955.0,1006.0,1094.0,1126.0,1201.0,1234.0,1306.0,1328.0
unfilled_spots,1477.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,84.0,137.0,277.0,374.0,478.0,559.0,624.0,706.0,782.0,848.0,921.0,994.0,1060.0,1124.0,1173.0,1249.0,1293.0,1336.0
unfilled_spots,1475.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,107.0,154.0,243.0,351.0,434.0,547.0,673.0,691.0,794.0,861.0,976.0,1018.0,1095.0,1124.0,1209.0,1251.0,1304.0,1374.0
unfilled_spots,1439.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,88.0,161.0,261.0,344.0,440.0,568.0,621.0,723.0,790.0,865.0,918.0,1004.0,1077.0,1113.0,1144.0,1233.0,1303.0,1341.0
unfilled_spots,1476.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,73.0,163.0,224.0,362.0,412.0,536.0,625.0,722.0,805.0,853.0,946.0,1000.0,1081.0,1132.0,1195.0,1235.0,1312.0,1311.0
unfilled_spots,1469.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,105.0,150.0,276.0,384.0,454.0,527.0,614.0,695.0,786.0,901.0,928.0,1004.0,1071.0,1144.0,1174.0,1235.0,1274.0,1320.0
unfilled_spots,1474.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,109.0,144.0,279.0,356.0,456.0,555.0,620.0,734.0,778.0,860.0,959.0,1001.0,1039.0,1132.0,1153.0,1233.0,1295.0,1308.0
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,588.248,510.368,344.196,257.94,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,583.344,513.656,346.644,250.108,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,583.544,511.344,354.704,262.208,241.18,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,589.988,584.772,521.06,360.592,247.708,241.332,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,583.38,511.012,355.204,246.808,241.428,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,584.848,521.592,361.42,258.788,241.28,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,588.232,518.652,359.116,264.072,242.748,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,584.968,519.204,353.824,251.604,248.512,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,589.976,586.544,507.124,348.908,261.952,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
reviews_per_program,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,591.704,586.74,514.812,360.252,260.688,242.56,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728
pct_interview_given_signal,0.0,1.045272636318159,1.0411455727863932,1.0376021344005335,1.0330165082541272,1.0318659329664832,1.025220943805236,1.0240834703065818,1.0190095047523762,1.0148129620365738,1.0107303651825914,1.0067988539724408,0.9952893113223278,0.9634432600915842,0.9084006288858715,0.8504252126063031,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0437718859429714,1.0461480740370186,1.0371852592963149,1.0355177588794398,1.0263631815907954,1.026221444055361,1.0210462374044165,1.018227863931966,1.0141737535434383,1.0101050525262631,1.0064805129837646,0.9926629981657495,0.9625197213991611,0.9088651468591439,0.8504252126063031,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.045272636318159,1.0447723861930966,1.03951975987994,1.0336418209104552,1.0327663831915959,1.0288477572119392,1.0236189523333095,1.01854052026013,1.0152854204880217,1.010680340170085,1.0057301377961707,0.9946848424212106,0.9640974333320507,0.9084720931894519,0.8503585125896281,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0462731365682842,1.046648324162081,1.0400200100050025,1.0358929464732367,1.030415207603802,1.0268467567116892,1.0225827199313944,1.0178214107053527,1.0147851703629593,1.0109304652326163,1.0059575242166539,0.9974153743538436,0.9650209720244738,0.9097763167297934,0.8504085376021344,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0472736368184092,1.0451475737868934,1.0396865099216275,1.0359554777388695,1.0328664332166082,1.0285976321494081,1.0225827199313944,1.019447223611806,1.0144516702795843,1.0107803901950976,1.006435035699668,0.9953309988327497,0.9630969330819256,0.90909740584578,0.8502584625646157,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0530265132566283,1.0450225112556277,1.0391862597965649,1.0342671335667835,1.0299149574787394,1.027221944305486,1.023118702208247,1.0174774887443723,1.0148129620365738,1.0115307653826913,1.0068670698985858,0.9959979989994997,0.9648670489090699,0.9087400843278782,0.8503585125896281,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.047023511755878,1.0375187593796897,1.0384358846089712,1.036455727863932,1.0320660330165083,1.0274720693680173,1.0227613806903453,1.0190407703851927,1.0148963370574176,1.01168084042021,1.006594206194006,0.9959563114890778,0.9614999807596106,0.9084184949617666,0.8501750875437719,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0502751375687844,1.0393946973486743,1.0386026346506587,1.033704352176088,1.0323161580790394,1.027888944472236,1.0227971128421354,1.0183216608304153,1.014535045300428,1.0110055027513758,1.0065259902678612,0.9973528430882108,0.9640204717743487,0.9087222182519832,0.8500750375187593,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0472736368184092,1.0436468234117058,1.0386026346506587,1.032391195597799,1.031815907953977,1.0268884442221111,1.0226541842349746,1.0187906453226614,1.0147573786893447,1.0113806903451725,1.0064577743417162,0.9945597798899449,0.964193635279178,0.9077395840777531,0.8504252126063031,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_signal,0.0,1.0462731365682842,1.0410205102551275,1.03885275971319,1.0340170085042522,1.0319659829914958,1.0253876938469235,1.0230115057528764,1.0181340670335168,1.0147017953421156,1.00967983991996,1.006889808540634,0.9956853426713357,0.9622888367260554,0.907507325091117,0.8502751375687844,0.7972736368184092,0.7503751875937968,0.7086876771719193,0.6713883257418183,0.6378189094547274,0.6074465804330736,0.5798353722315703,0.5546251386562847,0.5315157578789395,0.5102551275637819,0.4906299303497903,0.4724584514479462,0.45558493532480526,0.4398751099687775,0.42521260630315155,0.4114960706159531,0.3986368184092046,0.38655691482104687,0.3751875937968984
pct_interview_given_nosignal,0.34476697808363643,0.3253084875771219,0.3049739155291932,0.283634464290969,0.2613427926084254,0.2374077663831916,0.21306621052461716,0.18625979656494915,0.15876903969225992,0.12939505467019224,0.09811387175069015,0.06467656905375765,0.03251625812906453,0.009650658662664666,0.0016856254214063554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.32535017508754377,0.3046880583148717,0.2836712473884001,0.26103961071444814,0.23826757128564283,0.21287256531491552,0.18696848424212106,0.15898466474616618,0.12960051454298577,0.0983454690308117,0.06481125177973603,0.03377688844422211,0.010150908787727196,0.0014028753507188377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.3253084875771219,0.3047666690488101,0.2834652620427861,0.2612669971349311,0.23726707103551775,0.21236424663944875,0.18636818409204603,0.15889841472460367,0.12924319302508397,0.09813239953309988,0.06512871820525648,0.0328064032016008,0.009296314824078706,0.0016421254105313525,4.547728409659375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.32528069590350733,0.30465947259343956,0.2834211223258688,0.26099413343035155,0.23763444222111055,0.212751537058852,0.1866099716524929,0.15909678977419744,0.1294039877081398,0.09803976062105127,0.06503251625812906,0.03149574787393697,0.008796064699016174,0.000848250212062553,1.1369321024148437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.3252529042298927,0.304745229757736,0.28345054880381365,0.2609865538830021,0.23725143821910955,0.21241265794187417,0.1866099716524929,0.15864828966207242,0.12951118416351032,0.09809534396828044,0.06483049216916151,0.03249624812406203,0.009838252459563115,0.001261500315375079,0.00011369321024148438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.32509310210660886,0.30475237618809403,0.28349468852073095,0.2611912016614368,0.23771260630315158,0.2126789201052139,0.18648490912122728,0.1591916647979162,0.12939505467019224,0.09781742723213459,0.06464770846961942,0.032176088044022014,0.00887943971985993,0.0014790003697500924,4.547728409659375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.3252598521482964,0.30518116200957623,0.28356089809610685,0.26092591750420663,0.2373765007503752,0.2126305088027885,0.18656828414207102,0.15876041469010369,0.1293682555563496,0.09776184388490541,0.06476315080617231,0.03219609804902451,0.010703268300817075,0.0016747504186876046,0.00017053981536222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34476697808363643,0.32516952920904896,0.3050739655542057,0.28354618485713445,0.26125941758758164,0.23733741870935468,0.21254982329874614,0.18655994663998665,0.15895878973969743,0.1294843850496677,0.09801196894743668,0.06479201139031054,0.03152576288144072,0.009338002334500583,0.0014898753724688432,0.00023875574150711718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
