Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,3023.0,999.0,1013.0,1006.0,999.0,998.0,998.0,998.0,998.0,1003.0,1040.0,1127.0,1219.0,1348.0,1547.0,1659.0,1763.0,1881.0,1953.0,2089.0,2176.0,2233.0,2335.0,2372.0,2448.0,2499.0,2548.0,2598.0,2664.0,2662.0,2731.0,2769.0,2811.0,2847.0,2884.0,2900.0,2935.0
unmatched_applicants,3032.0,998.0,1029.0,998.0,998.0,998.0,998.0,998.0,998.0,1001.0,1011.0,1113.0,1237.0,1381.0,1495.0,1635.0,1744.0,1876.0,1966.0,2059.0,2143.0,2244.0,2305.0,2364.0,2443.0,2497.0,2540.0,2628.0,2664.0,2710.0,2723.0,2749.0,2805.0,2863.0,2881.0,2928.0,2929.0
unmatched_applicants,3003.0,998.0,1006.0,1002.0,998.0,998.0,998.0,998.0,998.0,1005.0,1018.0,1088.0,1237.0,1350.0,1516.0,1668.0,1757.0,1890.0,1991.0,2066.0,2163.0,2240.0,2319.0,2382.0,2438.0,2497.0,2558.0,2634.0,2648.0,2702.0,2749.0,2758.0,2809.0,2828.0,2870.0,2908.0,2938.0
unmatched_applicants,3005.0,998.0,1014.0,1000.0,1000.0,998.0,998.0,998.0,998.0,1000.0,1026.0,1102.0,1188.0,1369.0,1501.0,1641.0,1785.0,1856.0,1960.0,2089.0,2138.0,2229.0,2317.0,2383.0,2419.0,2493.0,2573.0,2575.0,2654.0,2695.0,2762.0,2762.0,2796.0,2837.0,2881.0,2889.0,2918.0
unmatched_applicants,3006.0,1001.0,1009.0,1007.0,998.0,999.0,998.0,998.0,998.0,1005.0,1026.0,1097.0,1203.0,1362.0,1498.0,1642.0,1753.0,1861.0,1985.0,2053.0,2176.0,2252.0,2288.0,2360.0,2438.0,2486.0,2581.0,2593.0,2660.0,2676.0,2760.0,2757.0,2791.0,2853.0,2887.0,2899.0,2926.0
unmatched_applicants,3008.0,998.0,1007.0,1004.0,998.0,998.0,998.0,998.0,998.0,999.0,1012.0,1093.0,1236.0,1330.0,1495.0,1641.0,1756.0,1897.0,1958.0,2080.0,2161.0,2243.0,2312.0,2390.0,2442.0,2497.0,2571.0,2584.0,2647.0,2683.0,2764.0,2802.0,2773.0,2852.0,2871.0,2902.0,2927.0
unmatched_applicants,3028.0,999.0,1010.0,1000.0,1004.0,998.0,998.0,998.0,998.0,1001.0,1024.0,1099.0,1225.0,1368.0,1513.0,1624.0,1772.0,1856.0,1978.0,2082.0,2178.0,2225.0,2301.0,2367.0,2458.0,2478.0,2578.0,2609.0,2644.0,2719.0,2757.0,2786.0,2805.0,2843.0,2895.0,2914.0,2934.0
unmatched_applicants,3027.0,1001.0,1010.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,1025.0,1108.0,1201.0,1365.0,1516.0,1670.0,1783.0,1861.0,1953.0,2061.0,2184.0,2238.0,2326.0,2389.0,2443.0,2470.0,2544.0,2608.0,2652.0,2693.0,2740.0,2773.0,2797.0,2843.0,2861.0,2913.0,2935.0
unmatched_applicants,3015.0,1000.0,1007.0,1003.0,999.0,998.0,998.0,998.0,998.0,1004.0,1017.0,1116.0,1214.0,1347.0,1485.0,1626.0,1764.0,1862.0,1963.0,2058.0,2157.0,2237.0,2279.0,2376.0,2451.0,2522.0,2551.0,2602.0,2624.0,2698.0,2743.0,2775.0,2811.0,2863.0,2879.0,2911.0,2924.0
unmatched_applicants,2999.0,1001.0,1014.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,1030.0,1090.0,1177.0,1338.0,1523.0,1638.0,1762.0,1879.0,1990.0,2088.0,2147.0,2256.0,2309.0,2391.0,2424.0,2497.0,2549.0,2606.0,2666.0,2687.0,2733.0,2785.0,2815.0,2850.0,2879.0,2918.0,2953.0
unfilled_spots,2025.0,1.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,42.0,129.0,221.0,350.0,549.0,661.0,765.0,883.0,955.0,1091.0,1178.0,1235.0,1337.0,1374.0,1450.0,1501.0,1550.0,1600.0,1666.0,1664.0,1733.0,1771.0,1813.0,1849.0,1886.0,1902.0,1937.0
unfilled_spots,2034.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,115.0,239.0,383.0,497.0,637.0,746.0,878.0,968.0,1061.0,1145.0,1246.0,1307.0,1366.0,1445.0,1499.0,1542.0,1630.0,1666.0,1712.0,1725.0,1751.0,1807.0,1865.0,1883.0,1930.0,1931.0
unfilled_spots,2005.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,90.0,239.0,352.0,518.0,670.0,759.0,892.0,993.0,1068.0,1165.0,1242.0,1321.0,1384.0,1440.0,1499.0,1560.0,1636.0,1650.0,1704.0,1751.0,1760.0,1811.0,1830.0,1872.0,1910.0,1940.0
unfilled_spots,2007.0,0.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,28.0,104.0,190.0,371.0,503.0,643.0,787.0,858.0,962.0,1091.0,1140.0,1231.0,1319.0,1385.0,1421.0,1495.0,1575.0,1577.0,1656.0,1697.0,1764.0,1764.0,1798.0,1839.0,1883.0,1891.0,1920.0
unfilled_spots,2008.0,3.0,11.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,28.0,99.0,205.0,364.0,500.0,644.0,755.0,863.0,987.0,1055.0,1178.0,1254.0,1290.0,1362.0,1440.0,1488.0,1583.0,1595.0,1662.0,1678.0,1762.0,1759.0,1793.0,1855.0,1889.0,1901.0,1928.0
unfilled_spots,2010.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,95.0,238.0,332.0,497.0,643.0,758.0,899.0,960.0,1082.0,1163.0,1245.0,1314.0,1392.0,1444.0,1499.0,1573.0,1586.0,1649.0,1685.0,1766.0,1804.0,1775.0,1854.0,1873.0,1904.0,1929.0
unfilled_spots,2030.0,1.0,12.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,26.0,101.0,227.0,370.0,515.0,626.0,774.0,858.0,980.0,1084.0,1180.0,1227.0,1303.0,1369.0,1460.0,1480.0,1580.0,1611.0,1646.0,1721.0,1759.0,1788.0,1807.0,1845.0,1897.0,1916.0,1936.0
unfilled_spots,2029.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,110.0,203.0,367.0,518.0,672.0,785.0,863.0,955.0,1063.0,1186.0,1240.0,1328.0,1391.0,1445.0,1472.0,1546.0,1610.0,1654.0,1695.0,1742.0,1775.0,1799.0,1845.0,1863.0,1915.0,1937.0
unfilled_spots,2017.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,19.0,118.0,216.0,349.0,487.0,628.0,766.0,864.0,965.0,1060.0,1159.0,1239.0,1281.0,1378.0,1453.0,1524.0,1553.0,1604.0,1626.0,1700.0,1745.0,1777.0,1813.0,1865.0,1881.0,1913.0,1926.0
unfilled_spots,2001.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,92.0,179.0,340.0,525.0,640.0,764.0,881.0,992.0,1090.0,1149.0,1258.0,1311.0,1393.0,1426.0,1499.0,1551.0,1608.0,1668.0,1689.0,1735.0,1787.0,1817.0,1852.0,1881.0,1920.0,1955.0
