Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,1167.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,747.0,757.0,785.0,809.0,823.0,844.0,872.0,900.0,926.0,931.0,953.0,990.0,1006.0,1017.0,1036.0,1046.0,1075.0,1084.0,1099.0,1103.0,1113.0,1138.0
unmatched_applicants,1160.0,726.0,729.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,726.0,727.0,748.0,752.0,773.0,805.0,825.0,847.0,871.0,900.0,915.0,956.0,971.0,986.0,1005.0,1024.0,1038.0,1056.0,1081.0,1086.0,1112.0,1107.0,1121.0,1136.0
unmatched_applicants,1171.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,731.0,748.0,776.0,789.0,816.0,817.0,844.0,872.0,890.0,930.0,938.0,972.0,979.0,1014.0,1026.0,1037.0,1060.0,1070.0,1077.0,1102.0,1102.0,1125.0,1144.0
unmatched_applicants,1163.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,731.0,734.0,743.0,759.0,801.0,801.0,835.0,839.0,875.0,905.0,910.0,946.0,963.0,992.0,994.0,1026.0,1044.0,1063.0,1075.0,1086.0,1093.0,1115.0,1126.0,1136.0
unmatched_applicants,1169.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0,744.0,758.0,770.0,807.0,827.0,856.0,891.0,890.0,908.0,940.0,969.0,990.0,1003.0,1040.0,1047.0,1051.0,1061.0,1083.0,1091.0,1107.0,1128.0,1134.0
unmatched_applicants,1168.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,733.0,734.0,742.0,761.0,791.0,794.0,827.0,861.0,890.0,912.0,924.0,949.0,963.0,985.0,993.0,1018.0,1048.0,1045.0,1070.0,1087.0,1097.0,1124.0,1128.0,1136.0
unmatched_applicants,1170.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,737.0,754.0,770.0,768.0,805.0,825.0,850.0,854.0,903.0,917.0,944.0,984.0,996.0,1009.0,1028.0,1036.0,1064.0,1061.0,1078.0,1098.0,1116.0,1117.0,1137.0
unmatched_applicants,1164.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,730.0,726.0,748.0,757.0,795.0,807.0,836.0,841.0,874.0,902.0,908.0,946.0,975.0,997.0,1011.0,1013.0,1043.0,1048.0,1070.0,1084.0,1098.0,1108.0,1120.0,1132.0
unmatched_applicants,1168.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,731.0,728.0,745.0,764.0,787.0,814.0,839.0,854.0,862.0,889.0,935.0,949.0,968.0,977.0,994.0,1018.0,1037.0,1056.0,1068.0,1080.0,1097.0,1124.0,1133.0,1135.0
unmatched_applicants,1175.0,726.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,732.0,753.0,757.0,766.0,799.0,829.0,851.0,879.0,913.0,926.0,947.0,974.0,972.0,1011.0,1016.0,1029.0,1059.0,1068.0,1085.0,1094.0,1104.0,1114.0,1146.0
unfilled_spots,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,31.0,59.0,83.0,97.0,118.0,146.0,174.0,200.0,205.0,227.0,264.0,280.0,291.0,310.0,320.0,349.0,358.0,373.0,377.0,387.0,412.0
unfilled_spots,434.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,26.0,47.0,79.0,99.0,121.0,145.0,174.0,189.0,230.0,245.0,260.0,279.0,298.0,312.0,330.0,355.0,360.0,386.0,381.0,395.0,410.0
unfilled_spots,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,22.0,50.0,63.0,90.0,91.0,118.0,146.0,164.0,204.0,212.0,246.0,253.0,288.0,300.0,311.0,334.0,344.0,351.0,376.0,376.0,399.0,418.0
unfilled_spots,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,17.0,33.0,75.0,75.0,109.0,113.0,149.0,179.0,184.0,220.0,237.0,266.0,268.0,300.0,318.0,337.0,349.0,360.0,367.0,389.0,400.0,410.0
unfilled_spots,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,32.0,44.0,81.0,101.0,130.0,165.0,164.0,182.0,214.0,243.0,264.0,277.0,314.0,321.0,325.0,335.0,357.0,365.0,381.0,402.0,408.0
unfilled_spots,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,16.0,35.0,65.0,68.0,101.0,135.0,164.0,186.0,198.0,223.0,237.0,259.0,267.0,292.0,322.0,319.0,344.0,361.0,371.0,398.0,402.0,410.0
unfilled_spots,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,28.0,44.0,42.0,79.0,99.0,124.0,128.0,177.0,191.0,218.0,258.0,270.0,283.0,302.0,310.0,338.0,335.0,352.0,372.0,390.0,391.0,411.0
unfilled_spots,438.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,22.0,31.0,69.0,81.0,110.0,115.0,148.0,176.0,182.0,220.0,249.0,271.0,285.0,287.0,317.0,322.0,344.0,358.0,372.0,382.0,394.0,406.0
unfilled_spots,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,19.0,38.0,61.0,88.0,113.0,128.0,136.0,163.0,209.0,223.0,242.0,251.0,268.0,292.0,311.0,330.0,342.0,354.0,371.0,398.0,407.0,409.0
unfilled_spots,449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,27.0,31.0,40.0,73.0,103.0,125.0,153.0,187.0,200.0,221.0,248.0,246.0,285.0,290.0,303.0,333.0,342.0,359.0,368.0,378.0,388.0,420.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,285.962962962963,279.65277777777777,226.03240740740742,156.125,98.41203703703704,84.87037037037037,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,285.875,272.8287037037037,225.4212962962963,146.73611111111111,99.58796296296296,85.66203703703704,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,286.01851851851853,279.19444444444446,228.97222222222223,140.35185185185185,100.0,86.63425925925925,90.25,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,284.97685185185185,277.02777777777777,224.34722222222223,143.63888888888889,95.4675925925926,84.75462962962963,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,276.3611111111111,225.1851851851852,150.41666666666666,96.5,87.0324074074074,88.33333333333333,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,285.912037037037,276.35185185185185,229.91203703703704,143.57407407407408,96.17592592592592,84.50462962962963,88.33333333333333,96.54166666666667,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
reviews_per_program,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,287.0833333333333,274.98148148148147,228.0462962962963,149.13425925925927,97.75,84.85185185185185,90.2175925925926,95.69444444444444,103.05555555555556,110.41666666666667,117.77777777777777,125.13888888888889,132.5,139.86111111111111,147.22222222222223,154.58333333333334,161.94444444444446,169.30555555555554,176.66666666666666,184.02777777777777,191.38888888888889,198.75,206.11111111111111,213.47222222222223,220.83333333333334,228.19444444444446,235.55555555555554,242.91666666666666,250.27777777777777,257.6388888888889,265.0
