Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,1988.0,1770.0,1770.0,1770.0,1770.0,1779.0,1790.0,1816.0,1845.0,1860.0,1872.0,1898.0,1908.0,1921.0,1944.0,1948.0,1955.0,1966.0
unmatched_applicants,1987.0,1770.0,1770.0,1770.0,1771.0,1774.0,1791.0,1815.0,1839.0,1852.0,1894.0,1898.0,1914.0,1936.0,1946.0,1951.0,1956.0,1970.0
unmatched_applicants,1997.0,1770.0,1770.0,1770.0,1771.0,1776.0,1794.0,1805.0,1835.0,1861.0,1885.0,1905.0,1914.0,1926.0,1938.0,1942.0,1961.0,1969.0
unmatched_applicants,1984.0,1770.0,1770.0,1770.0,1770.0,1772.0,1792.0,1808.0,1831.0,1866.0,1872.0,1895.0,1906.0,1921.0,1937.0,1945.0,1971.0,1967.0
unmatched_applicants,1991.0,1770.0,1770.0,1770.0,1770.0,1774.0,1794.0,1816.0,1837.0,1859.0,1879.0,1895.0,1922.0,1927.0,1945.0,1949.0,1962.0,1968.0
unmatched_applicants,1993.0,1770.0,1770.0,1770.0,1773.0,1778.0,1793.0,1809.0,1847.0,1859.0,1878.0,1897.0,1921.0,1913.0,1938.0,1951.0,1963.0,1957.0
unmatched_applicants,1995.0,1770.0,1770.0,1772.0,1770.0,1776.0,1787.0,1806.0,1838.0,1861.0,1883.0,1899.0,1918.0,1923.0,1941.0,1952.0,1958.0,1976.0
unmatched_applicants,1996.0,1770.0,1770.0,1770.0,1770.0,1782.0,1794.0,1801.0,1834.0,1866.0,1870.0,1892.0,1911.0,1938.0,1937.0,1952.0,1958.0,1970.0
unmatched_applicants,1991.0,1770.0,1770.0,1770.0,1771.0,1773.0,1796.0,1816.0,1843.0,1860.0,1885.0,1897.0,1914.0,1931.0,1943.0,1958.0,1967.0,1962.0
unmatched_applicants,1988.0,1770.0,1770.0,1770.0,1773.0,1778.0,1786.0,1824.0,1841.0,1862.0,1888.0,1887.0,1909.0,1923.0,1944.0,1942.0,1959.0,1964.0
unfilled_spots,218.0,0.0,0.0,0.0,0.0,9.0,20.0,46.0,75.0,90.0,102.0,128.0,138.0,151.0,174.0,178.0,185.0,196.0
unfilled_spots,217.0,0.0,0.0,0.0,1.0,4.0,21.0,45.0,69.0,82.0,124.0,128.0,144.0,166.0,176.0,181.0,186.0,200.0
unfilled_spots,227.0,0.0,0.0,0.0,1.0,6.0,24.0,35.0,65.0,91.0,115.0,135.0,144.0,156.0,168.0,172.0,191.0,199.0
unfilled_spots,214.0,0.0,0.0,0.0,0.0,2.0,22.0,38.0,61.0,96.0,102.0,125.0,136.0,151.0,167.0,175.0,201.0,197.0
unfilled_spots,221.0,0.0,0.0,0.0,0.0,4.0,24.0,46.0,67.0,89.0,109.0,125.0,152.0,157.0,175.0,179.0,192.0,198.0
unfilled_spots,223.0,0.0,0.0,0.0,3.0,8.0,23.0,39.0,77.0,89.0,108.0,127.0,151.0,143.0,168.0,181.0,193.0,187.0
unfilled_spots,225.0,0.0,0.0,2.0,0.0,6.0,17.0,36.0,68.0,91.0,113.0,129.0,148.0,153.0,171.0,182.0,188.0,206.0
unfilled_spots,226.0,0.0,0.0,0.0,0.0,12.0,24.0,31.0,64.0,96.0,100.0,122.0,141.0,168.0,167.0,182.0,188.0,200.0
unfilled_spots,221.0,0.0,0.0,0.0,1.0,3.0,26.0,46.0,73.0,90.0,115.0,127.0,144.0,161.0,173.0,188.0,197.0,192.0
unfilled_spots,218.0,0.0,0.0,0.0,3.0,8.0,16.0,54.0,71.0,92.0,118.0,117.0,139.0,153.0,174.0,172.0,189.0,194.0
