Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,1028.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,978.0,973.0,980.0,987.0,988.0,997.0,997.0,1004.0,1006.0,1011.0,1017.0,1015.0,1022.0
unmatched_applicants,1032.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,970.0,972.0,975.0,979.0,986.0,994.0,993.0,1003.0,1005.0,1006.0,1010.0,1013.0,1019.0,1024.0
unmatched_applicants,1032.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,976.0,980.0,984.0,992.0,993.0,999.0,1003.0,1008.0,1011.0,1014.0,1016.0,1020.0
unmatched_applicants,1031.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,977.0,979.0,983.0,994.0,994.0,999.0,1001.0,1007.0,1013.0,1010.0,1019.0,1020.0
unmatched_applicants,1029.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,976.0,979.0,980.0,983.0,990.0,995.0,1000.0,1006.0,1007.0,1005.0,1014.0,1019.0,1021.0
unmatched_applicants,1031.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,968.0,969.0,968.0,978.0,975.0,982.0,983.0,995.0,1002.0,1001.0,1004.0,1011.0,1009.0,1018.0,1023.0
unmatched_applicants,1028.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,974.0,974.0,988.0,988.0,996.0,1002.0,1001.0,1010.0,1010.0,1014.0,1016.0,1020.0
unmatched_applicants,1031.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,975.0,973.0,981.0,986.0,990.0,997.0,1000.0,1007.0,1005.0,1011.0,1012.0,1019.0,1023.0
unmatched_applicants,1031.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,969.0,977.0,985.0,984.0,988.0,994.0,997.0,1004.0,1006.0,1009.0,1017.0,1017.0,1020.0
unmatched_applicants,1030.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,971.0,969.0,975.0,978.0,983.0,989.0,997.0,996.0,1004.0,1003.0,1012.0,1014.0,1019.0,1024.0
unfilled_spots,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,12.0,19.0,20.0,29.0,29.0,36.0,38.0,43.0,49.0,47.0,54.0
unfilled_spots,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,11.0,18.0,26.0,25.0,35.0,37.0,38.0,42.0,45.0,51.0,56.0
unfilled_spots,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,16.0,24.0,25.0,31.0,35.0,40.0,43.0,46.0,48.0,52.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,11.0,15.0,26.0,26.0,31.0,33.0,39.0,45.0,42.0,51.0,52.0
unfilled_spots,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,12.0,15.0,22.0,27.0,32.0,38.0,39.0,37.0,46.0,51.0,53.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,7.0,14.0,15.0,27.0,34.0,33.0,36.0,43.0,41.0,50.0,55.0
unfilled_spots,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,20.0,20.0,28.0,34.0,33.0,42.0,42.0,46.0,48.0,52.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,13.0,18.0,22.0,29.0,32.0,39.0,37.0,43.0,44.0,51.0,55.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,17.0,16.0,20.0,26.0,29.0,36.0,38.0,41.0,49.0,49.0,52.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,10.0,15.0,21.0,29.0,28.0,36.0,35.0,44.0,46.0,51.0,56.0
reviews_per_program,981.3714285714286,981.3714285714286,537.1714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4
reviews_per_program,981.3714285714286,981.3714285714286,480.9714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4
reviews_per_program,981.3714285714286,981.3714285714286,508.37142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4
reviews_per_program,981.3714285714286,981.3714285714286,641.2857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4
