Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,454.0,277.0,275.0,274.0,274.0,274.0,274.0,274.0,276.0,276.0,284.0,292.0,298.0,312.0,320.0,322.0,335.0,344.0,349.0,364.0,366.0,375.0,379.0,383.0,395.0,399.0,399.0,408.0,414.0,418.0,423.0,421.0,425.0,432.0,436.0,436.0,441.0,443.0,443.0
unmatched_applicants,449.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,279.0,277.0,284.0,287.0,301.0,301.0,315.0,327.0,341.0,345.0,351.0,361.0,366.0,372.0,375.0,384.0,390.0,394.0,409.0,408.0,411.0,412.0,418.0,422.0,430.0,429.0,433.0,436.0,445.0,447.0,441.0
unmatched_applicants,458.0,276.0,275.0,274.0,274.0,274.0,274.0,275.0,277.0,279.0,280.0,288.0,297.0,309.0,317.0,319.0,338.0,344.0,358.0,364.0,368.0,373.0,381.0,384.0,388.0,399.0,405.0,408.0,409.0,420.0,417.0,423.0,427.0,428.0,437.0,436.0,440.0,442.0,448.0
unmatched_applicants,450.0,275.0,274.0,274.0,274.0,274.0,275.0,275.0,274.0,279.0,280.0,288.0,303.0,311.0,322.0,334.0,336.0,340.0,343.0,360.0,363.0,375.0,379.0,384.0,394.0,399.0,404.0,407.0,407.0,410.0,427.0,420.0,427.0,431.0,431.0,434.0,441.0,439.0,447.0
unmatched_applicants,454.0,275.0,276.0,274.0,274.0,274.0,274.0,274.0,278.0,276.0,282.0,287.0,302.0,311.0,316.0,331.0,331.0,342.0,347.0,357.0,365.0,374.0,381.0,390.0,390.0,391.0,401.0,407.0,410.0,416.0,421.0,425.0,428.0,431.0,431.0,436.0,439.0,440.0,445.0
unmatched_applicants,453.0,274.0,276.0,274.0,274.0,274.0,274.0,274.0,275.0,282.0,281.0,291.0,293.0,303.0,320.0,320.0,335.0,341.0,350.0,361.0,365.0,374.0,375.0,388.0,393.0,400.0,404.0,414.0,410.0,416.0,412.0,420.0,427.0,431.0,434.0,434.0,437.0,444.0,447.0
unmatched_applicants,454.0,277.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,278.0,283.0,292.0,302.0,312.0,313.0,325.0,336.0,345.0,347.0,362.0,370.0,373.0,381.0,387.0,398.0,393.0,404.0,409.0,406.0,414.0,414.0,421.0,426.0,426.0,436.0,432.0,444.0,438.0,445.0
unmatched_applicants,451.0,274.0,274.0,274.0,274.0,274.0,274.0,276.0,274.0,285.0,286.0,284.0,296.0,309.0,312.0,335.0,336.0,342.0,352.0,367.0,363.0,376.0,384.0,382.0,396.0,392.0,399.0,409.0,413.0,419.0,427.0,425.0,433.0,429.0,431.0,437.0,433.0,439.0,449.0
unmatched_applicants,448.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,275.0,277.0,283.0,290.0,293.0,307.0,320.0,327.0,330.0,339.0,349.0,360.0,369.0,378.0,382.0,385.0,395.0,394.0,405.0,408.0,415.0,417.0,425.0,427.0,424.0,428.0,431.0,433.0,439.0,436.0,445.0
unmatched_applicants,452.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,280.0,277.0,282.0,289.0,298.0,308.0,328.0,326.0,337.0,345.0,349.0,360.0,368.0,374.0,380.0,384.0,396.0,402.0,401.0,408.0,409.0,418.0,421.0,425.0,422.0,430.0,436.0,431.0,434.0,441.0,446.0
unfilled_spots,180.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,18.0,24.0,38.0,46.0,48.0,61.0,70.0,75.0,90.0,92.0,101.0,105.0,109.0,121.0,125.0,125.0,134.0,140.0,144.0,149.0,147.0,151.0,158.0,162.0,162.0,167.0,169.0,169.0
unfilled_spots,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,13.0,27.0,27.0,41.0,53.0,67.0,71.0,77.0,87.0,92.0,98.0,101.0,110.0,116.0,120.0,135.0,134.0,137.0,138.0,144.0,148.0,156.0,155.0,159.0,162.0,171.0,173.0,167.0
unfilled_spots,184.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,14.0,23.0,35.0,43.0,45.0,64.0,70.0,84.0,90.0,94.0,99.0,107.0,110.0,114.0,125.0,131.0,134.0,135.0,146.0,143.0,149.0,153.0,154.0,163.0,162.0,166.0,168.0,174.0
