Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,2207.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1317.0,1320.0,1369.0,1433.0,1474.0,1557.0,1604.0,1670.0,1714.0,1781.0,1831.0,1857.0,1915.0,1957.0,1999.0,2030.0,2075.0,2097.0,2117.0,2162.0
unmatched_applicants,2229.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1342.0,1364.0,1432.0,1460.0,1554.0,1596.0,1669.0,1738.0,1758.0,1809.0,1856.0,1922.0,1957.0,1995.0,1999.0,2059.0,2098.0,2123.0,2119.0
unmatched_applicants,2215.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1322.0,1355.0,1433.0,1457.0,1538.0,1626.0,1675.0,1713.0,1771.0,1824.0,1867.0,1906.0,1943.0,1997.0,2024.0,2053.0,2098.0,2102.0,2149.0
unmatched_applicants,2222.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1325.0,1338.0,1371.0,1417.0,1486.0,1559.0,1614.0,1687.0,1711.0,1766.0,1811.0,1868.0,1916.0,1946.0,1978.0,2046.0,2047.0,2091.0,2108.0,2145.0
unmatched_applicants,2221.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1323.0,1320.0,1328.0,1357.0,1440.0,1490.0,1532.0,1587.0,1657.0,1747.0,1782.0,1828.0,1887.0,1899.0,1955.0,1990.0,2035.0,2040.0,2086.0,2104.0,2147.0
unmatched_applicants,2220.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1337.0,1372.0,1440.0,1501.0,1565.0,1586.0,1661.0,1686.0,1773.0,1817.0,1859.0,1913.0,1965.0,1982.0,2034.0,2066.0,2085.0,2128.0,2145.0
unmatched_applicants,2220.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1316.0,1316.0,1338.0,1400.0,1406.0,1490.0,1556.0,1606.0,1666.0,1720.0,1764.0,1821.0,1868.0,1911.0,1955.0,1990.0,2032.0,2037.0,2089.0,2112.0,2159.0
unmatched_applicants,2210.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1323.0,1339.0,1369.0,1409.0,1482.0,1547.0,1598.0,1649.0,1714.0,1793.0,1808.0,1882.0,1919.0,1939.0,2005.0,2028.0,2045.0,2075.0,2106.0,2145.0
unmatched_applicants,2210.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1322.0,1325.0,1369.0,1421.0,1508.0,1530.0,1596.0,1689.0,1714.0,1791.0,1817.0,1880.0,1920.0,1948.0,1989.0,2020.0,2030.0,2098.0,2088.0,2142.0
unmatched_applicants,2199.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1349.0,1397.0,1432.0,1479.0,1561.0,1607.0,1659.0,1719.0,1774.0,1833.0,1873.0,1923.0,1953.0,1979.0,2018.0,2057.0,2099.0,2103.0,2149.0
