Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,377.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,235.0,235.0,240.0,240.0,250.0,252.0,267.0,274.0,283.0,283.0,295.0,295.0,305.0,311.0,318.0,323.0,333.0,329.0,332.0,340.0,345.0,348.0,352.0,354.0,366.0,362.0,368.0,369.0,370.0
unmatched_applicants,381.0,234.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,235.0,236.0,239.0,242.0,255.0,263.0,269.0,282.0,286.0,286.0,297.0,306.0,312.0,315.0,322.0,328.0,338.0,340.0,338.0,349.0,355.0,353.0,356.0,356.0,360.0,362.0,370.0,374.0
unmatched_applicants,377.0,236.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,234.0,235.0,244.0,248.0,247.0,259.0,267.0,278.0,278.0,293.0,294.0,309.0,311.0,321.0,325.0,328.0,335.0,343.0,337.0,349.0,351.0,352.0,362.0,359.0,362.0,368.0,364.0,369.0
unmatched_applicants,378.0,234.0,235.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,238.0,247.0,244.0,252.0,260.0,276.0,275.0,278.0,296.0,298.0,309.0,312.0,316.0,320.0,324.0,333.0,340.0,338.0,349.0,349.0,352.0,358.0,362.0,361.0,365.0,374.0,370.0
unmatched_applicants,382.0,241.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,236.0,241.0,242.0,255.0,267.0,276.0,278.0,285.0,293.0,298.0,302.0,313.0,317.0,321.0,323.0,331.0,337.0,341.0,346.0,347.0,354.0,354.0,363.0,366.0,360.0,369.0,373.0
unmatched_applicants,379.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,238.0,238.0,242.0,247.0,252.0,267.0,276.0,282.0,280.0,297.0,295.0,304.0,307.0,320.0,325.0,328.0,326.0,336.0,337.0,347.0,356.0,353.0,354.0,357.0,361.0,369.0,370.0,369.0
unmatched_applicants,379.0,234.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,238.0,238.0,251.0,258.0,263.0,267.0,273.0,282.0,295.0,297.0,304.0,313.0,317.0,318.0,328.0,333.0,339.0,343.0,346.0,352.0,355.0,352.0,362.0,363.0,367.0,368.0,372.0
unmatched_applicants,378.0,238.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,237.0,238.0,242.0,253.0,258.0,260.0,267.0,276.0,289.0,286.0,296.0,307.0,311.0,309.0,325.0,323.0,327.0,337.0,347.0,346.0,348.0,354.0,356.0,359.0,361.0,371.0,365.0,372.0
unmatched_applicants,378.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,235.0,238.0,247.0,248.0,248.0,270.0,267.0,275.0,290.0,297.0,297.0,305.0,310.0,315.0,319.0,330.0,334.0,339.0,348.0,347.0,348.0,350.0,358.0,362.0,367.0,366.0,368.0,371.0
unmatched_applicants,380.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,238.0,239.0,250.0,246.0,249.0,259.0,262.0,275.0,283.0,297.0,302.0,304.0,314.0,323.0,321.0,329.0,331.0,335.0,343.0,349.0,352.0,351.0,358.0,361.0,368.0,362.0,369.0,371.0
