Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,278.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,214.0,215.0,214.0,222.0,220.0,225.0,226.0,232.0,235.0,237.0,243.0,250.0,253.0,256.0,256.0,263.0,267.0,270.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,217.0,218.0,217.0,228.0,226.0,231.0,235.0,240.0,245.0,249.0,248.0,256.0,259.0,260.0,269.0,272.0
unmatched_applicants,279.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,219.0,217.0,220.0,226.0,226.0,235.0,230.0,243.0,244.0,252.0,254.0,256.0,254.0,263.0,267.0,266.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,215.0,218.0,214.0,215.0,219.0,221.0,227.0,223.0,232.0,235.0,242.0,239.0,248.0,251.0,255.0,261.0,262.0,267.0,270.0
unmatched_applicants,282.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,216.0,216.0,218.0,222.0,219.0,222.0,228.0,239.0,240.0,247.0,249.0,251.0,257.0,257.0,263.0,269.0,268.0
unmatched_applicants,281.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,225.0,220.0,231.0,236.0,238.0,241.0,241.0,247.0,254.0,255.0,261.0,265.0,266.0,269.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,217.0,220.0,223.0,222.0,226.0,230.0,235.0,236.0,247.0,251.0,251.0,256.0,258.0,264.0,271.0,270.0
unmatched_applicants,281.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,217.0,214.0,221.0,220.0,227.0,229.0,240.0,238.0,241.0,247.0,249.0,263.0,260.0,263.0,265.0,269.0
unmatched_applicants,279.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,215.0,218.0,218.0,222.0,226.0,228.0,236.0,235.0,242.0,245.0,249.0,252.0,254.0,257.0,259.0,269.0,267.0
unmatched_applicants,277.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,221.0,219.0,220.0,221.0,227.0,228.0,235.0,240.0,246.0,250.0,250.0,258.0,257.0,263.0,267.0,264.0
unfilled_spots,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,11.0,12.0,18.0,21.0,23.0,29.0,36.0,39.0,42.0,42.0,49.0,53.0,56.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,14.0,12.0,17.0,21.0,26.0,31.0,35.0,34.0,42.0,45.0,46.0,55.0,58.0
unfilled_spots,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,12.0,12.0,21.0,16.0,29.0,30.0,38.0,40.0,42.0,40.0,49.0,53.0,52.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,5.0,7.0,13.0,9.0,18.0,21.0,28.0,25.0,34.0,37.0,41.0,47.0,48.0,53.0,56.0
unfilled_spots,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,5.0,8.0,14.0,25.0,26.0,33.0,35.0,37.0,43.0,43.0,49.0,55.0,54.0
