Parameter,0,1,2,3,4,5,6,7,8,9
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,75.84615384615384,51.46153846153846,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,70.38461538461539,46.38461538461539,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,70.23076923076923,47.46153846153846,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,80.07692307692308,47.0,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,86.23076923076923,50.23076923076923,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,69.92307692307692,46.38461538461539,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,81.23076923076923,46.46153846153846,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,96.0,75.3076923076923,51.84615384615385,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,101.53846153846153,70.76923076923077,48.0,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
reviews_per_program,101.53846153846153,101.53846153846153,101.53846153846153,95.53846153846153,68.84615384615384,42.30769230769231,50.76923076923077,59.23076923076923,67.6923076923077,76.15384615384616
pct_interview_given_signal,0.0,1.2454545454545454,1.190909090909091,1.0787878787878789,1.0045454545454546,0.8472727272727273,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2545454545454546,1.1772727272727272,1.096969696969697,0.9840909090909091,0.8490909090909091,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2636363636363637,1.1681818181818182,1.087878787878788,0.9954545454545455,0.8436363636363636,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2454545454545454,1.1772727272727272,1.1,1.0045454545454546,0.8490909090909091,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2363636363636363,1.1363636363636365,1.0818181818181818,0.9772727272727273,0.84,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2363636363636363,1.1636363636363636,1.0727272727272728,1.0022727272727272,0.8436363636363636,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2181818181818183,1.1636363636363636,1.093939393939394,1.0068181818181818,0.8472727272727273,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2636363636363637,1.1818181818181819,1.0818181818181818,0.9886363636363636,0.8472727272727273,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2272727272727273,1.15,1.096969696969697,0.990909090909091,0.8490909090909091,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_signal,0.0,1.2363636363636363,1.15,1.0696969696969696,0.9840909090909091,0.850909090909091,0.7090909090909091,0.6077922077922078,0.5318181818181819,0.4727272727272727
pct_interview_given_nosignal,0.35454545454545455,0.2735537190082645,0.18727272727272729,0.11313131313131314,0.029545454545454545,0.0025974025974025974,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.2727272727272727,0.19,0.10707070707070707,0.03977272727272727,0.0012987012987012987,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.271900826446281,0.1918181818181818,0.1101010101010101,0.03409090909090909,0.005194805194805195,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.2735537190082645,0.19,0.10606060606060606,0.029545454545454545,0.0012987012987012987,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.2743801652892562,0.19818181818181818,0.11212121212121212,0.04318181818181818,0.007792207792207792,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.2743801652892562,0.19272727272727272,0.11515151515151516,0.03068181818181818,0.005194805194805195,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.27603305785123966,0.19272727272727272,0.10808080808080808,0.028409090909090908,0.0025974025974025974,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.271900826446281,0.1890909090909091,0.11212121212121212,0.0375,0.0025974025974025974,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.27520661157024795,0.19545454545454546,0.10707070707070707,0.03636363636363636,0.0012987012987012987,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.35454545454545455,0.2743801652892562,0.19545454545454546,0.11616161616161616,0.03977272727272727,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
pct_interview_given_application,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.35454545454545455
