Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,148.0,101.0,97.0,95.0,99.0,101.0,109.0,107.0,117.0,117.0,118.0,122.0,128.0,131.0,128.0,131.0,136.0,133.0,137.0,142.0,140.0,144.0,143.0,144.0,148.0
unmatched_applicants,148.0,100.0,97.0,96.0,97.0,100.0,106.0,108.0,112.0,119.0,118.0,121.0,125.0,127.0,132.0,130.0,137.0,139.0,139.0,139.0,143.0,143.0,142.0,145.0,145.0
unmatched_applicants,146.0,100.0,97.0,97.0,98.0,102.0,107.0,111.0,108.0,119.0,120.0,125.0,128.0,128.0,131.0,128.0,134.0,136.0,139.0,137.0,141.0,142.0,144.0,143.0,144.0
unmatched_applicants,147.0,102.0,96.0,96.0,100.0,104.0,104.0,109.0,114.0,117.0,120.0,120.0,125.0,127.0,132.0,129.0,136.0,136.0,141.0,139.0,144.0,144.0,146.0,143.0,147.0
unmatched_applicants,147.0,98.0,96.0,97.0,98.0,105.0,106.0,110.0,115.0,114.0,121.0,124.0,126.0,127.0,130.0,135.0,134.0,138.0,137.0,140.0,142.0,142.0,142.0,145.0,145.0
unmatched_applicants,148.0,96.0,96.0,96.0,99.0,102.0,103.0,109.0,115.0,117.0,122.0,126.0,125.0,132.0,129.0,133.0,136.0,137.0,139.0,141.0,140.0,141.0,144.0,147.0,147.0
unmatched_applicants,149.0,97.0,98.0,96.0,98.0,102.0,106.0,110.0,112.0,116.0,121.0,122.0,124.0,132.0,132.0,135.0,135.0,138.0,138.0,140.0,141.0,144.0,146.0,143.0,147.0
unmatched_applicants,149.0,99.0,98.0,95.0,98.0,100.0,107.0,105.0,115.0,118.0,121.0,122.0,123.0,130.0,134.0,132.0,137.0,139.0,137.0,142.0,140.0,143.0,143.0,143.0,146.0
unmatched_applicants,148.0,99.0,96.0,97.0,98.0,103.0,102.0,109.0,110.0,118.0,124.0,124.0,125.0,129.0,131.0,132.0,135.0,136.0,139.0,137.0,141.0,142.0,142.0,142.0,147.0
unmatched_applicants,147.0,102.0,96.0,96.0,95.0,98.0,105.0,113.0,113.0,116.0,121.0,124.0,127.0,127.0,132.0,135.0,137.0,135.0,138.0,141.0,140.0,142.0,143.0,143.0,145.0
