Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,4895.0,2544.0,2458.0,2437.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2440.0,2449.0,2520.0,2632.0,2784.0,2908.0,3072.0,3263.0,3412.0,3548.0,3719.0,3841.0,3984.0,4101.0,4203.0,4305.0,4391.0,4483.0,4581.0,4664.0
unmatched_applicants,4880.0,2539.0,2466.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2441.0,2438.0,2456.0,2493.0,2600.0,2755.0,2883.0,3081.0,3241.0,3435.0,3529.0,3711.0,3842.0,3951.0,4038.0,4199.0,4291.0,4433.0,4494.0,4603.0,4661.0
unmatched_applicants,4888.0,2501.0,2461.0,2440.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2466.0,2535.0,2625.0,2765.0,2932.0,3096.0,3273.0,3417.0,3544.0,3686.0,3858.0,3963.0,4075.0,4198.0,4311.0,4389.0,4507.0,4595.0,4656.0
unmatched_applicants,4896.0,2528.0,2468.0,2441.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2458.0,2517.0,2625.0,2711.0,2919.0,3079.0,3220.0,3383.0,3528.0,3696.0,3843.0,3992.0,4095.0,4218.0,4318.0,4398.0,4510.0,4593.0,4675.0
unmatched_applicants,4912.0,2526.0,2470.0,2442.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2438.0,2444.0,2497.0,2596.0,2751.0,2900.0,3082.0,3237.0,3407.0,3541.0,3706.0,3855.0,3980.0,4113.0,4194.0,4292.0,4402.0,4482.0,4591.0,4641.0
unmatched_applicants,4877.0,2529.0,2467.0,2439.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2437.0,2436.0,2455.0,2518.0,2639.0,2759.0,2926.0,3068.0,3267.0,3405.0,3575.0,3737.0,3867.0,3972.0,4076.0,4216.0,4326.0,4376.0,4510.0,4601.0,4686.0
unmatched_applicants,4898.0,2527.0,2457.0,2441.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2442.0,2473.0,2516.0,2614.0,2734.0,2901.0,3070.0,3239.0,3415.0,3552.0,3713.0,3888.0,3965.0,4113.0,4210.0,4319.0,4402.0,4484.0,4578.0,4645.0
unmatched_applicants,4876.0,2524.0,2471.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2443.0,2454.0,2509.0,2651.0,2756.0,2878.0,3064.0,3244.0,3405.0,3579.0,3694.0,3831.0,3973.0,4084.0,4208.0,4274.0,4404.0,4499.0,4545.0,4632.0
unmatched_applicants,4912.0,2523.0,2465.0,2441.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2437.0,2452.0,2511.0,2654.0,2715.0,2923.0,3062.0,3239.0,3378.0,3550.0,3739.0,3830.0,3980.0,4081.0,4169.0,4301.0,4427.0,4510.0,4598.0,4663.0
unmatched_applicants,4887.0,2516.0,2462.0,2436.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2457.0,2556.0,2609.0,2739.0,2961.0,3076.0,3229.0,3393.0,3544.0,3722.0,3843.0,3978.0,4066.0,4222.0,4302.0,4446.0,4482.0,4571.0,4664.0
unfilled_spots,2460.0,109.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,85.0,197.0,349.0,473.0,637.0,828.0,977.0,1113.0,1284.0,1406.0,1549.0,1666.0,1768.0,1870.0,1956.0,2048.0,2146.0,2229.0
unfilled_spots,2445.0,104.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,58.0,165.0,320.0,448.0,646.0,806.0,1000.0,1094.0,1276.0,1407.0,1516.0,1603.0,1764.0,1856.0,1998.0,2059.0,2168.0,2226.0
unfilled_spots,2453.0,66.0,26.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,100.0,190.0,330.0,497.0,661.0,838.0,982.0,1109.0,1251.0,1423.0,1528.0,1640.0,1763.0,1876.0,1954.0,2072.0,2160.0,2221.0
unfilled_spots,2461.0,93.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,82.0,190.0,276.0,484.0,644.0,785.0,948.0,1093.0,1261.0,1408.0,1557.0,1660.0,1783.0,1883.0,1963.0,2075.0,2158.0,2240.0
unfilled_spots,2477.0,91.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,62.0,161.0,316.0,465.0,647.0,802.0,972.0,1106.0,1271.0,1420.0,1545.0,1678.0,1759.0,1857.0,1967.0,2047.0,2156.0,2206.0
unfilled_spots,2442.0,94.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,83.0,204.0,324.0,491.0,633.0,832.0,970.0,1140.0,1302.0,1432.0,1537.0,1641.0,1781.0,1891.0,1941.0,2075.0,2166.0,2251.0
unfilled_spots,2463.0,92.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,81.0,179.0,299.0,466.0,635.0,804.0,980.0,1117.0,1278.0,1453.0,1530.0,1678.0,1775.0,1884.0,1967.0,2049.0,2143.0,2210.0
unfilled_spots,2441.0,89.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,74.0,216.0,321.0,443.0,629.0,809.0,970.0,1144.0,1259.0,1396.0,1538.0,1649.0,1773.0,1839.0,1969.0,2064.0,2110.0,2197.0
unfilled_spots,2477.0,88.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,76.0,219.0,280.0,488.0,627.0,804.0,943.0,1115.0,1304.0,1395.0,1545.0,1646.0,1734.0,1866.0,1992.0,2075.0,2163.0,2228.0
unfilled_spots,2452.0,81.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,121.0,174.0,304.0,526.0,641.0,794.0,958.0,1109.0,1287.0,1408.0,1543.0,1631.0,1787.0,1867.0,2011.0,2047.0,2136.0,2229.0
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,293.9865361077111,275.2864137086903,215.37576499388004,142.26805385556915,108.84088127294982,108.21297429620563,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,295.2778457772338,277.0012239902081,218.8531211750306,142.3500611995104,108.85556915544676,108.83353733170135,116.95226438188494,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,294.96205630354956,277.4908200734394,218.10526315789474,140.92778457772337,109.22399020807833,109.16768665850674,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,294.9290085679315,278.28396572827415,215.5875152998776,144.4406364749082,111.61321909424724,108.22399020807833,116.98653610771113,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,295.20685434516525,277.61933904528763,219.45654834761322,141.69033047735618,110.3170134638923,109.31211750305998,116.97796817625459,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,295.51040391676867,275.1578947368421,217.52386780905752,144.51162790697674,111.19339045287637,108.47368421052632,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,294.4026927784578,275.0587515299878,214.39657282741737,142.02447980416156,111.39779681762546,109.18115055079559,116.94124847001224,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,294.10403916768666,278.90085679314564,216.58139534883722,144.40881272949815,111.84455324357405,109.5813953488372,116.7454100367197,125.93268053855569,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,295.48837209302326,275.4969400244798,214.0342717258262,138.65483476132192,109.06976744186046,109.38188494492044,117.203182374541,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
reviews_per_program,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,296.35373317013466,295.1799265605875,271.9436964504284,216.68543451652386,143.64137086903304,109.56303549571604,108.96817625458996,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224
pct_interview_given_signal,0.0,1.0077688428513016,1.0090636499931853,1.0085866157830177,1.0069851437917405,1.0047703421016765,1.0042024442324293,1.002414377226971,0.9969333515060651,0.9741947208214075,0.9173095270546545,0.8483898546594472,0.7794057516696198,0.719514368689781,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0094043887147335,1.0090636499931853,1.0082685929762392,1.0063718140929536,1.0052337467629822,1.0032256598973242,1.0025312019315018,0.9963200218072782,0.9726348946738752,0.9184544091590569,0.8476464247215235,0.7792126663940757,0.7194934001530703,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0122665939757394,1.0092680932261142,1.0077688428513016,1.0067125528145018,1.0053973013493254,1.003679978192722,1.0025701434996788,0.9979214937985552,0.9741190011055079,0.9199672890827314,0.8477331582142813,0.7792013084366908,0.719514368689781,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0098132751805915,1.007905138339921,1.0078142746808414,1.005860706010631,1.004852119394848,1.0031120803234745,1.0025701434996788,0.997665939757394,0.9752396529008223,0.9174730816409977,0.8474605672370427,0.7793716777974649,0.7194409788112937,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0092680932261142,1.007700695106992,1.0069510699195856,1.0059970014992503,1.0050156739811913,1.003634546363182,1.002823263692829,0.9971718686111489,0.9745278875713659,0.9195175139702876,0.8472127572577348,0.7791785925219209,0.719482915884715,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0107673436009268,1.0076325473626824,1.0071327972377448,1.0065421834537276,1.0055063377402207,1.0035209667893326,1.002628555851944,0.9971548316750716,0.9734526676055911,0.9182772250238517,0.8480429206884161,0.7794057516696198,0.719514368689781,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0111762300667848,1.0094725364590431,1.0083594566353187,1.0065081095815729,1.005097451274363,1.0035436827041024,1.001888666056582,0.9966777974649039,0.9733466600033317,0.9217527599836446,0.8473118812494579,0.7792580982236155,0.7194724316163597,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0115851165326428,1.0085184680387078,1.0073599563854436,1.0071555131525147,1.0049611557857434,1.00402071691427,1.0024338480110595,0.9972740902276135,0.9719837051171384,0.9177047839716506,0.8472003667587694,0.7790422970333015,0.719514368689781,0.668101014427851,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0085866157830177,1.0072236608968244,1.0078597065103811,1.006269592476489,1.005097451274363,1.003861705510881,1.0028037929087403,0.9973081640997683,0.9725894628443355,0.9191767752487393,0.8476835962184197,0.7792921720957703,0.7194934001530703,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_signal,0.0,1.0089955022488755,1.0083821725500886,1.0078142746808414,1.0056903366498569,1.0049338966880197,1.0038162736813412,1.002667497420121,0.995246694834401,0.9740432813896083,0.9189723320158103,0.8473738337442849,0.7791899504793058,0.719514368689781,0.6681204852119395,0.6235791195311435,0.5846054245604471,0.5502168701745384,0.519649266275953,0.49229930489300805,0.46768433964835765,0.44541365680795963,0.4251675814985069,0.4066820344768327,0.3897369497069647,0.3741474717186861,0.3597571843448905,0.34643284418396864,0.3340602426059697,0.32254092389541905,0.31178955976557177
pct_interview_given_nosignal,0.28344505433233796,0.26080993594112034,0.23663095138647686,0.21093089818727,0.18364642130345485,0.15463696723067039,0.12327674546565101,0.08987639047609063,0.05512879923674526,0.024413929398936895,0.007851805322635125,0.0009726541687833769,3.894156817695049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
