Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,666.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,573.0,573.0,582.0,588.0,604.0,612.0,617.0,620.0,630.0,637.0,638.0,644.0,650.0,653.0
unmatched_applicants,668.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,570.0,571.0,573.0,588.0,589.0,600.0,608.0,618.0,631.0,632.0,635.0,638.0,650.0,647.0,655.0
unmatched_applicants,668.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,565.0,569.0,572.0,590.0,598.0,599.0,608.0,613.0,627.0,630.0,634.0,640.0,644.0,644.0,656.0
unmatched_applicants,668.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,573.0,575.0,591.0,594.0,610.0,611.0,617.0,625.0,625.0,637.0,638.0,644.0,649.0,659.0
unmatched_applicants,670.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,572.0,583.0,587.0,591.0,602.0,611.0,612.0,619.0,634.0,634.0,641.0,640.0,646.0,652.0
unmatched_applicants,665.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,568.0,574.0,583.0,590.0,588.0,603.0,611.0,622.0,620.0,628.0,634.0,638.0,648.0,651.0,657.0
unmatched_applicants,670.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,565.0,570.0,579.0,586.0,591.0,605.0,610.0,613.0,624.0,630.0,639.0,646.0,646.0,657.0,658.0
unmatched_applicants,665.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,567.0,573.0,580.0,586.0,586.0,601.0,606.0,618.0,622.0,629.0,638.0,638.0,644.0,648.0,654.0
unmatched_applicants,667.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,564.0,574.0,585.0,583.0,591.0,605.0,611.0,614.0,629.0,628.0,637.0,640.0,648.0,650.0,655.0
unmatched_applicants,667.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,563.0,578.0,576.0,592.0,595.0,604.0,621.0,616.0,633.0,633.0,638.0,641.0,647.0,649.0,653.0
unfilled_spots,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,11.0,20.0,26.0,42.0,50.0,55.0,58.0,68.0,75.0,76.0,82.0,88.0,91.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,11.0,26.0,27.0,38.0,46.0,56.0,69.0,70.0,73.0,76.0,88.0,85.0,93.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,28.0,36.0,37.0,46.0,51.0,65.0,68.0,72.0,78.0,82.0,82.0,94.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,13.0,29.0,32.0,48.0,49.0,55.0,63.0,63.0,75.0,76.0,82.0,87.0,97.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,21.0,25.0,29.0,40.0,49.0,50.0,57.0,72.0,72.0,79.0,78.0,84.0,90.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,21.0,28.0,26.0,41.0,49.0,60.0,58.0,66.0,72.0,76.0,86.0,89.0,95.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,17.0,24.0,29.0,43.0,48.0,51.0,62.0,68.0,77.0,84.0,84.0,95.0,96.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,18.0,24.0,24.0,39.0,44.0,56.0,60.0,67.0,76.0,76.0,82.0,86.0,92.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,23.0,21.0,29.0,43.0,49.0,52.0,67.0,66.0,75.0,78.0,86.0,88.0,93.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,14.0,30.0,33.0,42.0,59.0,54.0,71.0,71.0,76.0,79.0,85.0,87.0,91.0
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,378.6,147.21818181818182,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,384.96363636363634,148.0909090909091,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,379.7818181818182,134.25454545454545,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,372.43636363636364,171.9090909090909,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,372.1090909090909,122.4,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,379.6,127.54545454545455,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,386.05454545454546,114.83636363636364,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,385.45454545454544,107.9090909090909,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
