Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,1061.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,741.0,749.0,783.0,792.0,830.0,869.0,871.0,887.0,916.0,934.0,952.0,980.0,990.0,1021.0
unmatched_applicants,1061.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,730.0,743.0,736.0,757.0,783.0,800.0,820.0,847.0,867.0,890.0,905.0,937.0,957.0,966.0,992.0,1014.0
unmatched_applicants,1067.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,737.0,742.0,757.0,759.0,810.0,815.0,852.0,878.0,897.0,917.0,950.0,964.0,972.0,1004.0,1009.0
unmatched_applicants,1059.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,730.0,727.0,731.0,747.0,766.0,785.0,793.0,824.0,855.0,854.0,890.0,905.0,944.0,946.0,984.0,995.0,1015.0
unmatched_applicants,1060.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,736.0,745.0,767.0,772.0,788.0,813.0,842.0,868.0,897.0,913.0,940.0,956.0,970.0,992.0,1007.0
unmatched_applicants,1067.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,733.0,737.0,767.0,781.0,804.0,815.0,845.0,877.0,886.0,912.0,926.0,952.0,978.0,994.0,1016.0
unmatched_applicants,1057.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,737.0,741.0,749.0,775.0,801.0,830.0,845.0,879.0,893.0,895.0,937.0,949.0,978.0,985.0,1004.0
unmatched_applicants,1043.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,732.0,729.0,740.0,766.0,784.0,783.0,811.0,845.0,869.0,897.0,912.0,935.0,965.0,970.0,993.0,1009.0
unmatched_applicants,1065.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,736.0,746.0,754.0,787.0,803.0,842.0,852.0,887.0,891.0,917.0,931.0,970.0,954.0,1004.0,1011.0
unmatched_applicants,1053.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,731.0,747.0,761.0,782.0,802.0,822.0,854.0,866.0,900.0,912.0,934.0,968.0,986.0,995.0,999.0
