Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,5560.0,4648.0,4648.0,4648.0,4673.0,4743.0,4851.0,4930.0,5014.0,5097.0,5152.0,5212.0,5263.0,5297.0,5355.0,5375.0,5417.0,5452.0,5469.0,5484.0,5522.0
unmatched_applicants,5558.0,4648.0,4648.0,4652.0,4675.0,4729.0,4820.0,4912.0,5039.0,5100.0,5162.0,5217.0,5270.0,5299.0,5356.0,5366.0,5410.0,5434.0,5478.0,5483.0,5505.0
unmatched_applicants,5562.0,4648.0,4648.0,4650.0,4666.0,4729.0,4832.0,4918.0,5017.0,5092.0,5159.0,5189.0,5266.0,5318.0,5343.0,5402.0,5417.0,5432.0,5454.0,5495.0,5506.0
unmatched_applicants,5564.0,4648.0,4648.0,4648.0,4671.0,4749.0,4811.0,4921.0,4995.0,5074.0,5179.0,5212.0,5278.0,5310.0,5358.0,5385.0,5426.0,5433.0,5469.0,5480.0,5513.0
unmatched_applicants,5562.0,4648.0,4648.0,4650.0,4668.0,4748.0,4845.0,4921.0,5009.0,5094.0,5148.0,5194.0,5269.0,5296.0,5362.0,5383.0,5400.0,5438.0,5468.0,5485.0,5515.0
unmatched_applicants,5553.0,4648.0,4648.0,4648.0,4676.0,4734.0,4827.0,4927.0,5018.0,5096.0,5144.0,5213.0,5263.0,5295.0,5358.0,5372.0,5411.0,5443.0,5474.0,5487.0,5510.0
unmatched_applicants,5552.0,4648.0,4648.0,4649.0,4669.0,4749.0,4834.0,4927.0,5013.0,5093.0,5153.0,5217.0,5258.0,5322.0,5350.0,5368.0,5419.0,5446.0,5465.0,5495.0,5520.0
unmatched_applicants,5560.0,4648.0,4648.0,4650.0,4675.0,4733.0,4828.0,4900.0,5025.0,5080.0,5154.0,5215.0,5276.0,5322.0,5328.0,5385.0,5430.0,5445.0,5482.0,5489.0,5512.0
unmatched_applicants,5548.0,4648.0,4648.0,4651.0,4668.0,4743.0,4833.0,4928.0,5032.0,5083.0,5143.0,5203.0,5251.0,5308.0,5366.0,5379.0,5416.0,5442.0,5467.0,5483.0,5510.0
unmatched_applicants,5559.0,4648.0,4648.0,4648.0,4671.0,4736.0,4833.0,4919.0,5025.0,5101.0,5147.0,5211.0,5259.0,5292.0,5338.0,5385.0,5399.0,5440.0,5454.0,5495.0,5513.0
unfilled_spots,912.0,0.0,0.0,0.0,25.0,95.0,203.0,282.0,366.0,449.0,504.0,564.0,615.0,649.0,707.0,727.0,769.0,804.0,821.0,836.0,874.0
unfilled_spots,910.0,0.0,0.0,4.0,27.0,81.0,172.0,264.0,391.0,452.0,514.0,569.0,622.0,651.0,708.0,718.0,762.0,786.0,830.0,835.0,857.0
unfilled_spots,914.0,0.0,0.0,2.0,18.0,81.0,184.0,270.0,369.0,444.0,511.0,541.0,618.0,670.0,695.0,754.0,769.0,784.0,806.0,847.0,858.0
unfilled_spots,916.0,0.0,0.0,0.0,23.0,101.0,163.0,273.0,347.0,426.0,531.0,564.0,630.0,662.0,710.0,737.0,778.0,785.0,821.0,832.0,865.0
unfilled_spots,914.0,0.0,0.0,2.0,20.0,100.0,197.0,273.0,361.0,446.0,500.0,546.0,621.0,648.0,714.0,735.0,752.0,790.0,820.0,837.0,867.0
unfilled_spots,905.0,0.0,0.0,0.0,28.0,86.0,179.0,279.0,370.0,448.0,496.0,565.0,615.0,647.0,710.0,724.0,763.0,795.0,826.0,839.0,862.0
unfilled_spots,904.0,0.0,0.0,1.0,21.0,101.0,186.0,279.0,365.0,445.0,505.0,569.0,610.0,674.0,702.0,720.0,771.0,798.0,817.0,847.0,872.0
unfilled_spots,912.0,0.0,0.0,2.0,27.0,85.0,180.0,252.0,377.0,432.0,506.0,567.0,628.0,674.0,680.0,737.0,782.0,797.0,834.0,841.0,864.0
unfilled_spots,900.0,0.0,0.0,3.0,20.0,95.0,185.0,280.0,384.0,435.0,495.0,555.0,603.0,660.0,718.0,731.0,768.0,794.0,819.0,835.0,862.0
unfilled_spots,911.0,0.0,0.0,0.0,23.0,88.0,185.0,271.0,377.0,453.0,499.0,563.0,611.0,644.0,690.0,737.0,751.0,792.0,806.0,847.0,865.0
reviews_per_program,416.93617021276594,285.6534954407295,37.44984802431611,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617
reviews_per_program,416.93617021276594,282.1063829787234,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617
reviews_per_program,416.93617021276594,259.677811550152,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.8936170212766,145.0212765957447,163.14893617021278,181.27659574468086,199.40425531914894,217.53191489361703,235.6595744680851,253.7872340425532,271.9148936170213,290.0425531914894,308.17021276595744,326.29787234042556,344.4255319148936,362.5531914893617
