Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,2211.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1804.0,1807.0,1830.0,1811.0,1854.0,1883.0,1931.0,1953.0,1990.0,2046.0,2060.0,2110.0
unmatched_applicants,2212.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1800.0,1797.0,1797.0,1820.0,1830.0,1861.0,1882.0,1908.0,1956.0,2000.0,2044.0,2057.0,2103.0
unmatched_applicants,2206.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1801.0,1817.0,1827.0,1858.0,1880.0,1898.0,1933.0,1976.0,2033.0,2068.0,2122.0
unmatched_applicants,2218.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1798.0,1798.0,1817.0,1817.0,1851.0,1885.0,1918.0,1966.0,1998.0,2045.0,2058.0,2112.0
unmatched_applicants,2224.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1805.0,1797.0,1806.0,1822.0,1854.0,1879.0,1912.0,1975.0,1996.0,2030.0,2072.0,2117.0
unmatched_applicants,2195.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1807.0,1808.0,1829.0,1837.0,1881.0,1898.0,1964.0,1994.0,2034.0,2084.0,2119.0
unmatched_applicants,2207.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1809.0,1815.0,1833.0,1849.0,1881.0,1905.0,1948.0,2005.0,2041.0,2093.0,2113.0
unmatched_applicants,2211.0,1798.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1807.0,1809.0,1829.0,1864.0,1877.0,1920.0,1957.0,1997.0,2048.0,2073.0,2123.0
unmatched_applicants,2195.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1799.0,1800.0,1808.0,1812.0,1843.0,1852.0,1892.0,1937.0,1962.0,2002.0,2046.0,2073.0,2114.0
unmatched_applicants,2226.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1800.0,1818.0,1826.0,1856.0,1890.0,1925.0,1957.0,2005.0,2035.0,2099.0,2117.0
unfilled_spots,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,33.0,14.0,57.0,86.0,134.0,156.0,193.0,249.0,263.0,313.0
unfilled_spots,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,33.0,64.0,85.0,111.0,159.0,203.0,247.0,260.0,306.0
unfilled_spots,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,30.0,61.0,83.0,101.0,136.0,179.0,236.0,271.0,325.0
unfilled_spots,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,54.0,88.0,121.0,169.0,201.0,248.0,261.0,315.0
unfilled_spots,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,25.0,57.0,82.0,115.0,178.0,199.0,233.0,275.0,320.0
unfilled_spots,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,32.0,40.0,84.0,101.0,167.0,197.0,237.0,287.0,322.0
unfilled_spots,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,36.0,52.0,84.0,108.0,151.0,208.0,244.0,296.0,316.0
unfilled_spots,414.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,32.0,67.0,80.0,123.0,160.0,200.0,251.0,276.0,326.0
unfilled_spots,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,15.0,46.0,55.0,95.0,140.0,165.0,205.0,249.0,276.0,317.0
unfilled_spots,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,29.0,59.0,93.0,128.0,160.0,208.0,238.0,302.0,320.0
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,244.9602122015915,227.26525198938992,168.86206896551724,111.74005305039788,95.61273209549071,96.84350132625995,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,244.46153846153845,227.3633952254642,170.22811671087533,110.77453580901857,91.48806366047745,96.89655172413794,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,244.0318302387268,227.9602122015915,174.20689655172413,111.07427055702918,90.62599469496021,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,242.82493368700264,227.57294429708222,174.6206896551724,115.48541114058355,92.12732095490716,96.77984084880637,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,243.0079575596817,227.47745358090185,176.19893899204243,111.16445623342175,94.78249336870026,97.18037135278514,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,241.42175066312998,227.52254641909815,172.26259946949602,110.60742705570291,94.10610079575596,97.53580901856763,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,244.90716180371354,228.395225464191,172.89920424403184,114.40053050397879,95.53580901856763,96.81697612732096,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
reviews_per_program,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,245.46419098143235,244.9602122015915,227.85411140583554,167.70026525198938,108.72413793103448,94.36870026525199,96.82758620689656,105.56498673740053,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176
