Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,11836.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6636.0,6801.0,7094.0,7540.0,7834.0,8180.0,8545.0,8841.0,9203.0,9425.0,9776.0,10020.0,10287.0,10458.0,10651.0,10893.0,11060.0,11238.0,11421.0
unmatched_applicants,11827.0,6519.0,6525.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6528.0,6600.0,6822.0,7132.0,7447.0,7866.0,8173.0,8538.0,8855.0,9189.0,9493.0,9788.0,10053.0,10332.0,10524.0,10707.0,10897.0,11085.0,11251.0,11404.0
unmatched_applicants,11881.0,6519.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6528.0,6537.0,6599.0,6816.0,7062.0,7441.0,7781.0,8086.0,8502.0,8851.0,9158.0,9406.0,9762.0,9981.0,10252.0,10489.0,10673.0,10965.0,11079.0,11221.0,11405.0
unmatched_applicants,11914.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6547.0,6574.0,6826.0,7085.0,7489.0,7872.0,8269.0,8582.0,8883.0,9185.0,9463.0,9726.0,10027.0,10261.0,10470.0,10621.0,10819.0,11034.0,11206.0,11408.0
unmatched_applicants,11855.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6526.0,6596.0,6839.0,7115.0,7468.0,7816.0,8153.0,8528.0,8828.0,9179.0,9432.0,9717.0,10002.0,10318.0,10499.0,10694.0,10908.0,11079.0,11338.0,11414.0
unmatched_applicants,11872.0,6519.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6526.0,6609.0,6789.0,7105.0,7501.0,7811.0,8161.0,8544.0,8848.0,9147.0,9463.0,9704.0,9997.0,10234.0,10473.0,10711.0,10877.0,11104.0,11248.0,11427.0
unmatched_applicants,11850.0,6519.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6546.0,6606.0,6779.0,7082.0,7415.0,7777.0,8138.0,8487.0,8796.0,9175.0,9496.0,9700.0,10002.0,10243.0,10501.0,10671.0,10922.0,11094.0,11196.0,11390.0
unmatched_applicants,11865.0,6519.0,6527.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6524.0,6598.0,6778.0,7086.0,7505.0,7794.0,8144.0,8524.0,8917.0,9172.0,9473.0,9763.0,10019.0,10166.0,10496.0,10677.0,10857.0,11123.0,11253.0,11430.0
unmatched_applicants,11884.0,6519.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6527.0,6594.0,6865.0,7107.0,7413.0,7864.0,8186.0,8544.0,8817.0,9176.0,9410.0,9749.0,10028.0,10224.0,10508.0,10718.0,10830.0,11072.0,11281.0,11370.0
unmatched_applicants,11908.0,6519.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6532.0,6608.0,6887.0,7121.0,7443.0,7822.0,8160.0,8546.0,8817.0,9198.0,9454.0,9675.0,9995.0,10256.0,10482.0,10648.0,10878.0,10990.0,11218.0,11421.0
