Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,1352.0,707.0,689.0,679.0,677.0,676.0,676.0,676.0,677.0,683.0,692.0,741.0,782.0,843.0,915.0,970.0,1032.0,1061.0,1115.0,1154.0,1216.0,1246.0
unmatched_applicants,1337.0,689.0,688.0,678.0,676.0,676.0,676.0,676.0,679.0,685.0,727.0,745.0,801.0,860.0,909.0,965.0,1041.0,1086.0,1117.0,1164.0,1213.0,1236.0
unmatched_applicants,1349.0,699.0,689.0,678.0,676.0,676.0,676.0,676.0,677.0,677.0,699.0,746.0,807.0,859.0,906.0,961.0,1028.0,1098.0,1120.0,1179.0,1209.0,1253.0
unmatched_applicants,1363.0,719.0,681.0,679.0,681.0,676.0,676.0,676.0,680.0,687.0,715.0,746.0,790.0,840.0,909.0,970.0,1016.0,1079.0,1102.0,1159.0,1212.0,1225.0
unmatched_applicants,1342.0,715.0,689.0,677.0,679.0,676.0,676.0,676.0,677.0,683.0,711.0,759.0,800.0,844.0,916.0,958.0,1019.0,1072.0,1128.0,1169.0,1202.0,1247.0
unmatched_applicants,1345.0,704.0,687.0,682.0,676.0,676.0,677.0,676.0,679.0,687.0,696.0,747.0,776.0,867.0,930.0,966.0,1021.0,1059.0,1127.0,1165.0,1204.0,1252.0
unmatched_applicants,1350.0,707.0,684.0,677.0,676.0,676.0,676.0,676.0,676.0,678.0,716.0,746.0,797.0,858.0,913.0,972.0,1016.0,1067.0,1109.0,1173.0,1201.0,1253.0
unmatched_applicants,1361.0,698.0,687.0,677.0,677.0,676.0,676.0,676.0,680.0,676.0,707.0,750.0,782.0,839.0,907.0,969.0,1027.0,1078.0,1125.0,1172.0,1190.0,1248.0
unmatched_applicants,1359.0,687.0,687.0,684.0,677.0,676.0,676.0,676.0,679.0,677.0,715.0,746.0,798.0,859.0,905.0,955.0,1009.0,1062.0,1128.0,1170.0,1205.0,1244.0
unmatched_applicants,1366.0,700.0,683.0,681.0,676.0,676.0,676.0,679.0,676.0,681.0,696.0,750.0,772.0,846.0,917.0,961.0,1012.0,1061.0,1132.0,1166.0,1207.0,1250.0
unfilled_spots,676.0,31.0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,16.0,65.0,106.0,167.0,239.0,294.0,356.0,385.0,439.0,478.0,540.0,570.0
unfilled_spots,661.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,51.0,69.0,125.0,184.0,233.0,289.0,365.0,410.0,441.0,488.0,537.0,560.0
unfilled_spots,673.0,23.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,70.0,131.0,183.0,230.0,285.0,352.0,422.0,444.0,503.0,533.0,577.0
unfilled_spots,687.0,43.0,5.0,3.0,5.0,0.0,0.0,0.0,4.0,11.0,39.0,70.0,114.0,164.0,233.0,294.0,340.0,403.0,426.0,483.0,536.0,549.0
unfilled_spots,666.0,39.0,13.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,35.0,83.0,124.0,168.0,240.0,282.0,343.0,396.0,452.0,493.0,526.0,571.0
unfilled_spots,669.0,28.0,11.0,6.0,0.0,0.0,1.0,0.0,3.0,11.0,20.0,71.0,100.0,191.0,254.0,290.0,345.0,383.0,451.0,489.0,528.0,576.0
unfilled_spots,674.0,31.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,70.0,121.0,182.0,237.0,296.0,340.0,391.0,433.0,497.0,525.0,577.0
unfilled_spots,685.0,22.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,31.0,74.0,106.0,163.0,231.0,293.0,351.0,402.0,449.0,496.0,514.0,572.0
unfilled_spots,683.0,11.0,11.0,8.0,1.0,0.0,0.0,0.0,3.0,1.0,39.0,70.0,122.0,183.0,229.0,279.0,333.0,386.0,452.0,494.0,529.0,568.0
unfilled_spots,690.0,24.0,7.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,20.0,74.0,96.0,170.0,241.0,285.0,336.0,385.0,456.0,490.0,531.0,574.0
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,170.34915254237288,138.73559322033898,96.43050847457627,74.80677966101695,74.90508474576271,80.49830508474577,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.51186440677967,166.26779661016948,137.4135593220339,97.11186440677966,73.00677966101695,74.2135593220339,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.5593220338983,167.4915254237288,138.61016949152543,95.2406779661017,74.31186440677966,74.7322033898305,80.49830508474577,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.08813559322033,165.0,137.20677966101695,92.57966101694915,74.1864406779661,74.7864406779661,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.4779661016949,169.71186440677965,138.95593220338984,91.37966101694916,74.15254237288136,74.33220338983051,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,169.23728813559322,138.4508474576271,94.53898305084746,73.7728813559322,74.2813559322034,80.56610169491526,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.52542372881356,169.11864406779662,136.31525423728814,93.10847457627119,74.74237288135593,73.2677966101695,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,168.32881355932204,136.4542372881356,99.20338983050847,74.34237288135593,73.88474576271186,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.52542372881356,166.05084745762713,136.4949152542373,93.79322033898305,73.59661016949153,74.62033898305084,80.20677966101695,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
reviews_per_program,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,174.99661016949153,168.30169491525425,137.8135593220339,95.03728813559322,74.70169491525424,74.61016949152543,80.47796610169492,87.49830508474577,94.78983050847458,102.0813559322034,109.37288135593221,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051
pct_interview_given_signal,0.0,1.0213854021385402,1.0220827522082752,1.0168913683558034,1.0111576011157601,1.0081822408182242,1.003021850302185,0.9799428837085741,0.9150395165039517,0.8342373056459528,0.7535564853556486,0.6856853049321668,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0264993026499303,1.0172013017201302,1.0158066015806602,1.0138307763830776,1.008554160855416,1.0024794669146133,0.9791459122003056,0.9164342166434216,0.833875716720905,0.7536494653649466,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0246397024639702,1.0206880520688053,1.0128622346195568,1.0112738261273826,1.00790330079033,1.0019370835270416,0.9778840406455469,0.9189330543933054,0.8331525388708094,0.7538819153881915,0.6856430412915768,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.01348210134821,1.0167364016736402,1.0156516348984967,1.0124360762436075,1.0077173407717341,1.0040291337362468,0.9758251975825197,0.9131799163179917,0.833875716720905,0.7535564853556486,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0176662017666203,1.0174337517433751,1.0158066015806602,1.01022780102278,1.0092050209205021,1.001627150162715,0.983462841203427,0.916724779172478,0.8348571723746061,0.7538819153881915,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0195258019525801,1.0188284518828452,1.0153417015341701,1.0108089260808926,1.0092980009298,1.0017821168448784,0.9764893405060769,0.9173059042305904,0.8342373056459528,0.7537889353788936,0.6856853049321668,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0209205020920502,1.0192933519293352,1.0164264683093136,1.0112738261273826,1.007810320781032,1.0015496668216333,0.9798764694162184,0.9149232914923291,0.8327909499457616,0.7542538354253835,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0241748024174802,1.0172013017201302,1.0154966682163336,1.011390051139005,1.00836820083682,1.0023245002324501,0.979278740785017,0.9099837284983728,0.8340306834030683,0.7538354253835425,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0246397024639702,1.0181311018131103,1.0158066015806602,1.0127847512784751,1.0092980009298,1.002556950255695,0.9778176263531912,0.918816829381683,0.8339273722816262,0.7536959553695955,0.6857275685727569,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_signal,0.0,1.0172013017201302,1.0197582519758253,1.0156516348984967,1.0129009762900976,1.0074384007438402,1.0024794669146133,0.9763565119213655,0.916724779172478,0.8347022056924428,0.7539748953974895,0.6856007776509868,0.6285836045250272,0.5802310195615635,0.5387859467357375,0.5028668836200217,0.47143770339377034,0.4437060737823721,0.4190557363500181,0.3970001712789645,0.3771501627150163,0.3591906311571584
pct_interview_given_nosignal,0.3142918022625136,0.2835486022679037,0.2499471704492625,0.21392043567775784,0.17491864249186426,0.1316890552741687,0.08471511958262307,0.04020018049060629,0.013917945141794515,0.0023245002324500234,0.0005313143388457196,3.576154203769266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3142918022625136,0.28332625876740847,0.25039093867545753,0.2140754023599212,0.17438400743840074,0.1315911815801708,0.08489591404514696,0.04052834522930511,0.013220595072059508,0.002541453587478692,0.00046490004649000463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3142918022625136,0.28340711094940674,0.2500739613710325,0.21449602621150737,0.17489539748953975,0.13176246054466711,0.08507670850767085,0.04104793939891159,0.01197117619711762,0.00297536029753603,0.00029886431560071725,7.152308407538533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
