Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,510.0,209.0,204.0,204.0,204.0,204.0,207.0,224.0,249.0,272.0,291.0,310.0,334.0,349.0,365.0,375.0,391.0,396.0,417.0,415.0,432.0,437.0,443.0,446.0,448.0,462.0,462.0,462.0,470.0,481.0,488.0,480.0,494.0,496.0,495.0,497.0,499.0,504.0
unmatched_applicants,512.0,204.0,206.0,204.0,204.0,204.0,209.0,227.0,246.0,276.0,299.0,311.0,325.0,345.0,374.0,382.0,388.0,394.0,401.0,419.0,419.0,436.0,439.0,445.0,452.0,460.0,463.0,472.0,473.0,481.0,481.0,482.0,492.0,488.0,493.0,503.0,503.0,502.0
unmatched_applicants,513.0,205.0,204.0,204.0,204.0,205.0,212.0,228.0,247.0,275.0,286.0,318.0,335.0,359.0,363.0,377.0,395.0,406.0,408.0,424.0,423.0,437.0,439.0,447.0,458.0,460.0,463.0,467.0,475.0,484.0,486.0,489.0,490.0,490.0,494.0,495.0,499.0,503.0
unmatched_applicants,507.0,204.0,204.0,205.0,204.0,205.0,217.0,221.0,249.0,270.0,276.0,319.0,335.0,350.0,373.0,375.0,389.0,396.0,408.0,420.0,414.0,440.0,440.0,447.0,458.0,465.0,464.0,469.0,474.0,477.0,484.0,484.0,489.0,496.0,502.0,497.0,502.0,507.0
unmatched_applicants,512.0,207.0,204.0,204.0,204.0,207.0,208.0,219.0,245.0,263.0,297.0,320.0,332.0,355.0,361.0,382.0,381.0,397.0,404.0,425.0,432.0,430.0,438.0,454.0,455.0,462.0,464.0,470.0,469.0,472.0,477.0,490.0,490.0,497.0,492.0,499.0,503.0,504.0
unmatched_applicants,511.0,204.0,206.0,206.0,204.0,205.0,210.0,232.0,240.0,265.0,285.0,307.0,326.0,353.0,364.0,381.0,395.0,401.0,411.0,426.0,429.0,436.0,439.0,451.0,457.0,459.0,467.0,479.0,475.0,478.0,485.0,490.0,497.0,492.0,496.0,501.0,505.0,507.0
unmatched_applicants,515.0,204.0,204.0,204.0,204.0,204.0,207.0,227.0,252.0,280.0,290.0,321.0,338.0,352.0,372.0,381.0,388.0,402.0,404.0,418.0,437.0,441.0,442.0,450.0,451.0,463.0,465.0,470.0,476.0,483.0,478.0,484.0,488.0,493.0,495.0,503.0,503.0,507.0
unmatched_applicants,515.0,204.0,204.0,204.0,204.0,204.0,213.0,229.0,251.0,268.0,304.0,317.0,337.0,355.0,364.0,381.0,391.0,397.0,403.0,421.0,427.0,429.0,444.0,446.0,455.0,457.0,466.0,467.0,467.0,480.0,481.0,486.0,489.0,495.0,494.0,498.0,496.0,499.0
unmatched_applicants,510.0,204.0,204.0,204.0,204.0,204.0,215.0,232.0,249.0,272.0,297.0,308.0,331.0,353.0,367.0,376.0,381.0,398.0,418.0,416.0,416.0,430.0,438.0,455.0,454.0,457.0,468.0,467.0,475.0,481.0,480.0,481.0,491.0,490.0,497.0,500.0,495.0,508.0
unmatched_applicants,515.0,204.0,204.0,204.0,204.0,207.0,212.0,222.0,248.0,270.0,285.0,313.0,338.0,347.0,368.0,383.0,388.0,400.0,408.0,423.0,427.0,433.0,446.0,442.0,451.0,462.0,464.0,467.0,477.0,481.0,481.0,487.0,489.0,494.0,500.0,500.0,502.0,505.0
unfilled_spots,306.0,5.0,0.0,0.0,0.0,0.0,3.0,20.0,45.0,68.0,87.0,106.0,130.0,145.0,161.0,171.0,187.0,192.0,213.0,211.0,228.0,233.0,239.0,242.0,244.0,258.0,258.0,258.0,266.0,277.0,284.0,276.0,290.0,292.0,291.0,293.0,295.0,300.0
unfilled_spots,308.0,0.0,2.0,0.0,0.0,0.0,5.0,23.0,42.0,72.0,95.0,107.0,121.0,141.0,170.0,178.0,184.0,190.0,197.0,215.0,215.0,232.0,235.0,241.0,248.0,256.0,259.0,268.0,269.0,277.0,277.0,278.0,288.0,284.0,289.0,299.0,299.0,298.0
unfilled_spots,309.0,1.0,0.0,0.0,0.0,1.0,8.0,24.0,43.0,71.0,82.0,114.0,131.0,155.0,159.0,173.0,191.0,202.0,204.0,220.0,219.0,233.0,235.0,243.0,254.0,256.0,259.0,263.0,271.0,280.0,282.0,285.0,286.0,286.0,290.0,291.0,295.0,299.0
unfilled_spots,303.0,0.0,0.0,1.0,0.0,1.0,13.0,17.0,45.0,66.0,72.0,115.0,131.0,146.0,169.0,171.0,185.0,192.0,204.0,216.0,210.0,236.0,236.0,243.0,254.0,261.0,260.0,265.0,270.0,273.0,280.0,280.0,285.0,292.0,298.0,293.0,298.0,303.0
unfilled_spots,308.0,3.0,0.0,0.0,0.0,3.0,4.0,15.0,41.0,59.0,93.0,116.0,128.0,151.0,157.0,178.0,177.0,193.0,200.0,221.0,228.0,226.0,234.0,250.0,251.0,258.0,260.0,266.0,265.0,268.0,273.0,286.0,286.0,293.0,288.0,295.0,299.0,300.0
unfilled_spots,307.0,0.0,2.0,2.0,0.0,1.0,6.0,28.0,36.0,61.0,81.0,103.0,122.0,149.0,160.0,177.0,191.0,197.0,207.0,222.0,225.0,232.0,235.0,247.0,253.0,255.0,263.0,275.0,271.0,274.0,281.0,286.0,293.0,288.0,292.0,297.0,301.0,303.0
unfilled_spots,311.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,48.0,76.0,86.0,117.0,134.0,148.0,168.0,177.0,184.0,198.0,200.0,214.0,233.0,237.0,238.0,246.0,247.0,259.0,261.0,266.0,272.0,279.0,274.0,280.0,284.0,289.0,291.0,299.0,299.0,303.0
unfilled_spots,311.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,47.0,64.0,100.0,113.0,133.0,151.0,160.0,177.0,187.0,193.0,199.0,217.0,223.0,225.0,240.0,242.0,251.0,253.0,262.0,263.0,263.0,276.0,277.0,282.0,285.0,291.0,290.0,294.0,292.0,295.0
unfilled_spots,306.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,45.0,68.0,93.0,104.0,127.0,149.0,163.0,172.0,177.0,194.0,214.0,212.0,212.0,226.0,234.0,251.0,250.0,253.0,264.0,263.0,271.0,277.0,276.0,277.0,287.0,286.0,293.0,296.0,291.0,304.0
unfilled_spots,311.0,0.0,0.0,0.0,0.0,3.0,8.0,18.0,44.0,66.0,81.0,109.0,134.0,143.0,164.0,179.0,184.0,196.0,204.0,219.0,223.0,229.0,242.0,238.0,247.0,258.0,260.0,263.0,273.0,277.0,277.0,283.0,285.0,290.0,296.0,296.0,298.0,301.0
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,299.72151898734177,238.08860759493672,121.82278481012658,54.69620253164557,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,299.8481012658228,248.41772151898735,118.9113924050633,52.075949367088604,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,303.2911392405063,233.49367088607596,135.9367088607595,48.65822784810127,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,299.88607594936707,237.56962025316454,108.15189873417721,55.075949367088604,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,303.2911392405063,246.68354430379748,121.86075949367088,58.10126582278481,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,296.1645569620253,235.45569620253164,119.9113924050633,55.151898734177216,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,299.60759493670884,237.45569620253164,104.16455696202532,58.620253164556964,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,303.2911392405063,234.25316455696202,98.51898734177215,65.22784810126582,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
reviews_per_program,303.2911392405063,303.2911392405063,303.2911392405063,299.5822784810127,244.84810126582278,121.74683544303798,58.54430379746835,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405,151.64556962025316,159.22784810126583,166.81012658227849,174.39240506329114,181.9746835443038,189.55696202531647,197.13924050632912,204.72151898734177,212.30379746835442,219.8860759493671,227.46835443037975,235.0506329113924,242.63291139240508,250.21518987341773,257.7974683544304,265.37974683544303,272.9620253164557,280.54430379746833
