Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,1066.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0,735.0,746.0,748.0,772.0,783.0,822.0,841.0,846.0,861.0,900.0,909.0,930.0,953.0,963.0,989.0,1000.0,1015.0,1022.0
unmatched_applicants,1073.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,726.0,726.0,737.0,736.0,766.0,769.0,792.0,810.0,825.0,855.0,861.0,895.0,910.0,931.0,956.0,984.0,976.0,1000.0,1017.0,1031.0
unmatched_applicants,1059.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,728.0,731.0,756.0,780.0,797.0,811.0,830.0,864.0,873.0,903.0,919.0,927.0,949.0,953.0,978.0,1009.0,1018.0,1025.0
unmatched_applicants,1059.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,737.0,744.0,759.0,772.0,784.0,805.0,838.0,853.0,876.0,891.0,911.0,939.0,948.0,965.0,986.0,995.0,1006.0,1020.0
unmatched_applicants,1058.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,734.0,738.0,756.0,786.0,792.0,800.0,821.0,857.0,867.0,880.0,909.0,939.0,960.0,967.0,979.0,993.0,1015.0,1019.0
unmatched_applicants,1074.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,731.0,730.0,738.0,734.0,759.0,752.0,813.0,805.0,822.0,856.0,871.0,893.0,921.0,935.0,943.0,961.0,985.0,996.0,1006.0,1035.0
unmatched_applicants,1074.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,732.0,730.0,733.0,732.0,749.0,758.0,790.0,820.0,824.0,855.0,878.0,889.0,896.0,924.0,954.0,976.0,984.0,992.0,1021.0,1022.0
unmatched_applicants,1065.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,749.0,751.0,774.0,798.0,805.0,831.0,848.0,881.0,887.0,907.0,917.0,945.0,968.0,975.0,998.0,1023.0,1033.0
unmatched_applicants,1060.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,730.0,732.0,745.0,759.0,752.0,802.0,806.0,844.0,858.0,883.0,892.0,909.0,938.0,934.0,973.0,975.0,1002.0,1021.0,1021.0
unmatched_applicants,1061.0,726.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,734.0,734.0,741.0,752.0,773.0,797.0,801.0,837.0,849.0,871.0,896.0,910.0,926.0,953.0,971.0,976.0,986.0,1021.0,1029.0
unfilled_spots,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,20.0,22.0,46.0,57.0,96.0,115.0,120.0,135.0,174.0,183.0,204.0,227.0,237.0,263.0,274.0,289.0,296.0
unfilled_spots,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,10.0,40.0,43.0,66.0,84.0,99.0,129.0,135.0,169.0,184.0,205.0,230.0,258.0,250.0,274.0,291.0,305.0
