Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,1266.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,680.0,679.0,722.0,738.0,764.0,788.0,820.0,880.0,905.0,933.0,963.0,997.0,1037.0,1074.0,1094.0,1121.0,1152.0,1169.0,1198.0
unmatched_applicants,1275.0,679.0,683.0,678.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,677.0,680.0,683.0,698.0,722.0,734.0,785.0,826.0,842.0,897.0,943.0,962.0,1027.0,1010.0,1059.0,1097.0,1119.0,1157.0,1160.0,1195.0
unmatched_applicants,1278.0,682.0,677.0,686.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,683.0,684.0,696.0,712.0,748.0,797.0,820.0,868.0,891.0,931.0,942.0,1000.0,1034.0,1051.0,1095.0,1124.0,1147.0,1182.0,1188.0
unmatched_applicants,1274.0,693.0,683.0,680.0,679.0,680.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,686.0,681.0,710.0,729.0,751.0,788.0,822.0,851.0,879.0,926.0,966.0,1015.0,1013.0,1075.0,1081.0,1112.0,1155.0,1167.0,1187.0
unmatched_applicants,1281.0,676.0,683.0,681.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,679.0,676.0,681.0,689.0,700.0,736.0,749.0,797.0,810.0,865.0,899.0,929.0,972.0,993.0,1041.0,1050.0,1112.0,1126.0,1141.0,1184.0,1189.0
unmatched_applicants,1258.0,676.0,684.0,680.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,691.0,704.0,734.0,760.0,779.0,816.0,858.0,912.0,924.0,961.0,1002.0,1030.0,1074.0,1082.0,1119.0,1147.0,1177.0,1200.0
unmatched_applicants,1262.0,684.0,682.0,677.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,678.0,685.0,695.0,723.0,737.0,765.0,816.0,856.0,887.0,915.0,976.0,986.0,1039.0,1058.0,1077.0,1112.0,1139.0,1170.0,1193.0
unmatched_applicants,1266.0,677.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,681.0,676.0,684.0,693.0,707.0,755.0,772.0,819.0,871.0,907.0,930.0,963.0,995.0,1031.0,1056.0,1091.0,1123.0,1142.0,1176.0,1199.0
unmatched_applicants,1279.0,684.0,678.0,678.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,678.0,685.0,687.0,716.0,748.0,782.0,816.0,858.0,880.0,923.0,961.0,985.0,1040.0,1069.0,1092.0,1116.0,1152.0,1174.0,1196.0
unmatched_applicants,1277.0,678.0,677.0,680.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,681.0,682.0,684.0,730.0,756.0,779.0,820.0,849.0,887.0,929.0,971.0,975.0,1039.0,1069.0,1073.0,1122.0,1143.0,1174.0,1207.0
unfilled_spots,590.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,46.0,62.0,88.0,112.0,144.0,204.0,229.0,257.0,287.0,321.0,361.0,398.0,418.0,445.0,476.0,493.0,522.0
unfilled_spots,599.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,22.0,46.0,58.0,109.0,150.0,166.0,221.0,267.0,286.0,351.0,334.0,383.0,421.0,443.0,481.0,484.0,519.0
unfilled_spots,602.0,6.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,20.0,36.0,72.0,121.0,144.0,192.0,215.0,255.0,266.0,324.0,358.0,375.0,419.0,448.0,471.0,506.0,512.0
unfilled_spots,598.0,17.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,34.0,53.0,75.0,112.0,146.0,175.0,203.0,250.0,290.0,339.0,337.0,399.0,405.0,436.0,479.0,491.0,511.0
unfilled_spots,605.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,13.0,24.0,60.0,73.0,121.0,134.0,189.0,223.0,253.0,296.0,317.0,365.0,374.0,436.0,450.0,465.0,508.0,513.0
unfilled_spots,582.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,58.0,84.0,103.0,140.0,182.0,236.0,248.0,285.0,326.0,354.0,398.0,406.0,443.0,471.0,501.0,524.0
unfilled_spots,586.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,47.0,61.0,89.0,140.0,180.0,211.0,239.0,300.0,310.0,363.0,382.0,401.0,436.0,463.0,494.0,517.0
unfilled_spots,590.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,17.0,31.0,79.0,96.0,143.0,195.0,231.0,254.0,287.0,319.0,355.0,380.0,415.0,447.0,466.0,500.0,523.0
unfilled_spots,603.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,40.0,72.0,106.0,140.0,182.0,204.0,247.0,285.0,309.0,364.0,393.0,416.0,440.0,476.0,498.0,520.0
unfilled_spots,601.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,54.0,80.0,103.0,144.0,173.0,211.0,253.0,295.0,299.0,363.0,393.0,397.0,446.0,467.0,498.0,531.0
reviews_per_program,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,277.0779661016949,275.77966101694915,256.5728813559322,221.97627118644067,173.464406779661,138.9457627118644,126.99322033898305,124.9186440677966,131.24745762711865,138.53898305084746,145.83050847457628,153.1220338983051,160.4135593220339,167.70508474576272,174.99661016949153,182.28813559322035,189.57966101694916,196.87118644067797,204.1627118644068,211.4542372881356,218.74576271186442,226.03728813559323,233.32881355932204,240.62033898305086,247.91186440677967,255.20338983050848
