Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,458.0,204.0,204.0,204.0,204.0,219.0,229.0,252.0,283.0,308.0,323.0,348.0,365.0,384.0,392.0,398.0,410.0,427.0,433.0,434.0
unmatched_applicants,464.0,207.0,206.0,204.0,204.0,215.0,233.0,260.0,279.0,303.0,327.0,351.0,368.0,380.0,397.0,404.0,420.0,420.0,429.0,441.0
unmatched_applicants,460.0,207.0,205.0,205.0,204.0,211.0,234.0,249.0,273.0,301.0,339.0,348.0,364.0,385.0,399.0,405.0,420.0,424.0,430.0,447.0
unmatched_applicants,464.0,205.0,204.0,204.0,205.0,216.0,228.0,241.0,277.0,302.0,328.0,343.0,363.0,390.0,390.0,406.0,409.0,424.0,437.0,440.0
unmatched_applicants,453.0,214.0,205.0,204.0,204.0,214.0,231.0,257.0,272.0,304.0,325.0,345.0,371.0,379.0,392.0,404.0,415.0,423.0,443.0,436.0
unmatched_applicants,463.0,209.0,204.0,204.0,204.0,206.0,224.0,264.0,288.0,304.0,333.0,344.0,362.0,382.0,398.0,402.0,409.0,425.0,438.0,442.0
unmatched_applicants,463.0,204.0,208.0,204.0,204.0,219.0,226.0,254.0,272.0,298.0,323.0,336.0,363.0,376.0,388.0,409.0,417.0,421.0,435.0,442.0
unmatched_applicants,460.0,205.0,209.0,204.0,205.0,217.0,230.0,253.0,283.0,309.0,330.0,349.0,361.0,377.0,393.0,403.0,417.0,425.0,434.0,446.0
unmatched_applicants,462.0,210.0,206.0,205.0,204.0,207.0,237.0,260.0,287.0,303.0,325.0,347.0,358.0,376.0,392.0,401.0,420.0,419.0,438.0,438.0
unmatched_applicants,464.0,207.0,207.0,204.0,204.0,208.0,226.0,261.0,274.0,295.0,320.0,343.0,358.0,382.0,396.0,408.0,417.0,436.0,431.0,442.0
unfilled_spots,254.0,0.0,0.0,0.0,0.0,15.0,25.0,48.0,79.0,104.0,119.0,144.0,161.0,180.0,188.0,194.0,206.0,223.0,229.0,230.0
unfilled_spots,260.0,3.0,2.0,0.0,0.0,11.0,29.0,56.0,75.0,99.0,123.0,147.0,164.0,176.0,193.0,200.0,216.0,216.0,225.0,237.0
unfilled_spots,256.0,3.0,1.0,1.0,0.0,7.0,30.0,45.0,69.0,97.0,135.0,144.0,160.0,181.0,195.0,201.0,216.0,220.0,226.0,243.0
unfilled_spots,260.0,1.0,0.0,0.0,1.0,12.0,24.0,37.0,73.0,98.0,124.0,139.0,159.0,186.0,186.0,202.0,205.0,220.0,233.0,236.0
unfilled_spots,249.0,10.0,1.0,0.0,0.0,10.0,27.0,53.0,68.0,100.0,121.0,141.0,167.0,175.0,188.0,200.0,211.0,219.0,239.0,232.0
unfilled_spots,259.0,5.0,0.0,0.0,0.0,2.0,20.0,60.0,84.0,100.0,129.0,140.0,158.0,178.0,194.0,198.0,205.0,221.0,234.0,238.0
unfilled_spots,259.0,0.0,4.0,0.0,0.0,15.0,22.0,50.0,68.0,94.0,119.0,132.0,159.0,172.0,184.0,205.0,213.0,217.0,231.0,238.0
unfilled_spots,256.0,1.0,5.0,0.0,1.0,13.0,26.0,49.0,79.0,105.0,126.0,145.0,157.0,173.0,189.0,199.0,213.0,221.0,230.0,242.0
unfilled_spots,258.0,6.0,2.0,1.0,0.0,3.0,33.0,56.0,83.0,99.0,121.0,143.0,154.0,172.0,188.0,197.0,216.0,215.0,234.0,234.0
unfilled_spots,260.0,3.0,3.0,0.0,0.0,4.0,22.0,57.0,70.0,91.0,116.0,139.0,154.0,178.0,192.0,204.0,213.0,232.0,227.0,238.0
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,155.74683544303798,92.51898734177215,47.77215189873418,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,152.45569620253164,86.56962025316456,46.24050632911393,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,155.78481012658227,90.70886075949367,45.848101265822784,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,153.9367088607595,86.59493670886076,47.860759493670884,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,157.56962025316454,89.51898734177215,45.9873417721519,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,158.0253164556962,97.44303797468355,50.58227848101266,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,157.43037974683546,94.64556962025317,47.89873417721519,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,149.72151898734177,91.0506329113924,52.607594936708864,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,166.81012658227849,151.68354430379748,87.58227848101266,44.88607594936709,46.962025316455694,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
reviews_per_program,166.81012658227849,166.81012658227849,165.1012658227848,150.44303797468353,92.74683544303798,42.860759493670884,45.49367088607595,53.075949367088604,60.65822784810127,68.24050632911393,75.82278481012658,83.40506329113924,90.9873417721519,98.56962025316456,106.15189873417721,113.73417721518987,121.31645569620254,128.8987341772152,136.48101265822785,144.0632911392405
pct_interview_given_signal,0.0,1.0434056761268782,1.0258764607679465,1.0061213132999443,0.9369782971619366,0.7853088480801336,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0300500834724542,1.0242070116861435,1.0027824151363383,0.9357262103505843,0.7839732888146912,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0417362270450752,1.020033388981636,1.0011129660545353,0.9282136894824707,0.7859766277128547,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0400667779632722,1.0275459098497495,1.0011129660545353,0.9311352253756261,0.7859766277128547,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0367278797996662,1.0208681135225375,1.0044518642181413,0.9252921535893155,0.7859766277128547,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.023372287145242,1.021702838063439,1.0094602114635505,0.9282136894824707,0.7836393989983306,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0350584307178632,1.0242070116861435,1.0027824151363383,0.922787979966611,0.7863105175292153,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0383973288814692,1.0275459098497495,1.0,0.9219532554257095,0.7839732888146912,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0283806343906512,1.0191986644407345,0.996661101836394,0.9373956594323873,0.784974958263773,0.6588759042849193,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_signal,0.0,1.0450751252086812,1.025041736227045,1.006677796327212,0.9248747913188647,0.7886477462437396,0.659432387312187,0.5652277605533031,0.49457429048414026,0.43962159154145797,0.39565943238731216,0.3596903930793747,0.3297161936560935,0.30435340952870166,0.2826138802766516,0.2637729549248748,0.24728714524207013,0.23274084258077188,0.21981079577072898,0.208241806519638
pct_interview_given_nosignal,0.17984519653968736,0.13872326894029732,0.09524207011686144,0.04938054652490994,0.011593396401409757,0.0017676519689678876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.17984519653968736,0.13935924954288895,0.09540901502504173,0.049907740971795095,0.01187163791504359,0.0021604635176274184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.17984519653968736,0.13880276651562126,0.09582637729549248,0.050171338195237676,0.013541086996846596,0.0015712461946381223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
