Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,2005.0,1186.0,1187.0,1186.0,1201.0,1243.0,1325.0,1417.0,1464.0,1548.0,1572.0,1645.0,1680.0,1715.0,1746.0,1761.0,1782.0,1818.0,1832.0,1845.0,1865.0,1883.0,1903.0,1909.0,1932.0,1934.0,1948.0,1949.0,1958.0,1972.0,1984.0
unmatched_applicants,1996.0,1188.0,1185.0,1186.0,1209.0,1257.0,1342.0,1412.0,1466.0,1539.0,1601.0,1627.0,1676.0,1709.0,1730.0,1770.0,1787.0,1816.0,1837.0,1854.0,1871.0,1889.0,1903.0,1910.0,1922.0,1932.0,1942.0,1957.0,1963.0,1974.0,1983.0
unmatched_applicants,2001.0,1186.0,1185.0,1185.0,1205.0,1252.0,1336.0,1408.0,1472.0,1537.0,1588.0,1623.0,1666.0,1718.0,1745.0,1775.0,1790.0,1811.0,1831.0,1861.0,1865.0,1884.0,1898.0,1903.0,1927.0,1939.0,1942.0,1959.0,1972.0,1972.0,1980.0
unmatched_applicants,2007.0,1187.0,1185.0,1192.0,1206.0,1262.0,1317.0,1389.0,1477.0,1535.0,1592.0,1646.0,1680.0,1700.0,1741.0,1762.0,1792.0,1816.0,1827.0,1849.0,1855.0,1877.0,1900.0,1908.0,1921.0,1950.0,1951.0,1957.0,1964.0,1969.0,1984.0
unmatched_applicants,1993.0,1190.0,1188.0,1188.0,1206.0,1264.0,1333.0,1416.0,1462.0,1540.0,1579.0,1633.0,1667.0,1707.0,1736.0,1763.0,1804.0,1824.0,1845.0,1852.0,1861.0,1890.0,1899.0,1912.0,1929.0,1934.0,1950.0,1956.0,1948.0,1965.0,1986.0
unmatched_applicants,1993.0,1190.0,1185.0,1185.0,1208.0,1265.0,1312.0,1399.0,1467.0,1533.0,1590.0,1634.0,1671.0,1694.0,1757.0,1765.0,1790.0,1812.0,1833.0,1848.0,1877.0,1892.0,1892.0,1915.0,1920.0,1938.0,1948.0,1955.0,1963.0,1977.0,1973.0
unmatched_applicants,2004.0,1194.0,1185.0,1186.0,1205.0,1246.0,1330.0,1401.0,1467.0,1537.0,1587.0,1639.0,1691.0,1711.0,1755.0,1760.0,1795.0,1820.0,1839.0,1851.0,1878.0,1881.0,1914.0,1912.0,1924.0,1937.0,1949.0,1951.0,1963.0,1963.0,1984.0
unmatched_applicants,2002.0,1187.0,1186.0,1185.0,1209.0,1244.0,1350.0,1424.0,1482.0,1531.0,1572.0,1631.0,1672.0,1706.0,1748.0,1774.0,1789.0,1803.0,1826.0,1849.0,1874.0,1890.0,1895.0,1905.0,1922.0,1936.0,1948.0,1949.0,1961.0,1977.0,1978.0
unmatched_applicants,2000.0,1193.0,1185.0,1188.0,1208.0,1256.0,1326.0,1418.0,1460.0,1551.0,1596.0,1638.0,1678.0,1702.0,1739.0,1776.0,1789.0,1812.0,1822.0,1849.0,1882.0,1884.0,1906.0,1903.0,1920.0,1934.0,1942.0,1956.0,1967.0,1969.0,1982.0
unmatched_applicants,1999.0,1189.0,1186.0,1186.0,1210.0,1266.0,1313.0,1413.0,1464.0,1534.0,1589.0,1643.0,1670.0,1711.0,1746.0,1776.0,1799.0,1808.0,1832.0,1848.0,1870.0,1876.0,1886.0,1909.0,1924.0,1938.0,1943.0,1962.0,1966.0,1969.0,1988.0
unfilled_spots,820.0,1.0,2.0,1.0,16.0,58.0,140.0,232.0,279.0,363.0,387.0,460.0,495.0,530.0,561.0,576.0,597.0,633.0,647.0,660.0,680.0,698.0,718.0,724.0,747.0,749.0,763.0,764.0,773.0,787.0,799.0
unfilled_spots,811.0,3.0,0.0,1.0,24.0,72.0,157.0,227.0,281.0,354.0,416.0,442.0,491.0,524.0,545.0,585.0,602.0,631.0,652.0,669.0,686.0,704.0,718.0,725.0,737.0,747.0,757.0,772.0,778.0,789.0,798.0
unfilled_spots,816.0,1.0,0.0,0.0,20.0,67.0,151.0,223.0,287.0,352.0,403.0,438.0,481.0,533.0,560.0,590.0,605.0,626.0,646.0,676.0,680.0,699.0,713.0,718.0,742.0,754.0,757.0,774.0,787.0,787.0,795.0
unfilled_spots,822.0,2.0,0.0,7.0,21.0,77.0,132.0,204.0,292.0,350.0,407.0,461.0,495.0,515.0,556.0,577.0,607.0,631.0,642.0,664.0,670.0,692.0,715.0,723.0,736.0,765.0,766.0,772.0,779.0,784.0,799.0
unfilled_spots,808.0,5.0,3.0,3.0,21.0,79.0,148.0,231.0,277.0,355.0,394.0,448.0,482.0,522.0,551.0,578.0,619.0,639.0,660.0,667.0,676.0,705.0,714.0,727.0,744.0,749.0,765.0,771.0,763.0,780.0,801.0
unfilled_spots,808.0,5.0,0.0,0.0,23.0,80.0,127.0,214.0,282.0,348.0,405.0,449.0,486.0,509.0,572.0,580.0,605.0,627.0,648.0,663.0,692.0,707.0,707.0,730.0,735.0,753.0,763.0,770.0,778.0,792.0,788.0
unfilled_spots,819.0,9.0,0.0,1.0,20.0,61.0,145.0,216.0,282.0,352.0,402.0,454.0,506.0,526.0,570.0,575.0,610.0,635.0,654.0,666.0,693.0,696.0,729.0,727.0,739.0,752.0,764.0,766.0,778.0,778.0,799.0
unfilled_spots,817.0,2.0,1.0,0.0,24.0,59.0,165.0,239.0,297.0,346.0,387.0,446.0,487.0,521.0,563.0,589.0,604.0,618.0,641.0,664.0,689.0,705.0,710.0,720.0,737.0,751.0,763.0,764.0,776.0,792.0,793.0
unfilled_spots,815.0,8.0,0.0,3.0,23.0,71.0,141.0,233.0,275.0,366.0,411.0,453.0,493.0,517.0,554.0,591.0,604.0,627.0,637.0,664.0,697.0,699.0,721.0,718.0,735.0,749.0,757.0,771.0,782.0,784.0,797.0
unfilled_spots,814.0,4.0,1.0,1.0,25.0,81.0,128.0,228.0,279.0,349.0,404.0,458.0,485.0,526.0,561.0,591.0,614.0,623.0,647.0,663.0,685.0,691.0,701.0,724.0,739.0,753.0,758.0,777.0,781.0,784.0,803.0
reviews_per_program,281.82758620689657,281.82758620689657,213.639846743295,45.337164750957854,34.160919540229884,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,219.77394636015325,51.367816091954026,34.160919540229884,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,209.96934865900383,63.16475095785441,35.04597701149425,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,221.37164750957854,53.87356321839081,35.13026819923372,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,208.1494252873563,52.32950191570881,35.10344827586207,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,208.632183908046,50.076628352490424,36.03448275862069,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,212.08045977011494,51.367816091954026,34.160919540229884,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,212.88122605363984,59.0,36.11494252873563,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,208.455938697318,57.076628352490424,36.0,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
reviews_per_program,281.82758620689657,281.82758620689657,205.83908045977012,56.02681992337165,34.160919540229884,42.701149425287355,51.241379310344826,59.7816091954023,68.32183908045977,76.86206896551724,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241
