Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,2439.0,1310.0,1263.0,1260.0,1258.0,1258.0,1258.0,1268.0,1287.0,1348.0,1451.0,1520.0,1626.0,1721.0,1814.0,1889.0,1947.0,2013.0,2071.0,2138.0,2187.0,2234.0,2284.0,2308.0,2343.0
unmatched_applicants,2454.0,1279.0,1266.0,1258.0,1259.0,1258.0,1258.0,1270.0,1299.0,1365.0,1459.0,1529.0,1665.0,1705.0,1815.0,1897.0,1953.0,2016.0,2075.0,2142.0,2175.0,2223.0,2247.0,2324.0,2346.0
unmatched_applicants,2425.0,1278.0,1271.0,1258.0,1258.0,1258.0,1258.0,1264.0,1300.0,1362.0,1451.0,1520.0,1629.0,1721.0,1812.0,1870.0,1947.0,1999.0,2093.0,2143.0,2172.0,2233.0,2274.0,2299.0,2351.0
unmatched_applicants,2434.0,1280.0,1260.0,1259.0,1258.0,1258.0,1259.0,1269.0,1302.0,1350.0,1442.0,1544.0,1637.0,1726.0,1824.0,1897.0,1941.0,2026.0,2065.0,2130.0,2172.0,2230.0,2277.0,2304.0,2349.0
unmatched_applicants,2421.0,1284.0,1271.0,1259.0,1258.0,1258.0,1265.0,1268.0,1306.0,1356.0,1434.0,1531.0,1654.0,1734.0,1837.0,1866.0,1960.0,2019.0,2065.0,2118.0,2170.0,2245.0,2275.0,2311.0,2328.0
unmatched_applicants,2446.0,1280.0,1262.0,1258.0,1258.0,1258.0,1259.0,1264.0,1288.0,1369.0,1434.0,1553.0,1617.0,1709.0,1801.0,1877.0,1958.0,2003.0,2080.0,2121.0,2184.0,2225.0,2285.0,2307.0,2340.0
unmatched_applicants,2446.0,1288.0,1264.0,1259.0,1258.0,1258.0,1259.0,1264.0,1284.0,1345.0,1435.0,1520.0,1631.0,1738.0,1804.0,1893.0,1958.0,2052.0,2079.0,2123.0,2193.0,2231.0,2286.0,2299.0,2334.0
unmatched_applicants,2425.0,1291.0,1260.0,1258.0,1258.0,1258.0,1258.0,1268.0,1301.0,1356.0,1467.0,1538.0,1622.0,1715.0,1808.0,1890.0,1963.0,2035.0,2056.0,2122.0,2174.0,2243.0,2274.0,2311.0,2364.0
unmatched_applicants,2437.0,1290.0,1264.0,1258.0,1258.0,1258.0,1260.0,1271.0,1297.0,1359.0,1461.0,1527.0,1628.0,1719.0,1804.0,1874.0,1949.0,2043.0,2078.0,2128.0,2173.0,2217.0,2271.0,2287.0,2350.0
unmatched_applicants,2442.0,1275.0,1273.0,1259.0,1258.0,1258.0,1259.0,1271.0,1309.0,1364.0,1443.0,1534.0,1654.0,1727.0,1818.0,1881.0,1950.0,2030.0,2087.0,2118.0,2161.0,2224.0,2272.0,2310.0,2329.0
unfilled_spots,1181.0,52.0,5.0,2.0,0.0,0.0,0.0,10.0,29.0,90.0,193.0,262.0,368.0,463.0,556.0,631.0,689.0,755.0,813.0,880.0,929.0,976.0,1026.0,1050.0,1085.0
unfilled_spots,1196.0,21.0,8.0,0.0,1.0,0.0,0.0,12.0,41.0,107.0,201.0,271.0,407.0,447.0,557.0,639.0,695.0,758.0,817.0,884.0,917.0,965.0,989.0,1066.0,1088.0
