Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,918.0,677.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,689.0,698.0,725.0,758.0,778.0
unmatched_applicants,920.0,676.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,685.0,687.0,712.0,717.0,741.0,787.0
unmatched_applicants,920.0,676.0,676.0,679.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,677.0,685.0,717.0,719.0,765.0,792.0
unmatched_applicants,905.0,676.0,679.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,686.0,697.0,740.0,757.0,778.0
unmatched_applicants,914.0,676.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,677.0,676.0,701.0,738.0,762.0,806.0
unmatched_applicants,919.0,678.0,678.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,690.0,694.0,734.0,750.0,790.0
unmatched_applicants,906.0,676.0,676.0,678.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,688.0,693.0,739.0,743.0,782.0
unmatched_applicants,917.0,677.0,676.0,678.0,678.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,684.0,684.0,695.0,722.0,746.0,798.0
unmatched_applicants,940.0,676.0,679.0,678.0,676.0,678.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,680.0,685.0,718.0,722.0,752.0,813.0
unmatched_applicants,916.0,676.0,677.0,679.0,677.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,676.0,680.0,693.0,694.0,742.0,762.0,798.0
unfilled_spots,242.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,49.0,82.0,102.0
unfilled_spots,244.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,36.0,41.0,65.0,111.0
unfilled_spots,244.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,41.0,43.0,89.0,116.0
unfilled_spots,229.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,64.0,81.0,102.0
unfilled_spots,238.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,62.0,86.0,130.0
unfilled_spots,243.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,58.0,74.0,114.0
unfilled_spots,230.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,63.0,67.0,106.0
unfilled_spots,241.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,19.0,46.0,70.0,122.0
unfilled_spots,264.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,42.0,46.0,76.0,137.0
unfilled_spots,240.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,18.0,66.0,86.0,122.0
reviews_per_program,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,166.98983050847457,166.14237288135593,154.68474576271186,137.87118644067797,116.8271186440678,106.95254237288135,110.73898305084745,116.66440677966102,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628
reviews_per_program,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.70508474576272,167.3728813559322,164.14237288135593,156.2,134.1762711864407,114.09830508474576,108.34237288135593,110.25084745762712,116.89152542372881,123.95593220338984,131.24745762711865,138.53898305084746,145.83050847457628
