Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,2330.0,879.0,873.0,859.0,838.0,833.0,833.0,833.0,833.0,833.0,833.0,853.0,938.0,1039.0,1143.0,1281.0,1422.0,1499.0,1631.0,1728.0,1809.0,1904.0,1974.0,2028.0,2094.0,2165.0
unmatched_applicants,2317.0,889.0,863.0,843.0,841.0,833.0,833.0,833.0,833.0,833.0,841.0,853.0,942.0,1019.0,1150.0,1243.0,1380.0,1513.0,1581.0,1718.0,1799.0,1911.0,2000.0,2015.0,2100.0,2167.0
unmatched_applicants,2331.0,856.0,877.0,864.0,839.0,838.0,833.0,833.0,833.0,833.0,845.0,861.0,948.0,1040.0,1168.0,1242.0,1404.0,1518.0,1606.0,1724.0,1828.0,1884.0,1932.0,2019.0,2113.0,2174.0
unmatched_applicants,2357.0,901.0,861.0,847.0,840.0,833.0,833.0,833.0,833.0,833.0,833.0,871.0,911.0,1058.0,1136.0,1267.0,1408.0,1512.0,1595.0,1711.0,1789.0,1865.0,1958.0,2043.0,2110.0,2183.0
unmatched_applicants,2326.0,852.0,876.0,863.0,834.0,835.0,833.0,833.0,833.0,833.0,839.0,865.0,920.0,1068.0,1181.0,1275.0,1423.0,1512.0,1633.0,1736.0,1786.0,1891.0,1971.0,2008.0,2126.0,2162.0
unmatched_applicants,2325.0,859.0,877.0,851.0,834.0,835.0,833.0,833.0,833.0,833.0,841.0,876.0,923.0,1033.0,1175.0,1270.0,1385.0,1498.0,1619.0,1735.0,1804.0,1910.0,1932.0,2034.0,2116.0,2171.0
unmatched_applicants,2331.0,882.0,869.0,838.0,843.0,833.0,833.0,833.0,833.0,833.0,836.0,854.0,921.0,1023.0,1156.0,1288.0,1370.0,1520.0,1618.0,1715.0,1810.0,1909.0,1952.0,2007.0,2084.0,2180.0
unmatched_applicants,2309.0,850.0,868.0,842.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,872.0,929.0,1067.0,1171.0,1272.0,1424.0,1507.0,1623.0,1744.0,1778.0,1879.0,1945.0,2054.0,2105.0,2157.0
unmatched_applicants,2327.0,854.0,861.0,852.0,847.0,833.0,833.0,833.0,833.0,833.0,837.0,872.0,913.0,1009.0,1149.0,1280.0,1411.0,1534.0,1649.0,1713.0,1812.0,1914.0,1954.0,2035.0,2100.0,2179.0
unmatched_applicants,2301.0,855.0,887.0,847.0,839.0,833.0,833.0,833.0,833.0,833.0,840.0,880.0,934.0,1039.0,1160.0,1289.0,1375.0,1521.0,1592.0,1695.0,1796.0,1898.0,1971.0,2019.0,2103.0,2120.0
