Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,713.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,574.0,579.0,585.0,595.0,607.0,611.0,630.0,632.0,638.0,639.0,648.0,656.0,666.0,672.0,675.0,674.0,679.0,690.0,687.0,689.0,695.0,702.0,703.0,703.0,705.0
unmatched_applicants,711.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,573.0,575.0,588.0,600.0,617.0,622.0,631.0,641.0,646.0,647.0,661.0,662.0,672.0,672.0,674.0,683.0,683.0,690.0,696.0,694.0,701.0,702.0,707.0,707.0
unmatched_applicants,711.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,566.0,571.0,581.0,579.0,604.0,613.0,619.0,635.0,635.0,641.0,652.0,658.0,664.0,667.0,673.0,682.0,678.0,683.0,689.0,693.0,696.0,698.0,701.0,707.0,709.0
unmatched_applicants,712.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,564.0,571.0,584.0,595.0,605.0,609.0,619.0,635.0,640.0,652.0,646.0,661.0,661.0,668.0,674.0,680.0,684.0,691.0,690.0,692.0,694.0,700.0,703.0,705.0,709.0
unmatched_applicants,712.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,565.0,573.0,590.0,593.0,600.0,610.0,624.0,625.0,636.0,647.0,649.0,659.0,666.0,669.0,674.0,679.0,680.0,689.0,688.0,693.0,695.0,696.0,699.0,704.0,705.0
unmatched_applicants,714.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,572.0,583.0,595.0,605.0,608.0,620.0,627.0,644.0,643.0,652.0,663.0,661.0,672.0,672.0,678.0,684.0,689.0,692.0,694.0,695.0,702.0,700.0,703.0,707.0
unmatched_applicants,715.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,568.0,576.0,602.0,610.0,612.0,622.0,633.0,640.0,640.0,650.0,654.0,667.0,669.0,676.0,674.0,683.0,690.0,686.0,692.0,695.0,699.0,703.0,702.0,707.0
unmatched_applicants,715.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,574.0,583.0,580.0,601.0,606.0,615.0,631.0,638.0,647.0,649.0,657.0,667.0,670.0,672.0,678.0,683.0,686.0,689.0,691.0,693.0,699.0,700.0,705.0,703.0
unmatched_applicants,714.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,575.0,580.0,598.0,604.0,617.0,622.0,633.0,640.0,649.0,650.0,658.0,665.0,669.0,677.0,675.0,684.0,681.0,686.0,698.0,699.0,703.0,699.0,705.0,709.0
unmatched_applicants,715.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,577.0,585.0,596.0,601.0,610.0,617.0,632.0,642.0,650.0,652.0,656.0,663.0,669.0,671.0,676.0,688.0,682.0,689.0,694.0,695.0,701.0,706.0,702.0,708.0
unfilled_spots,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,23.0,33.0,45.0,49.0,68.0,70.0,76.0,77.0,86.0,94.0,104.0,110.0,113.0,112.0,117.0,128.0,125.0,127.0,133.0,140.0,141.0,141.0,143.0
unfilled_spots,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,26.0,38.0,55.0,60.0,69.0,79.0,84.0,85.0,99.0,100.0,110.0,110.0,112.0,121.0,121.0,128.0,134.0,132.0,139.0,140.0,145.0,145.0
unfilled_spots,149.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,19.0,17.0,42.0,51.0,57.0,73.0,73.0,79.0,90.0,96.0,102.0,105.0,111.0,120.0,116.0,121.0,127.0,131.0,134.0,136.0,139.0,145.0,147.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,22.0,33.0,43.0,47.0,57.0,73.0,78.0,90.0,84.0,99.0,99.0,106.0,112.0,118.0,122.0,129.0,128.0,130.0,132.0,138.0,141.0,143.0,147.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,28.0,31.0,38.0,48.0,62.0,63.0,74.0,85.0,87.0,97.0,104.0,107.0,112.0,117.0,118.0,127.0,126.0,131.0,133.0,134.0,137.0,142.0,143.0
unfilled_spots,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,21.0,33.0,43.0,46.0,58.0,65.0,82.0,81.0,90.0,101.0,99.0,110.0,110.0,116.0,122.0,127.0,130.0,132.0,133.0,140.0,138.0,141.0,145.0
unfilled_spots,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,14.0,40.0,48.0,50.0,60.0,71.0,78.0,78.0,88.0,92.0,105.0,107.0,114.0,112.0,121.0,128.0,124.0,130.0,133.0,137.0,141.0,140.0,145.0
unfilled_spots,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,21.0,18.0,39.0,44.0,53.0,69.0,76.0,85.0,87.0,95.0,105.0,108.0,110.0,116.0,121.0,124.0,127.0,129.0,131.0,137.0,138.0,143.0,141.0
unfilled_spots,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,18.0,36.0,42.0,55.0,60.0,71.0,78.0,87.0,88.0,96.0,103.0,107.0,115.0,113.0,122.0,119.0,124.0,136.0,137.0,141.0,137.0,143.0,147.0
unfilled_spots,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,23.0,34.0,39.0,48.0,55.0,70.0,80.0,88.0,90.0,94.0,101.0,107.0,109.0,114.0,126.0,120.0,127.0,132.0,133.0,139.0,144.0,140.0,146.0
reviews_per_program,497.6363636363636,497.6363636363636,455.8,84.2909090909091,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,463.92727272727274,109.03636363636363,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,463.25454545454545,115.9090909090909,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,447.3636363636364,100.78181818181818,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,455.92727272727274,108.30909090909091,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,463.3090909090909,75.58181818181818,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
reviews_per_program,497.6363636363636,497.6363636363636,456.09090909090907,108.14545454545454,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273,383.8909090909091,398.1090909090909,412.3272727272727,426.54545454545456,440.76363636363635,454.9818181818182
