Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,856.0,500.0,494.0,493.0,494.0,495.0,506.0,519.0,565.0,574.0,608.0,629.0,652.0,673.0,687.0,713.0,720.0,746.0,756.0,767.0,773.0,787.0,798.0,798.0,811.0,821.0,823.0,837.0,842.0,840.0
unmatched_applicants,857.0,496.0,496.0,493.0,493.0,498.0,499.0,531.0,540.0,576.0,598.0,630.0,652.0,676.0,692.0,715.0,721.0,736.0,739.0,764.0,777.0,788.0,800.0,804.0,809.0,824.0,825.0,834.0,837.0,843.0
unmatched_applicants,856.0,501.0,493.0,494.0,494.0,498.0,502.0,520.0,559.0,574.0,615.0,637.0,655.0,673.0,702.0,710.0,733.0,750.0,748.0,766.0,783.0,789.0,795.0,802.0,806.0,821.0,829.0,832.0,841.0,852.0
unmatched_applicants,860.0,498.0,493.0,493.0,493.0,495.0,504.0,527.0,560.0,574.0,603.0,629.0,650.0,669.0,695.0,713.0,722.0,746.0,756.0,764.0,776.0,777.0,794.0,799.0,819.0,816.0,829.0,837.0,835.0,847.0
unmatched_applicants,856.0,498.0,495.0,493.0,493.0,495.0,508.0,536.0,545.0,589.0,604.0,632.0,667.0,668.0,698.0,713.0,725.0,735.0,752.0,769.0,776.0,783.0,793.0,807.0,812.0,819.0,825.0,831.0,838.0,848.0
unmatched_applicants,855.0,499.0,496.0,495.0,493.0,493.0,505.0,527.0,548.0,586.0,605.0,634.0,663.0,673.0,691.0,716.0,733.0,739.0,749.0,766.0,779.0,779.0,795.0,799.0,809.0,817.0,819.0,830.0,830.0,847.0
unmatched_applicants,860.0,493.0,494.0,493.0,496.0,500.0,500.0,523.0,554.0,584.0,612.0,633.0,661.0,672.0,694.0,713.0,725.0,740.0,745.0,768.0,777.0,789.0,794.0,805.0,810.0,826.0,828.0,830.0,836.0,845.0
unmatched_applicants,859.0,501.0,494.0,493.0,493.0,493.0,508.0,526.0,554.0,578.0,605.0,635.0,659.0,681.0,709.0,706.0,736.0,746.0,741.0,775.0,780.0,780.0,791.0,802.0,813.0,821.0,825.0,823.0,845.0,843.0
unmatched_applicants,858.0,506.0,495.0,493.0,493.0,498.0,513.0,525.0,564.0,579.0,607.0,626.0,649.0,680.0,696.0,720.0,725.0,735.0,748.0,760.0,778.0,789.0,796.0,801.0,815.0,822.0,827.0,829.0,834.0,847.0
unmatched_applicants,851.0,504.0,493.0,493.0,494.0,495.0,513.0,530.0,555.0,573.0,619.0,636.0,658.0,679.0,702.0,718.0,715.0,744.0,753.0,770.0,780.0,781.0,794.0,805.0,810.0,818.0,822.0,837.0,836.0,840.0
unfilled_spots,363.0,7.0,1.0,0.0,1.0,2.0,13.0,26.0,72.0,81.0,115.0,136.0,159.0,180.0,194.0,220.0,227.0,253.0,263.0,274.0,280.0,294.0,305.0,305.0,318.0,328.0,330.0,344.0,349.0,347.0
unfilled_spots,364.0,3.0,3.0,0.0,0.0,5.0,6.0,38.0,47.0,83.0,105.0,137.0,159.0,183.0,199.0,222.0,228.0,243.0,246.0,271.0,284.0,295.0,307.0,311.0,316.0,331.0,332.0,341.0,344.0,350.0
unfilled_spots,363.0,8.0,0.0,1.0,1.0,5.0,9.0,27.0,66.0,81.0,122.0,144.0,162.0,180.0,209.0,217.0,240.0,257.0,255.0,273.0,290.0,296.0,302.0,309.0,313.0,328.0,336.0,339.0,348.0,359.0
unfilled_spots,367.0,5.0,0.0,0.0,0.0,2.0,11.0,34.0,67.0,81.0,110.0,136.0,157.0,176.0,202.0,220.0,229.0,253.0,263.0,271.0,283.0,284.0,301.0,306.0,326.0,323.0,336.0,344.0,342.0,354.0
