Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,1810.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1341.0,1362.0,1438.0,1445.0,1546.0,1580.0,1667.0
unmatched_applicants,1796.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1326.0,1340.0,1371.0,1406.0,1465.0,1522.0,1608.0,1639.0
unmatched_applicants,1791.0,1316.0,1317.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1343.0,1364.0,1406.0,1480.0,1538.0,1607.0,1643.0
unmatched_applicants,1805.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1317.0,1346.0,1363.0,1418.0,1473.0,1557.0,1575.0,1642.0
unmatched_applicants,1794.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1320.0,1330.0,1364.0,1430.0,1460.0,1531.0,1610.0,1667.0
unmatched_applicants,1787.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1321.0,1322.0,1341.0,1385.0,1406.0,1462.0,1518.0,1581.0,1640.0
unmatched_applicants,1811.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1325.0,1339.0,1344.0,1413.0,1473.0,1530.0,1593.0,1636.0
unmatched_applicants,1809.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1317.0,1346.0,1349.0,1408.0,1483.0,1544.0,1601.0,1641.0
unmatched_applicants,1802.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1318.0,1324.0,1377.0,1413.0,1463.0,1535.0,1572.0,1658.0
unmatched_applicants,1812.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1329.0,1330.0,1377.0,1405.0,1478.0,1520.0,1570.0,1656.0
unfilled_spots,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,46.0,122.0,129.0,230.0,264.0,351.0
unfilled_spots,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,55.0,90.0,149.0,206.0,292.0,323.0
unfilled_spots,475.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.0,90.0,164.0,222.0,291.0,327.0
unfilled_spots,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,47.0,102.0,157.0,241.0,259.0,326.0
unfilled_spots,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,48.0,114.0,144.0,215.0,294.0,351.0
