Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,1419.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,984.0,1005.0,1018.0,1042.0,1070.0,1105.0,1148.0,1167.0,1203.0,1220.0,1241.0,1275.0,1288.0,1297.0,1322.0,1328.0,1364.0,1376.0
unmatched_applicants,1411.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,996.0,1013.0,1034.0,1068.0,1102.0,1136.0,1180.0,1194.0,1222.0,1248.0,1263.0,1302.0,1307.0,1331.0,1347.0,1372.0,1376.0
unmatched_applicants,1409.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,998.0,1013.0,1040.0,1067.0,1109.0,1130.0,1168.0,1195.0,1218.0,1242.0,1262.0,1291.0,1304.0,1330.0,1334.0,1367.0,1380.0
unmatched_applicants,1409.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,1000.0,1004.0,1045.0,1085.0,1110.0,1144.0,1175.0,1194.0,1225.0,1256.0,1265.0,1295.0,1309.0,1311.0,1338.0,1361.0,1365.0
unmatched_applicants,1416.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,990.0,1019.0,1041.0,1090.0,1110.0,1131.0,1169.0,1191.0,1211.0,1255.0,1270.0,1280.0,1303.0,1333.0,1345.0,1355.0,1369.0
unmatched_applicants,1406.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,986.0,992.0,1013.0,1030.0,1069.0,1096.0,1144.0,1172.0,1191.0,1223.0,1254.0,1280.0,1289.0,1319.0,1325.0,1349.0,1360.0,1376.0
unmatched_applicants,1408.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,989.0,999.0,1043.0,1073.0,1117.0,1136.0,1159.0,1200.0,1227.0,1251.0,1279.0,1284.0,1305.0,1321.0,1346.0,1368.0,1365.0
unmatched_applicants,1407.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,982.0,1001.0,1024.0,1048.0,1071.0,1108.0,1146.0,1175.0,1193.0,1223.0,1235.0,1269.0,1285.0,1307.0,1338.0,1350.0,1358.0,1378.0
unmatched_applicants,1412.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,981.0,986.0,1021.0,1049.0,1083.0,1097.0,1135.0,1180.0,1219.0,1239.0,1248.0,1265.0,1293.0,1313.0,1322.0,1352.0,1352.0,1377.0
unmatched_applicants,1413.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,990.0,1013.0,1037.0,1074.0,1132.0,1157.0,1168.0,1186.0,1208.0,1238.0,1270.0,1288.0,1296.0,1334.0,1344.0,1356.0,1376.0
unfilled_spots,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,24.0,37.0,61.0,89.0,124.0,167.0,186.0,222.0,239.0,260.0,294.0,307.0,316.0,341.0,347.0,383.0,395.0
unfilled_spots,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,53.0,87.0,121.0,155.0,199.0,213.0,241.0,267.0,282.0,321.0,326.0,350.0,366.0,391.0,395.0
unfilled_spots,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,32.0,59.0,86.0,128.0,149.0,187.0,214.0,237.0,261.0,281.0,310.0,323.0,349.0,353.0,386.0,399.0
unfilled_spots,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,64.0,104.0,129.0,163.0,194.0,213.0,244.0,275.0,284.0,314.0,328.0,330.0,357.0,380.0,384.0
unfilled_spots,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,60.0,109.0,129.0,150.0,188.0,210.0,230.0,274.0,289.0,299.0,322.0,352.0,364.0,374.0,388.0
unfilled_spots,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0,32.0,49.0,88.0,115.0,163.0,191.0,210.0,242.0,273.0,299.0,308.0,338.0,344.0,368.0,379.0,395.0
unfilled_spots,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,18.0,62.0,92.0,136.0,155.0,178.0,219.0,246.0,270.0,298.0,303.0,324.0,340.0,365.0,387.0,384.0
unfilled_spots,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,43.0,67.0,90.0,127.0,165.0,194.0,212.0,242.0,254.0,288.0,304.0,326.0,357.0,369.0,377.0,397.0
unfilled_spots,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,40.0,68.0,102.0,116.0,154.0,199.0,238.0,258.0,267.0,284.0,312.0,332.0,341.0,371.0,371.0,396.0
unfilled_spots,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,32.0,56.0,93.0,151.0,176.0,187.0,205.0,227.0,257.0,289.0,307.0,315.0,353.0,363.0,375.0,395.0
reviews_per_program,323.92452830188677,323.92452830188677,323.92452830188677,323.92452830188677,308.5974842767296,178.0691823899371,76.71069182389937,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267
reviews_per_program,323.92452830188677,323.92452830188677,323.92452830188677,323.92452830188677,306.3333333333333,177.1509433962264,83.11320754716981,78.18867924528301,89.35849056603773,100.52830188679245,111.69811320754717,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267
