Parameter,0,1,2,3,4,5
unmatched_applicants,1213.0,983.0,981.0,981.0,997.0,1031.0
unmatched_applicants,1214.0,982.0,981.0,981.0,987.0,1014.0
unmatched_applicants,1205.0,981.0,981.0,983.0,989.0,1029.0
unmatched_applicants,1205.0,981.0,981.0,981.0,982.0,1042.0
unmatched_applicants,1217.0,982.0,981.0,981.0,996.0,1032.0
unmatched_applicants,1191.0,981.0,981.0,981.0,990.0,1020.0
unmatched_applicants,1191.0,984.0,981.0,981.0,994.0,1039.0
unmatched_applicants,1190.0,981.0,981.0,981.0,994.0,1026.0
unmatched_applicants,1197.0,982.0,981.0,982.0,992.0,1027.0
unmatched_applicants,1214.0,984.0,981.0,981.0,997.0,1031.0
unfilled_spots,232.0,2.0,0.0,0.0,16.0,50.0
unfilled_spots,233.0,1.0,0.0,0.0,6.0,33.0
unfilled_spots,224.0,0.0,0.0,2.0,8.0,48.0
unfilled_spots,224.0,0.0,0.0,0.0,1.0,61.0
unfilled_spots,236.0,1.0,0.0,0.0,15.0,51.0
unfilled_spots,210.0,0.0,0.0,0.0,9.0,39.0
unfilled_spots,210.0,3.0,0.0,0.0,13.0,58.0
unfilled_spots,209.0,0.0,0.0,0.0,13.0,45.0
unfilled_spots,216.0,1.0,0.0,1.0,11.0,46.0
unfilled_spots,233.0,3.0,0.0,0.0,16.0,50.0
reviews_per_program,89.35849056603773,88.90566037735849,69.18238993710692,37.106918238993714,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,67.88679245283019,36.43396226415094,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,68.63522012578616,36.40251572327044,44.937106918238996,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,66.23899371069183,36.42138364779874,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,67.62264150943396,35.9622641509434,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,69.84905660377359,35.490566037735846,44.9622641509434,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,69.0754716981132,37.0503144654088,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,68.0,36.283018867924525,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,70.67295597484276,36.672955974842765,44.679245283018865,55.84905660377358
reviews_per_program,89.35849056603773,89.35849056603773,66.86792452830188,36.24528301886792,44.679245283018865,55.84905660377358
pct_interview_given_signal,0.0,1.0039414414414414,0.9611486486486487,0.7411786786786787,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0061936936936937,0.9650900900900901,0.7417417417417418,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0039414414414414,0.9496058558558559,0.7432432432432432,0.5594031531531531,0.44763513513513514
pct_interview_given_signal,0.0,1.0056306306306306,0.963963963963964,0.7428678678678678,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0061936936936937,0.9569256756756757,0.7426801801801802,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0073198198198199,0.9676238738738738,0.7415540540540541,0.5594031531531531,0.44763513513513514
pct_interview_given_signal,0.0,1.0073198198198199,0.9662162162162162,0.7415540540540541,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.010135135135135,0.964527027027027,0.7404279279279279,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0073198198198199,0.9634009009009009,0.7415540540540541,0.559543918918919,0.44763513513513514
pct_interview_given_signal,0.0,1.0067567567567568,0.9557995495495496,0.7400525525525525,0.559543918918919,0.44763513513513514
pct_interview_given_nosignal,0.2797719594594595,0.17631917631917632,0.05264639639639639,0.002927927927927928,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.175997425997426,0.05133258258258258,0.00259009009009009,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.17631917631917632,0.05649399399399399,0.0016891891891891893,0.00014076576576576576,0.0
pct_interview_given_nosignal,0.2797719594594595,0.1760778635778636,0.051707957957957955,0.0019144144144144144,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.175997425997426,0.05405405405405406,0.002027027027027027,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.17583655083655084,0.05048798798798799,0.002702702702702703,0.00014076576576576576,0.0
pct_interview_given_nosignal,0.2797719594594595,0.17583655083655084,0.05095720720720721,0.002702702702702703,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.17543436293436293,0.05152027027027027,0.0033783783783783786,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.17583655083655084,0.051895645645645645,0.002702702702702703,0.0,0.0
pct_interview_given_nosignal,0.2797719594594595,0.1759169884169884,0.05442942942942943,0.0036036036036036037,0.0,0.0
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_interview_given_application,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595,0.2797719594594595
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0
