Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,52.0,52.0,52.0,52.0,46.875,38.2,31.075,26.475,26.0,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,49.175,39.325,29.675,25.725,26.0,29.9,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,48.475,39.825,28.275,28.925,26.775,29.725,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,51.0,48.7,34.875,28.3,28.3,26.0,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,48.175,35.525,28.45,26.25,26.0,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,48.025,39.2,27.2,27.625,26.75,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,46.05,39.75,29.325,24.775,26.0,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,45.325,39.45,31.475,25.825,26.6,29.9,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,49.8,45.725,40.625,32.55,26.25,26.0,29.25,32.5,35.75,39.0,42.25
reviews_per_program,52.0,52.0,52.0,52.0,46.9,37.875,27.35,28.325,26.0,29.25,32.5,35.75,39.0,42.25
pct_interview_given_signal,0.0,1.0769230769230769,1.0769230769230769,1.0692307692307692,1.023076923076923,0.9830769230769231,0.8794871794871795,0.7835164835164835,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.146153846153846,1.0576923076923077,1.0769230769230769,1.0307692307692307,0.96,0.882051282051282,0.7802197802197802,0.6923076923076923,0.6136752136752137,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.1076923076923078,1.0846153846153845,1.0564102564102564,1.0288461538461537,0.9707692307692307,0.8730769230769231,0.765934065934066,0.6903846153846154,0.6145299145299146,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.123076923076923,1.0692307692307692,1.058974358974359,1.025,0.9569230769230769,0.8871794871794871,0.7703296703296704,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.0923076923076922,1.1,1.064102564102564,1.021153846153846,0.9676923076923077,0.8897435897435897,0.7791208791208791,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.1923076923076923,1.0846153846153845,1.0666666666666667,1.0038461538461538,0.98,0.8871794871794871,0.7802197802197802,0.6913461538461538,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.0923076923076922,1.0807692307692307,1.058974358974359,1.0307692307692307,0.9646153846153847,0.8782051282051282,0.7769230769230769,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.1076923076923078,1.0961538461538463,1.0512820512820513,0.9942307692307693,0.9584615384615385,0.8794871794871795,0.778021978021978,0.6894230769230769,0.6145299145299146,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.1153846153846154,1.0923076923076922,1.064102564102564,1.0057692307692307,0.98,0.8730769230769231,0.7769230769230769,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_signal,0.0,1.146153846153846,1.0846153846153845,1.0538461538461539,1.0096153846153846,0.9584615384615385,0.8846153846153846,0.7736263736263737,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799
pct_interview_given_nosignal,0.34615384615384615,0.29743589743589743,0.24175824175824176,0.17928994082840236,0.12051282051282051,0.056643356643356645,0.026153846153846153,0.005982905982905983,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34615384615384615,0.2928205128205128,0.2445054945054945,0.17751479289940827,0.11794871794871795,0.06713286713286713,0.024615384615384615,0.008547008547008548,0.0,0.002197802197802198,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34615384615384615,0.2953846153846154,0.24065934065934066,0.18224852071005918,0.11858974358974358,0.062237762237762236,0.03,0.019658119658119658,0.0019230769230769232,0.001098901098901099,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34615384615384615,0.29435897435897435,0.24285714285714285,0.1816568047337278,0.11987179487179488,0.06853146853146853,0.021538461538461538,0.01623931623931624,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34615384615384615,0.2964102564102564,0.23846153846153847,0.1804733727810651,0.12115384615384615,0.06363636363636363,0.02,0.009401709401709401,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.34615384615384615,0.28974358974358977,0.24065934065934066,0.17988165680473372,0.12692307692307692,0.05804195804195804,0.021538461538461538,0.008547008547008548,0.0009615384615384616,0.0,0.0,0.0,0.0,0.0
