Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,283.0,271.0,271.0,271.0,271.0,271.0,271.0,272.0,274.0,277.0,278.0
unmatched_applicants,283.0,271.0,271.0,271.0,271.0,271.0,271.0,272.0,271.0,277.0,277.0
unmatched_applicants,282.0,271.0,271.0,271.0,271.0,271.0,272.0,272.0,274.0,278.0,277.0
unmatched_applicants,284.0,271.0,271.0,271.0,271.0,271.0,272.0,274.0,272.0,274.0,280.0
unmatched_applicants,282.0,271.0,271.0,271.0,271.0,271.0,271.0,273.0,274.0,279.0,276.0
unmatched_applicants,283.0,271.0,271.0,271.0,271.0,271.0,271.0,272.0,275.0,275.0,275.0
unmatched_applicants,284.0,271.0,271.0,271.0,271.0,271.0,272.0,273.0,275.0,275.0,275.0
unmatched_applicants,282.0,271.0,271.0,271.0,271.0,271.0,271.0,272.0,275.0,275.0,278.0
unmatched_applicants,283.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,275.0,277.0,280.0
unmatched_applicants,283.0,271.0,271.0,271.0,271.0,271.0,272.0,273.0,275.0,275.0,277.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,6.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,9.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,5.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,6.0
reviews_per_program,277.64285714285717,58.142857142857146,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,40.285714285714285,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,39.57142857142857,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,39.285714285714285,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
reviews_per_program,277.64285714285717,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.57142857142858
pct_interview_given_signal,0.0,0.6488294314381271,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
pct_interview_given_signal,0.0,0.6555183946488294,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
pct_interview_given_signal,0.0,0.6555183946488294,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
pct_interview_given_signal,0.0,0.6488294314381271,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
pct_interview_given_signal,0.0,0.6421404682274248,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
pct_interview_given_signal,0.0,0.6555183946488294,0.3277591973244147,0.21850613154960982,0.16387959866220736,0.13110367892976588,0.10925306577480491,0.09364548494983277,0.08193979933110368,0.07283537718320326,0.06555183946488294
