Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,12151.0,6529.0,6521.0,6519.0,6519.0,6525.0,6612.0,7009.0,7693.0,8411.0,9118.0,9632.0,10212.0,10759.0,11087.0
unmatched_applicants,12104.0,6536.0,6521.0,6519.0,6519.0,6519.0,6612.0,7029.0,7706.0,8432.0,9165.0,9704.0,10268.0,10700.0,11105.0
unmatched_applicants,12122.0,6546.0,6521.0,6521.0,6519.0,6520.0,6584.0,6982.0,7658.0,8459.0,9110.0,9676.0,10295.0,10708.0,11135.0
unmatched_applicants,12024.0,6536.0,6526.0,6519.0,6519.0,6523.0,6590.0,6995.0,7674.0,8487.0,9133.0,9711.0,10263.0,10673.0,11105.0
unmatched_applicants,12059.0,6538.0,6523.0,6519.0,6519.0,6519.0,6609.0,7067.0,7715.0,8544.0,9189.0,9692.0,10294.0,10688.0,11136.0
unmatched_applicants,12131.0,6531.0,6520.0,6519.0,6519.0,6519.0,6629.0,7021.0,7666.0,8411.0,9097.0,9713.0,10238.0,10750.0,11147.0
unmatched_applicants,12116.0,6537.0,6529.0,6519.0,6519.0,6521.0,6612.0,7006.0,7688.0,8408.0,9127.0,9774.0,10327.0,10717.0,11142.0
unmatched_applicants,12063.0,6537.0,6526.0,6519.0,6519.0,6519.0,6597.0,7022.0,7683.0,8458.0,9070.0,9712.0,10230.0,10704.0,11109.0
unmatched_applicants,12051.0,6535.0,6521.0,6519.0,6519.0,6519.0,6609.0,7051.0,7697.0,8402.0,9113.0,9681.0,10259.0,10643.0,11155.0
unmatched_applicants,12138.0,6540.0,6520.0,6519.0,6519.0,6520.0,6596.0,7051.0,7670.0,8486.0,9119.0,9702.0,10288.0,10740.0,11123.0
unfilled_spots,5632.0,10.0,2.0,0.0,0.0,6.0,93.0,490.0,1174.0,1892.0,2599.0,3113.0,3693.0,4240.0,4568.0
unfilled_spots,5585.0,17.0,2.0,0.0,0.0,0.0,93.0,510.0,1187.0,1913.0,2646.0,3185.0,3749.0,4181.0,4586.0
unfilled_spots,5603.0,27.0,2.0,2.0,0.0,1.0,65.0,463.0,1139.0,1940.0,2591.0,3157.0,3776.0,4189.0,4616.0
unfilled_spots,5505.0,17.0,7.0,0.0,0.0,4.0,71.0,476.0,1155.0,1968.0,2614.0,3192.0,3744.0,4154.0,4586.0
unfilled_spots,5540.0,19.0,4.0,0.0,0.0,0.0,90.0,548.0,1196.0,2025.0,2670.0,3173.0,3775.0,4169.0,4617.0
unfilled_spots,5612.0,12.0,1.0,0.0,0.0,0.0,110.0,502.0,1147.0,1892.0,2578.0,3194.0,3719.0,4231.0,4628.0
unfilled_spots,5597.0,18.0,10.0,0.0,0.0,2.0,93.0,487.0,1169.0,1889.0,2608.0,3255.0,3808.0,4198.0,4623.0
unfilled_spots,5544.0,18.0,7.0,0.0,0.0,0.0,78.0,503.0,1164.0,1939.0,2551.0,3193.0,3711.0,4185.0,4590.0
unfilled_spots,5532.0,16.0,2.0,0.0,0.0,0.0,90.0,532.0,1178.0,1883.0,2594.0,3162.0,3740.0,4124.0,4636.0
unfilled_spots,5619.0,21.0,1.0,0.0,0.0,1.0,77.0,532.0,1151.0,1967.0,2600.0,3183.0,3769.0,4221.0,4604.0
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,315.84168865435356,131.84696569920845,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,383.7915567282322,309.8905013192612,130.47493403693932,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,321.77704485488124,129.58047493403694,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,314.5765171503958,129.09366754617415,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,323.57519788918205,129.73614775725594,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,313.1108179419525,127.61345646437995,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
reviews_per_program,384.20448548812664,384.20448548812664,384.20448548812664,384.20448548812664,320.9802110817942,132.77044854881265,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844
