Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,1684.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1190.0,1198.0,1201.0,1235.0,1264.0,1276.0,1315.0,1347.0,1387.0,1388.0,1414.0,1461.0,1490.0,1516.0,1527.0,1550.0,1571.0,1603.0,1617.0,1644.0
unmatched_applicants,1682.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1193.0,1199.0,1211.0,1216.0,1274.0,1270.0,1290.0,1353.0,1376.0,1422.0,1445.0,1450.0,1480.0,1512.0,1525.0,1564.0,1576.0,1605.0,1619.0,1641.0
unmatched_applicants,1686.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1188.0,1198.0,1207.0,1225.0,1247.0,1281.0,1315.0,1361.0,1359.0,1417.0,1431.0,1465.0,1497.0,1504.0,1530.0,1555.0,1557.0,1592.0,1626.0,1639.0
unmatched_applicants,1671.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1199.0,1233.0,1252.0,1273.0,1319.0,1335.0,1393.0,1405.0,1462.0,1457.0,1468.0,1511.0,1529.0,1546.0,1589.0,1587.0,1603.0,1636.0
unmatched_applicants,1676.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1199.0,1210.0,1209.0,1248.0,1294.0,1317.0,1337.0,1364.0,1417.0,1447.0,1456.0,1487.0,1523.0,1527.0,1546.0,1576.0,1600.0,1630.0,1623.0
unmatched_applicants,1683.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1188.0,1191.0,1214.0,1246.0,1253.0,1280.0,1318.0,1353.0,1369.0,1409.0,1429.0,1465.0,1488.0,1509.0,1529.0,1549.0,1581.0,1605.0,1620.0,1617.0
unmatched_applicants,1670.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1186.0,1188.0,1191.0,1208.0,1232.0,1267.0,1298.0,1296.0,1336.0,1371.0,1406.0,1436.0,1461.0,1487.0,1511.0,1536.0,1551.0,1581.0,1597.0,1625.0,1625.0
unmatched_applicants,1673.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1186.0,1185.0,1195.0,1210.0,1223.0,1248.0,1290.0,1318.0,1344.0,1362.0,1399.0,1422.0,1459.0,1494.0,1528.0,1544.0,1563.0,1574.0,1601.0,1621.0,1632.0
unmatched_applicants,1685.0,1186.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1190.0,1195.0,1205.0,1227.0,1248.0,1286.0,1313.0,1362.0,1373.0,1405.0,1440.0,1468.0,1469.0,1511.0,1540.0,1552.0,1573.0,1591.0,1595.0,1626.0
unmatched_applicants,1688.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1203.0,1210.0,1234.0,1245.0,1289.0,1309.0,1345.0,1381.0,1409.0,1426.0,1462.0,1477.0,1520.0,1536.0,1553.0,1592.0,1604.0,1620.0,1624.0
unfilled_spots,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,16.0,50.0,79.0,91.0,130.0,162.0,202.0,203.0,229.0,276.0,305.0,331.0,342.0,365.0,386.0,418.0,432.0,459.0
unfilled_spots,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,26.0,31.0,89.0,85.0,105.0,168.0,191.0,237.0,260.0,265.0,295.0,327.0,340.0,379.0,391.0,420.0,434.0,456.0
unfilled_spots,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,22.0,40.0,62.0,96.0,130.0,176.0,174.0,232.0,246.0,280.0,312.0,319.0,345.0,370.0,372.0,407.0,441.0,454.0
unfilled_spots,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,48.0,67.0,88.0,134.0,150.0,208.0,220.0,277.0,272.0,283.0,326.0,344.0,361.0,404.0,402.0,418.0,451.0
unfilled_spots,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,25.0,24.0,63.0,109.0,132.0,152.0,179.0,232.0,262.0,271.0,302.0,338.0,342.0,361.0,391.0,415.0,445.0,438.0
unfilled_spots,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,29.0,61.0,68.0,95.0,133.0,168.0,184.0,224.0,244.0,280.0,303.0,324.0,344.0,364.0,396.0,420.0,435.0,432.0
