,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8105079983084391,0.18936461315652886,0.00012738853503184715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.3004253799714896,0.6061784185375866,0.09339620149092377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.07471468591284806,0.31819668250463307,0.5716816040514376,0.035407027531080985,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.016651044381431945,0.08425349374049533,0.4110465832949701,0.47841318348745004,0.00963569509565286,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0030191735401848803,0.020487569657598938,0.12093017308879545,0.508656129417487,0.34429391136105025,0.0026130429348836678,0.0,0.0,0.0,0.0
prog_cut_6,0.0003190896155850051,0.003568878539830036,0.027459296602961546,0.1605740897908688,0.581134037298729,0.22655994534712626,0.00038466280489932414,0.0,0.0,0.0
prog_cut_7,6.493506493506494e-05,0.0005259085911056285,0.003935112570468573,0.03655174260796788,0.21240695022664136,0.6159416268051779,0.1305737241337035,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.0005287938869345298,0.007572609404058692,0.05191480147466934,0.2898254396516604,0.597192481407661,0.052899867574356,6.6006600660066e-05,0.0
prog_cut_9,0.0,0.0,0.0,0.0011545937240031972,0.011025918804773875,0.07874300159104271,0.4060717849832146,0.4899957841155501,0.013008916781415268,0.0
prog_cut_10,0.0,0.0,0.0,0.00011049723756906077,0.0025683910962861684,0.02165482897031082,0.14743998199545139,0.5943101556118898,0.23373469713381453,0.00018144795467833313
