,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9863431023550046,0.013656897644995442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.9603148052817125,0.039685194718287235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.9078424534437013,0.09215754655629867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.7990627781628171,0.2009372218371831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.5871830477192151,0.410828522011867,0.001988430268918074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.4317508324622095,0.564392645916096,0.003856521621694622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.25411051197929135,0.7222973644135543,0.0235921236071548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_8,0.13339870380141153,0.791419141380377,0.07518215481821178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_9,0.06761438895462839,0.7598089253742148,0.17257668567115683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_10,0.02021689433453174,0.6261289963432393,0.3531663044441801,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
