app_cut,prop_unmatched
1,0.5661538461538463
2,0.6384615384615387
3,0.5953846153846157
4,0.5907692307692307
5,0.6138461538461542
6,0.5784615384615386
7,0.5769230769230772
8,0.5723076923076924
9,0.5553846153846154
10,0.5584615384615388
