,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.33199999999999996,0.30104761904761906,0.1847619047619048,0.10109523809523813,0.08109523809523811,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.34390476190476177,0.27111904761904765,0.17142857142857146,0.10302380952380955,0.11052380952380951,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.2005238095238095,0.18123809523809528,0.21571428571428564,0.15900000000000003,0.14014285714285715,0.03719047619047619,0.034999999999999996,0.031190476190476185,0.0,0.0
prog_cut_4,0.06876190476190476,0.0578095238095238,0.18685714285714292,0.22419047619047616,0.19190476190476194,0.10157142857142856,0.10585714285714286,0.06304761904761903,0.0,0.0
prog_cut_5,0.09995238095238097,0.05933333333333333,0.1213809523809524,0.17866666666666667,0.22328571428571423,0.1173809523809524,0.1609047619047619,0.03909523809523809,0.0,0.0
prog_cut_6,0.0,0.0,0.027857142857142855,0.09230952380952381,0.07419047619047618,0.22433333333333344,0.19807142857142854,0.14928571428571435,0.12478571428571432,0.10916666666666666
prog_cut_7,0.0,0.0,0.04552380952380953,0.068,0.059095238095238097,0.21178571428571427,0.22985714285714276,0.18128571428571433,0.08690476190476193,0.11754761904761907
prog_cut_8,0.0,0.0,0.029904761904761906,0.05866666666666667,0.042904761904761904,0.13130952380952382,0.14347619047619053,0.16302380952380954,0.20183333333333334,0.22888095238095235
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.07423809523809523,0.09861904761904762,0.20802380952380953,0.32657142857142857,0.292547619047619
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.10933333333333337,0.03833333333333334,0.19804761904761897,0.32223809523809527,0.33204761904761904
