app_cut,prop_unmatched
1,0.0
2,0.00430493273542601
3,0.08520179372197308
4,0.11668161434977581
5,0.79390134529148
6,0.04134529147982062
7,0.6214349775784753
8,0.9828699551569505
9,1.0
10,1.0
