,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8342296130385685,0.16517775154684455,0.0005926354145871597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.3835975401844809,0.562580216290701,0.05378547881893559,3.676470588235294e-05,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.11129073701750247,0.4467674206330884,0.42854326253111347,0.013398579818295831,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.028928578963926012,0.14535204796138648,0.5661921469854575,0.25768549457440415,0.001841731514825955,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.006170016961459392,0.0377291461806897,0.23820579198187655,0.6026706530961427,0.11485291193537198,0.0003714798444599952,0.0,0.0,0.0,0.0
prog_cut_6,0.0010045874259867749,0.00840064421427004,0.06608596339238475,0.3544832813478647,0.5337501981783496,0.036201251367070045,7.407407407407407e-05,0.0,0.0,0.0
prog_cut_7,3.717472118959108e-05,0.0009746776642668982,0.01534201813573557,0.10651568518132448,0.48798405912940096,0.38019962611399094,0.008946759054091412,0.0,0.0,0.0
prog_cut_8,0.0,0.00015011779468699835,0.00319251947830152,0.02535797696583039,0.17484271224951276,0.5911479143767178,0.2038400943133969,0.0014686648215538505,0.0,0.0
prog_cut_9,0.0,0.0,0.00047156462867193634,0.005712185321641963,0.04816063822280275,0.2809206554705488,0.5916859481179663,0.07296948537554519,7.952286282306162e-05,0.0
prog_cut_10,0.0,0.0,0.0,0.0011558738537350822,0.01151601598453673,0.09100745877621051,0.45811360260725,0.4259471953133088,0.012259853464958996,0.0
