,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8318880269533401,0.16758943532845827,0.0005225377182018478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.3815145782433532,0.5637228430315366,0.05461442751723,0.000148151207880238,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.11740194907496931,0.43535085916951216,0.4339383041375674,0.013271364165793548,3.75234521575985e-05,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.02910071552076591,0.15145947115183808,0.5640159291295793,0.2522573491887268,0.0031665350090898732,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.005507558219642257,0.03807141573985786,0.23293219063705997,0.611184905300206,0.11163593725184319,0.0006679928513908641,0.0,0.0,0.0,0.0
prog_cut_6,0.0007787862134339555,0.009030998730148999,0.06831045908702361,0.34812101300438747,0.5366364202744187,0.03689906488246177,0.00022325780812555647,0.0,0.0,0.0
prog_cut_7,3.795066413662239e-05,0.0014353315052774629,0.015191270058359789,0.10855412270954322,0.48596489275253396,0.3797345991933988,0.00896905116186295,0.00011278195488721803,0.0,0.0
prog_cut_8,0.0,0.00029658361216460785,0.0026492323658909656,0.027112296897596765,0.17317198821788743,0.5891142003843632,0.2059361496545235,0.0017195488675736197,0.0,0.0
prog_cut_9,0.0,3.944773175542407e-05,0.00011794523536332556,0.006091672986033038,0.05020799057400366,0.27971377621322263,0.5916608958351287,0.07185925070952302,0.0003090207149701618,0.0
prog_cut_10,0.0,0.0,4.424778761061947e-05,0.0010715608633933462,0.01289410229816233,0.08965329055252289,0.451913120155187,0.43346049783682084,0.010963180506303105,0.0
