,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.31362727199604223,0.31104292190082355,0.19934419023710873,0.08842540843136203,0.08756020743466332,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.31160929459158815,0.3119883115785113,0.19723297027089162,0.08876726748712369,0.09040215607188533,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.19852047395707875,0.19409302427859024,0.17891118589639501,0.15683052354775176,0.1574844379879092,0.04616989938911729,0.0452290635940208,0.02276139134913705,0.0,0.0
prog_cut_4,0.08738824368378101,0.08932538524020052,0.15510345925157548,0.22455448962813443,0.2210015811581458,0.08793506300755055,0.09010815719163849,0.0445836208389736,0.0,0.0
prog_cut_5,0.09003495784742555,0.08880262874683241,0.15652921244441922,0.22082282597754993,0.22394317205291514,0.08923795987498709,0.08731839678962733,0.04331084626624318,0.0,0.0
prog_cut_6,0.0,0.0,0.04407270740216826,0.08946356446696335,0.08761876574268902,0.22015576697853217,0.2255896599685464,0.15581196536483696,0.08920569914661168,0.08808187092965211
prog_cut_7,0.0,0.0,0.044207248488742544,0.08853741299467639,0.0910895682337907,0.22179980677598807,0.2203760187659728,0.15698026349161343,0.08724285013946025,0.08976683110975589
prog_cut_8,0.0,0.0,0.02196918873635469,0.042263986481928785,0.04288299944228774,0.15770323108631654,0.15395008724758313,0.17626919692183393,0.2034942499143414,0.20146706016935384
prog_cut_9,0.0,0.0,0.0,0.0,5.4596264612850326e-05,0.08943869072113352,0.08952900138514117,0.19824205224477318,0.31193176994910443,0.31080388943523496
prog_cut_10,0.0,0.0,0.0,0.0,5.536762109007663e-05,0.08894065407831246,0.09177109548225505,0.20162340855642452,0.31018796897738704,0.30742150528453094
