,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9136844455901786,0.08609816310547336,0.00021739130434782607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.5931600829124047,0.3998517113295486,0.006988205758046454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.25728202805348827,0.6431477783528023,0.0985017881944873,0.001068405399222146,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.09087694374361557,0.45432088328185144,0.44304267675834574,0.011759496216187578,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.03308678372551724,0.20676908520495915,0.6287092985408594,0.13100910789098313,0.0004257246376811594,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.008516520960055604,0.07457358116332485,0.4391528529894886,0.4638810071763711,0.013658646406412065,0.00021739130434782607,0.0,0.0,0.0,0.0
prog_cut_7,0.0019242438496854567,0.025360159829025116,0.1848982321141272,0.6355785783405449,0.15137384435651444,0.0008649415101028004,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0051204469650447315,0.0643022617190398,0.40283856839675525,0.5061990375962114,0.021539685322948757,0.0,0.0,0.0,0.0
prog_cut_9,0.0,0.0010616383099134247,0.017529299007870848,0.17065747341107987,0.6264417203250955,0.18366923510336908,0.0006406338426711942,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.005000826043337058,0.05929338980584556,0.3821101265249807,0.5232281054639464,0.03036755216189037,0.0,0.0,0.0
